branch_predictor,prefetcher,workload,NRH,Prac Level,ABO_Only,ABO_RFM,TPRAC,TPRAC-TREFper4tREFI,TPRAC-TREFper3tREFI,TPRAC-TREFper2tREFI,TPRAC-TREFpertREFI
hashed_perceptron,spp_dev,401.bzip2,128.0,1.0,0.9953719545879802,1.0526642557909112,1.530930523033111,1.4576289161656424,1.5162842761365347,1.5151248814613298,1.4929228702885344
hashed_perceptron,spp_dev,401.bzip2,256.0,1.0,1.0,1.084305482841411,1.3039157182199235,1.2946619084762891,1.3464722476028999,1.2936874674497227,1.3058355632250853
hashed_perceptron,spp_dev,401.bzip2,512.0,1.0,1.0,1.0432745429758516,1.104313600625747,1.1579580304510624,1.1080973234533242,1.1590430103868044,1.1418308802500623
hashed_perceptron,spp_dev,401.bzip2,1024.0,1.0,1.0,0.9949305174167662,1.1066888384798839,1.0559931208675195,1.0489485387794921,1.0449844020353252,1.0488641950725432
hashed_perceptron,spp_dev,401.bzip2,1024.0,2.0,1.0,0.9949305174167662,1.1066888384798839,,,,
hashed_perceptron,spp_dev,401.bzip2,1024.0,4.0,1.0,0.9949305174167662,1.1066888384798839,,,,
hashed_perceptron,spp_dev,401.bzip2,2048.0,1.0,1.0,1.0312109869811101,1.0528418813551335,1.039588649179288,1.0162881386222626,1.0244321711343531,1.0488641950725432
hashed_perceptron,spp_dev,401.bzip2,4096.0,1.0,1.0,0.9873027244595145,1.0236838817224612,1.0122137488280876,1.0162881386222626,1.0244321711343531,1.0488641950725432
hashed_perceptron,spp_dev,403.gcc,128.0,1.0,1.0022134963263134,1.0111058401923265,1.3185096733052812,1.3160574649560055,1.3168415460809848,1.3201008179555151,1.316685543225054
hashed_perceptron,spp_dev,403.gcc,256.0,1.0,1.005738700203019,1.0045120271702963,1.2169742654697882,1.2093294370382877,1.2083979739916255,1.2155461687046418,1.2068325972644436
hashed_perceptron,spp_dev,403.gcc,512.0,1.0,0.9998901090428817,1.0048803812340776,1.1017907713617756,1.1064263070087488,1.1024718604462895,1.1114371124031857,1.1125166232321242
hashed_perceptron,spp_dev,403.gcc,1024.0,1.0,0.999981712709751,1.0042491831085605,1.0489616017505043,1.0530411159227968,1.051584812365733,1.0479645373731046,1.0563103126768396
hashed_perceptron,spp_dev,403.gcc,1024.0,2.0,1.000423954159271,1.0042491831085605,1.0489616017505043,,,,
hashed_perceptron,spp_dev,403.gcc,1024.0,4.0,1.000005981432761,1.0042491831085605,1.0489616017505043,,,,
hashed_perceptron,spp_dev,403.gcc,2048.0,1.0,1.0,1.0031659954726622,1.0188328820110772,1.0269925182996111,1.0187674701947087,1.02815515633842,1.0563103126768396
hashed_perceptron,spp_dev,403.gcc,4096.0,1.0,1.0,1.003684041227018,1.008653168596202,1.0140736271228532,1.0187674701947087,1.02815515633842,1.0563103126768396
hashed_perceptron,spp_dev,410.bwaves,128.0,1.0,1.0,1.2929182938538708,1.7606941105253817,1.7235907051605015,1.7063960350661347,1.6801169429818128,1.6143237983330745
hashed_perceptron,spp_dev,410.bwaves,256.0,1.0,1.0,1.1386172431699726,1.4104354519258648,1.3852234255130815,1.3875503983596416,1.3743746812555266,1.3240080181790421
hashed_perceptron,spp_dev,410.bwaves,512.0,1.0,1.0,1.0371134717472879,1.173322661799065,1.1567782451635182,1.1574167683139154,1.146379175635221,1.1233034916752709
hashed_perceptron,spp_dev,410.bwaves,1024.0,1.0,1.0,1.010134918340253,2.14756577566921,1.0619531298287843,1.0664477180781844,1.0598895007790776,1.035754995418982
hashed_perceptron,spp_dev,410.bwaves,1024.0,2.0,1.0,1.010134918340253,1.073782887834605,,,,
hashed_perceptron,spp_dev,410.bwaves,1024.0,4.0,1.0,1.010134918340253,1.073782887834605,,,,
hashed_perceptron,spp_dev,410.bwaves,2048.0,1.0,1.0,1.0040246204347496,1.039323496976637,1.0337469891531428,1.0119175385327028,1.0178769121980065,1.035754995418982
hashed_perceptron,spp_dev,410.bwaves,4096.0,1.0,1.0,1.0087723333899241,1.024110286556396,1.0089378517000513,1.0119175385327028,1.0178769121980065,1.035754995418982
hashed_perceptron,spp_dev,416.gamess,128.0,1.0,1.0,0.9995790381125654,1.2347073837784728,1.2385396914934665,1.2400045215633997,1.2425395269873263,1.250511806227239
hashed_perceptron,spp_dev,416.gamess,256.0,1.0,1.0,0.9994094536528443,1.158627640104307,1.1624533493284122,1.164414038771223,1.168557631658879,1.1764494590459293
hashed_perceptron,spp_dev,416.gamess,512.0,1.0,1.0,1.0001005139269843,1.079076713166707,1.0844596179690063,1.0840381022388015,1.088128961692803,1.095572603913109
hashed_perceptron,spp_dev,416.gamess,1024.0,1.0,1.0,0.9999823415957375,1.0376696483364607,1.0415130469802494,1.0427683604868843,1.0458925866862325,1.0563700471572122
hashed_perceptron,spp_dev,416.gamess,1024.0,2.0,1.0,0.9999823415957375,1.0376696483364607,,,,
hashed_perceptron,spp_dev,416.gamess,1024.0,4.0,1.0,0.9999823415957375,1.0376696483364607,,,,
hashed_perceptron,spp_dev,416.gamess,2048.0,1.0,1.0,1.0,1.016763427064627,1.0209532287606422,1.018784498655321,1.028180902007452,1.0563700471572122
hashed_perceptron,spp_dev,416.gamess,4096.0,1.0,1.0,1.0,1.0070467110374275,1.0140904510037259,1.018784498655321,1.028180902007452,1.0563700471572122
hashed_perceptron,spp_dev,429.mcf,128.0,1.0,0.9987389409662059,1.2011238490584168,1.6161111870527902,1.607391274399295,1.5761522962805683,1.5574963855888284,1.5011892402974842
hashed_perceptron,spp_dev,429.mcf,256.0,1.0,1.0000193097499392,1.099565188109511,1.3505354545259296,1.3159388483156318,1.3212444724432837,1.3074329647003424,1.271530636934618
hashed_perceptron,spp_dev,429.mcf,512.0,1.0,1.0,1.0315166174848158,1.13355058758405,1.132837345975757,1.1211282179367044,1.127244503135045,1.0972335462012626
