mitigation,workload,branch_predictor,prefetcher,WS,MPKI,RBMPKI,NRH,Prac Level,Total Energy,Mitigation Energy,ME Percentage
ABO_Only,644.nab,hashed_perceptron,spp_dev,10.292,0.31147346201576237,0.18106059300022087,128.0,1.0,11476803.767626174,221.72500117504003,0.0019319403351696495
ABO_Only,620.omnetpp,hashed_perceptron,spp_dev,0.9976,33.02837571643946,27.092110525455002,4096.0,1.0,72844457.45770001,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9018000000000002,11.601476586161613,13.251844763517381,512.0,1.0,80827700.73220001,0.0,0.0
ABO_Only,600.perlbench,hashed_perceptron,spp_dev,9.823,0.1417229727035868,0.08423140125541895,2048.0,1.0,12159680.11405,0.0,0.0
ABO_Only,627.cam4,hashed_perceptron,spp_dev,1.851,36.763426439078664,13.415705435502895,1024.0,4.0,99198473.66500236,443.45000235008007,0.0004470330902949479
ABO_Only,471.omnetpp,hashed_perceptron,spp_dev,0.9455,46.41968571405668,34.42839687807381,1024.0,2.0,83566697.98590001,0.0,0.0
ABO_Only,481.wrf,hashed_perceptron,spp_dev,8.532,1.5325584918259065,1.451899228817559,2048.0,1.0,14862527.368600002,0.0,0.0
ABO_Only,classification,hashed_perceptron,spp_dev,0.38272,187.12503750008014,196.39603132842723,256.0,1.0,295354343.90101314,427042.3522631271,0.14458644712069943
ABO_Only,602.gcc,hashed_perceptron,spp_dev,4.6049999999999995,2.2994612974750397,1.6610956042007994,2048.0,1.0,25218753.806975007,0.0,0.0
ABO_Only,602.gcc,hashed_perceptron,spp_dev,4.603,2.301796599050549,1.6636583221644439,128.0,1.0,25238543.712001763,332.58750176256007,0.0013177761187718755
ABO_Only,605.mcf,hashed_perceptron,spp_dev,1.0264,44.242779535249284,20.45054220721501,1024.0,4.0,68092222.66770001,0.0,0.0
ABO_Only,620.omnetpp,hashed_perceptron,spp_dev,0.9976,33.02837571643946,27.092110525455002,1024.0,4.0,72844457.45770001,0.0,0.0
ABO_Only,657.xz,hashed_perceptron,spp_dev,4.881,3.6532033464152613,3.535136011143653,1024.0,1.0,27089132.294524997,0.0,0.0
ABO_Only,cloud9,hashed_perceptron,spp_dev,0.5527,108.4009100328596,130.5098535174685,512.0,1.0,217701148.56888333,171393.42590830594,0.07872876511447295
ABO_Only,602.gcc,hashed_perceptron,spp_dev,4.6049999999999995,2.2994612974750397,1.6610956042007994,4096.0,1.0,25218753.806975007,0.0,0.0
ABO_Only,638.imagick,hashed_perceptron,spp_dev,13.748,1.1046569152963222,0.48858801274895375,1024.0,2.0,9558968.566575002,0.0,0.0
ABO_Only,453.povray,hashed_perceptron,spp_dev,8.038,0.012814543930381518,0.019596802549797253,4096.0,1.0,14215507.895375,0.0,0.0
ABO_Only,410.bwaves,hashed_perceptron,spp_dev,1.0632000000000001,87.83924597847674,32.736405253858806,4096.0,1.0,91713015.25840001,0.0,0.0
ABO_Only,456.hmmer,hashed_perceptron,spp_dev,7.933,0.7006988980314155,0.6122521732221804,2048.0,1.0,15038361.843125,0.0,0.0
ABO_Only,625.x264,hashed_perceptron,spp_dev,12.193000000000001,1.0010386058428962,0.48865744314081644,1024.0,2.0,10353241.397475,0.0,0.0
ABO_Only,437.leslie3d,hashed_perceptron,spp_dev,2.0758,37.679669206537476,14.690679759228738,1024.0,1.0,46992046.771275006,0.0,0.0
ABO_Only,638.imagick,hashed_perceptron,spp_dev,13.748,1.1046569152963222,0.48858801274895375,1024.0,4.0,9558968.566575002,0.0,0.0
ABO_Only,403.gcc,hashed_perceptron,spp_dev,8.923000000000002,0.5843749200334811,0.4495869359654571,2048.0,1.0,14029511.498550002,0.0,0.0
ABO_Only,416.gamess,hashed_perceptron,spp_dev,8.626000000000001,0.011678580391054478,0.021585255475612568,512.0,1.0,13343987.4243,0.0,0.0
ABO_Only,cassandra,hashed_perceptron,spp_dev,0.35163999999999995,196.38692769355058,225.03694363891393,4096.0,1.0,338421096.9829849,20731.287609866242,0.006125885116112772
ABO_Only,621.wrf,hashed_perceptron,spp_dev,5.684,0.12875538149017,0.051898622978243686,1024.0,4.0,19480208.642475,0.0,0.0
ABO_Only,403.gcc,hashed_perceptron,spp_dev,8.921,0.5800812843879707,0.44186799943181065,512.0,1.0,14027969.782103524,665.1750035251201,0.004741776706517654
ABO_Only,625.x264,hashed_perceptron,spp_dev,12.193000000000001,1.0010386058428962,0.48865744314081644,1024.0,1.0,10353241.397475,0.0,0.0
ABO_Only,621.wrf,hashed_perceptron,spp_dev,5.684,0.12875538149017,0.051898622978243686,256.0,1.0,19480208.642475,0.0,0.0
ABO_Only,436.cactusADM,hashed_perceptron,spp_dev,3.8712999999999997,17.842456641920602,12.056114020897867,1024.0,1.0,50307648.426825,0.0,0.0
ABO_Only,607.cactuBSSN,hashed_perceptron,spp_dev,2.7729,19.700752212352814,17.6590125773771,2048.0,1.0,61748182.18700001,0.0,0.0
ABO_Only,465.tonto,hashed_perceptron,spp_dev,9.102,0.10954425751027605,0.10542522546735977,128.0,1.0,12631826.827200588,110.86250058752002,0.0008776442402518978
ABO_Only,600.perlbench,hashed_perceptron,spp_dev,9.823,0.1417229727035868,0.08423140125541895,1024.0,1.0,12159680.11405,0.0,0.0
ABO_Only,625.x264,hashed_perceptron,spp_dev,12.193000000000001,1.0010386058428962,0.48865744314081644,128.0,1.0,10353241.397475,0.0,0.0
ABO_Only,nutch,hashed_perceptron,spp_dev,0.25739,318.4610722629113,376.27877108898036,2048.0,1.0,490813221.86723906,63967.662838999044,0.01303299503539083
ABO_Only,649.fotonik3d,hashed_perceptron,spp_dev,1.0907,80.35545522510137,58.03547938276047,1024.0,1.0,210573516.6074762,221.72500117504003,0.00010529576783786679
ABO_Only,628.pop2,hashed_perceptron,spp_dev,2.4257999999999997,30.35625948065973,12.046284929122688,1024.0,1.0,79909806.5916006,110.86250058752002,0.0001387345374943917
ABO_Only,437.leslie3d,hashed_perceptron,spp_dev,2.0758,37.679669206537476,14.690679759228738,2048.0,1.0,46992046.771275006,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9018000000000002,11.601476586161613,13.251844763517381,256.0,1.0,80827700.73220001,0.0,0.0
ABO_Only,445.gobmk,hashed_perceptron,spp_dev,9.053999999999998,0.018027462698769724,0.07226230819486054,512.0,1.0,12987230.8979,0.0,0.0
ABO_Only,481.wrf,hashed_perceptron,spp_dev,8.532,1.5325584918259065,1.451899228817559,128.0,1.0,14862527.368600002,0.0,0.0
ABO_Only,605.mcf,hashed_perceptron,spp_dev,1.0264,44.242779535249284,20.45054220721501,1024.0,1.0,68092222.66770001,0.0,0.0
ABO_Only,464.h264ref,hashed_perceptron,spp_dev,7.6739999999999995,1.8944859780117862,0.9332301853514824,2048.0,1.0,16263982.842725001,0.0,0.0
ABO_Only,623.xalancbmk,hashed_perceptron,spp_dev,5.281,2.0324909569084006,1.6356403128710675,256.0,1.0,22545555.549301766,332.58750176256007,0.0014751798909335826
ABO_Only,437.leslie3d,hashed_perceptron,spp_dev,2.0758,37.679669206537476,14.690679759228738,4096.0,1.0,46992046.771275006,0.0,0.0
ABO_Only,401.bzip2,hashed_perceptron,spp_dev,5.5600000000000005,4.4206137510449945,2.366178448037545,128.0,1.0,23427373.544434402,1773.8000094003203,0.007571484725063082
ABO_Only,444.namd,hashed_perceptron,spp_dev,11.618,0.3976908085889361,0.17031872491558986,128.0,1.0,10706961.679075,0.0,0.0
ABO_Only,607.cactuBSSN,hashed_perceptron,spp_dev,2.7738,19.717311659001243,17.67362136206537,256.0,1.0,61797619.18192677,332.58750176256007,0.0005381882120465703
ABO_Only,648.exchange2,hashed_perceptron,spp_dev,12.038,0.0004099739302702415,0.0081444821025637,512.0,1.0,10067997.6507,0.0,0.0
ABO_Only,cloud9,hashed_perceptron,spp_dev,0.5343,110.34150284039502,140.7846179525544,128.0,1.0,230654119.92258012,1208622.9814051432,0.5239980026417138
ABO_Only,429.mcf,hashed_perceptron,spp_dev,1.4039,61.374535004342825,39.80886353978481,256.0,1.0,75702554.75070061,110.86250058752002,0.00014644486035194737
ABO_Only,458.sjeng,hashed_perceptron,spp_dev,6.26,0.9691327163321217,0.9750357394002888,256.0,1.0,18498466.2019,0.0,0.0
ABO_Only,603.bwaves,hashed_perceptron,spp_dev,11.323,0.14758742245094916,0.2711938569691477,1024.0,4.0,11345687.7073,0.0,0.0
ABO_Only,456.hmmer,hashed_perceptron,spp_dev,7.933,0.7006988980314155,0.6122521732221804,256.0,1.0,15038361.843125,0.0,0.0
ABO_Only,401.bzip2,hashed_perceptron,spp_dev,5.527,4.489312727126603,2.3836529246914404,1024.0,4.0,23536300.6125,0.0,0.0
ABO_Only,482.sphinx3,hashed_perceptron,spp_dev,2.0232,40.575616579212564,16.51234618129023,4096.0,1.0,106792296.72185001,0.0,0.0
ABO_Only,619.lbm,hashed_perceptron,spp_dev,1.2997,67.93475275193956,62.48117254122318,1024.0,4.0,95702191.1571,0.0,0.0
ABO_Only,631.deepsjeng,hashed_perceptron,spp_dev,6.109,1.082562676996595,0.9066089843122985,1024.0,4.0,19307128.464575,0.0,0.0
ABO_Only,445.gobmk,hashed_perceptron,spp_dev,9.053999999999998,0.018027462698769724,0.07226230819486054,1024.0,2.0,12987230.8979,0.0,0.0
ABO_Only,638.imagick,hashed_perceptron,spp_dev,13.748,1.1046569152963222,0.48858801274895375,4096.0,1.0,9558968.566575002,0.0,0.0
ABO_Only,619.lbm,hashed_perceptron,spp_dev,1.2997,67.93475275193956,62.48117254122318,128.0,1.0,95702191.1571,0.0,0.0
ABO_Only,483.xalancbmk,hashed_perceptron,spp_dev,1.0212,48.30570479553197,21.84340605633093,512.0,1.0,141005005.0115262,221.72500117504003,0.0001572461921879408
ABO_Only,657.xz,hashed_perceptron,spp_dev,4.881,3.6532033464152613,3.535136011143653,2048.0,1.0,27089132.294524997,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9018000000000002,11.601476586161613,13.251844763517381,1024.0,1.0,80827700.73220001,0.0,0.0
ABO_Only,631.deepsjeng,hashed_perceptron,spp_dev,6.109,1.082562676996595,0.9066089843122985,512.0,1.0,19307128.464575,0.0,0.0
ABO_Only,483.xalancbmk,hashed_perceptron,spp_dev,1.0214,48.31087206883674,21.84467350974397,4096.0,1.0,140973861.38355,0.0,0.0
ABO_Only,465.tonto,hashed_perceptron,spp_dev,9.102,0.10954425751027605,0.10542522546735977,1024.0,2.0,12631703.215875,0.0,0.0
ABO_Only,464.h264ref,hashed_perceptron,spp_dev,7.6739999999999995,1.8944859780117862,0.9332301853514824,512.0,1.0,16263982.842725001,0.0,0.0
ABO_Only,cloud9,hashed_perceptron,spp_dev,0.5492,105.18495864504254,134.16771348814999,2048.0,1.0,220796619.23962888,38469.28770386945,0.01742295141852649
ABO_Only,649.fotonik3d,hashed_perceptron,spp_dev,1.0752,81.93075917539666,58.66347397561077,512.0,1.0,212967161.74800295,554.3125029376,0.0002602807392406816
ABO_Only,464.h264ref,hashed_perceptron,spp_dev,7.6739999999999995,1.8944859780117862,0.9332301853514824,256.0,1.0,16263982.842725001,0.0,0.0
ABO_Only,483.xalancbmk,hashed_perceptron,spp_dev,1.0214,48.31087206883674,21.84467350974397,1024.0,1.0,140973861.38355,0.0,0.0
ABO_Only,458.sjeng,hashed_perceptron,spp_dev,6.26,0.9691327163321217,0.9750357394002888,4096.0,1.0,18498466.2019,0.0,0.0
ABO_Only,416.gamess,hashed_perceptron,spp_dev,8.626000000000001,0.011678580391054478,0.021585255475612568,1024.0,2.0,13343987.4243,0.0,0.0
ABO_Only,471.omnetpp,hashed_perceptron,spp_dev,0.9455,46.41968571405668,34.42839687807381,1024.0,1.0,83566697.98590001,0.0,0.0
ABO_Only,453.povray,hashed_perceptron,spp_dev,8.038,0.012814543930381518,0.019596802549797253,2048.0,1.0,14215507.895375,0.0,0.0
ABO_Only,410.bwaves,hashed_perceptron,spp_dev,1.0632000000000001,87.83924597847674,32.736405253858806,1024.0,1.0,91713015.25840001,0.0,0.0
ABO_Only,cassandra,hashed_perceptron,spp_dev,0.35181,194.82923572525198,221.4669719864521,512.0,1.0,336193617.8791786,222390.17617856516,0.06614943424014903
ABO_Only,nutch,hashed_perceptron,spp_dev,0.25400999999999996,319.71208313408056,374.340338020493,128.0,1.0,498355130.1981163,2210819.986716324,0.443623402820682
ABO_Only,465.tonto,hashed_perceptron,spp_dev,9.102,0.10954425751027605,0.10542522546735977,1024.0,1.0,12631703.215875,0.0,0.0
ABO_Only,649.fotonik3d,hashed_perceptron,spp_dev,1.0973,79.64533823817032,57.61178335336639,1024.0,4.0,209424557.64467737,443.45000235008007,0.00021174689699116598
ABO_Only,454.calculix,hashed_perceptron,spp_dev,11.137,0.021755981704426802,0.015703904063795147,1024.0,4.0,10711217.341525001,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9018000000000002,11.601476586161613,13.251844763517381,4096.0,1.0,80827700.73220001,0.0,0.0
ABO_Only,607.cactuBSSN,hashed_perceptron,spp_dev,2.7729,19.700752212352814,17.6590125773771,1024.0,4.0,61748182.18700001,0.0,0.0
ABO_Only,607.cactuBSSN,hashed_perceptron,spp_dev,2.7729,19.700752212352814,17.6590125773771,1024.0,1.0,61748182.18700001,0.0,0.0
ABO_Only,453.povray,hashed_perceptron,spp_dev,8.038,0.012814543930381518,0.019596802549797253,512.0,1.0,14215507.895375,0.0,0.0
ABO_Only,649.fotonik3d,hashed_perceptron,spp_dev,1.0756000000000001,81.84459081037451,58.61999670637205,256.0,1.0,213078181.7981327,1441.2125076377602,0.0006763773256724825
ABO_Only,437.leslie3d,hashed_perceptron,spp_dev,2.0758,37.679669206537476,14.690679759228738,1024.0,4.0,46992046.771275006,0.0,0.0
ABO_Only,483.xalancbmk,hashed_perceptron,spp_dev,1.0213,48.2922720076561,21.8433868270341,256.0,1.0,140948816.43526646,3104.1500164505605,0.0022023242868989983
ABO_Only,447.dealII,hashed_perceptron,spp_dev,9.629,0.10601722219872325,0.08966188627544011,256.0,1.0,12484350.41915,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9026,11.825554513258128,13.333669357628068,128.0,1.0,81079133.7558547,886.9000047001601,0.0010938696106088052
ABO_Only,436.cactusADM,hashed_perceptron,spp_dev,3.8712999999999997,17.842456641920602,12.056114020897867,1024.0,2.0,50307648.426825,0.0,0.0
ABO_Only,627.cam4,hashed_perceptron,spp_dev,1.8349,36.93672545411662,13.46163716421081,512.0,1.0,99234356.1721606,1995.52501057536,0.0020109215069762185
ABO_Only,444.namd,hashed_perceptron,spp_dev,11.618,0.3976908085889361,0.17031872491558986,2048.0,1.0,10706961.679075,0.0,0.0
ABO_Only,cloud9,hashed_perceptron,spp_dev,0.5493,103.46833165122364,129.78262919956333,1024.0,1.0,216043964.8434551,81151.35043006465,0.03756242415235561
ABO_Only,436.cactusADM,hashed_perceptron,spp_dev,3.8712999999999997,17.842456641920602,12.056114020897867,512.0,1.0,50307648.426825,0.0,0.0
ABO_Only,641.leela,hashed_perceptron,spp_dev,6.984,0.04598838030340694,0.04625210667846861,1024.0,4.0,16108281.259174999,0.0,0.0
ABO_Only,481.wrf,hashed_perceptron,spp_dev,8.532,1.5325584918259065,1.451899228817559,1024.0,2.0,14862527.368600002,0.0,0.0
ABO_Only,482.sphinx3,hashed_perceptron,spp_dev,2.0392,40.34402218245293,16.43703987186162,512.0,1.0,106568781.59168206,1330.3500070502403,0.0012483487069857586
ABO_Only,631.deepsjeng,hashed_perceptron,spp_dev,6.109,1.082562676996595,0.9066089843122985,256.0,1.0,19307128.464575,0.0,0.0
ABO_Only,625.x264,hashed_perceptron,spp_dev,12.193000000000001,1.0010386058428962,0.48865744314081644,2048.0,1.0,10353241.397475,0.0,0.0
ABO_Only,433.milc,hashed_perceptron,spp_dev,0.8299000000000001,108.55778040162303,43.293732521203665,1024.0,4.0,228444135.254525,0.0,0.0
ABO_Only,cassandra,hashed_perceptron,spp_dev,0.35157999999999995,196.37237486623053,224.2958245711326,1024.0,2.0,341937837.4649617,105984.55056166912,0.030995268422883835
ABO_Only,464.h264ref,hashed_perceptron,spp_dev,7.6739999999999995,1.8944859780117862,0.9332301853514824,1024.0,2.0,16263982.842725001,0.0,0.0
ABO_Only,459.GemsFDTD,hashed_perceptron,spp_dev,1.9018000000000002,11.601476586161613,13.251844763517381,1024.0,4.0,80827700.73220001,0.0,0.0
ABO_Only,625.x264,hashed_perceptron,spp_dev,12.193000000000001,1.0010386058428962,0.48865744314081644,1024.0,4.0,10353241.397475,0.0,0.0
ABO_Only,453.povray,hashed_perceptron,spp_dev,8.038,0.012814543930381518,0.019596802549797253,128.0,1.0,14215507.895375,0.0,0.0
ABO_Only,436.cactusADM,hashed_perceptron,spp_dev,3.8712999999999997,17.842456641920602,12.056114020897867,1024.0,4.0,50307648.426825,0.0,0.0
ABO_Only,nutch,hashed_perceptron,spp_dev,0.25729,321.31807550617634,372.36255294304493,4096.0,1.0,487434503.7812422,26828.725142179843,0.005504067712494235
ABO_Only,483.xalancbmk,hashed_perceptron,spp_dev,1.0199,48.31913892613732,21.844539503901636,128.0,1.0,140925390.5489049,66960.95035486209,0.04751517813365565
ABO_Only,433.milc,hashed_perceptron,spp_dev,0.8299000000000001,108.55778040162303,43.293732521203665,1024.0,1.0,228444135.254525,0.0,0.0
ABO_Only,657.xz,hashed_perceptron,spp_dev,4.873,3.6642354744045074,3.602966815301944,128.0,1.0,27246357.377304114,776.0375041126401,0.00284822478603716
ABO_Only,603.bwaves,hashed_perceptron,spp_dev,11.323,0.14758742245094916,0.2711938569691477,1024.0,1.0,11345687.7073,0.0,0.0
ABO_Only,631.deepsjeng,hashed_perceptron,spp_dev,6.109,1.082562676996595,0.9066089843122985,2048.0,1.0,19307128.464575,0.0,0.0
ABO_Only,619.lbm,hashed_perceptron,spp_dev,1.2997,67.93475275193956,62.48117254122318,4096.0,1.0,95702191.1571,0.0,0.0
ABO_Only,649.fotonik3d,hashed_perceptron,spp_dev,1.0971,79.5894645354759,57.664730899077334,128.0,1.0,209482983.41372648,4988.812526438401,0.002381488197819655
ABO_Only,445.gobmk,hashed_perceptron,spp_dev,9.053999999999998,0.018027462698769724,0.07226230819486054,256.0,1.0,12987230.8979,0.0,0.0
ABO_Only,473.astar,hashed_perceptron,spp_dev,7.667,2.1339480073297143,1.9257577141069544,256.0,1.0,17333334.710700005,0.0,0.0
ABO_Only,435.gromacs,hashed_perceptron,spp_dev,8.902999999999999,0.09991033569435977,0.10763614426901642,128.0,1.0,12794420.9564,0.0,0.0
