mitigation,workload,branch_predictor,prefetcher,WS,MPKI,RBMPKI,NRH,Prac Level,Total Energy,Mitigation Energy,ME Percentage
ABO_RFM,471.omnetpp,hashed_perceptron,spp_dev,0.9442999999999999,46.53552144548206,34.645682671593484,4096.0,1.0,83793741.6321091,25304.365759101445,0.030198395806453653
ABO_RFM,456.hmmer,hashed_perceptron,spp_dev,7.9350000000000005,0.6958333346503358,0.6148979600421419,1024.0,4.0,15051523.383578496,5376.831278494721,0.03572283775847532
ABO_RFM,436.cactusADM,hashed_perceptron,spp_dev,3.7661,18.512680964449792,12.34291246455929,2048.0,1.0,51342464.497378044,52465.67840304384,0.10218768989112932
ABO_RFM,654.roms,hashed_perceptron,spp_dev,0.937,61.47654339822299,22.921976663842464,128.0,1.0,85091908.76867273,5107179.898647724,6.001957145575247
ABO_RFM,403.gcc,hashed_perceptron,spp_dev,8.919,0.5682733000242484,0.4324953269941117,1024.0,2.0,14089125.461830994,5847.996905991681,0.04150716750897389
ABO_RFM,605.mcf,hashed_perceptron,spp_dev,1.0096,44.384654348357955,20.776108268822135,512.0,1.0,70076468.89602417,221558.70742415875,0.31616705424027014
ABO_RFM,403.gcc,hashed_perceptron,spp_dev,8.919,0.5682733000242484,0.4324953269941117,1024.0,4.0,14089125.461830994,5847.996905991681,0.04150716750897389
ABO_RFM,459.GemsFDTD,hashed_perceptron,spp_dev,1.904,10.896293503989753,12.975610022264513,2048.0,1.0,80286459.36591133,44594.440861329924,0.05554416175969043
ABO_RFM,471.omnetpp,hashed_perceptron,spp_dev,0.8861,46.80443708702163,34.84186689192828,256.0,1.0,89401801.51262647,1094711.7620514664,1.2244851261714869
ABO_RFM,454.calculix,hashed_perceptron,spp_dev,11.134,0.02196177588341806,0.01608605404470949,256.0,1.0,10717055.108500618,1295.7054756166401,0.012090126088732198
ABO_RFM,450.soplex,hashed_perceptron,spp_dev,0.9207,70.79959135516438,45.44995963075388,512.0,1.0,108789952.42275064,561490.849850642,0.5161238123064208
ABO_RFM,631.deepsjeng,hashed_perceptron,spp_dev,6.107,1.0868699991884458,0.9126429183265872,1024.0,2.0,19331197.670462605,7095.200037601281,0.03670336498830851
ABO_RFM,619.lbm,hashed_perceptron,spp_dev,1.2714,67.80685148708012,62.475845561391544,1024.0,1.0,97139526.83830045,273691.79832544003,0.28175121624900484
ABO_RFM,621.wrf,hashed_perceptron,spp_dev,5.684,0.12875538149017,0.051898622978243686,4096.0,1.0,19480208.642475,0.0,0.0
ABO_RFM,433.milc,hashed_perceptron,spp_dev,0.6133,109.28709893783153,44.684445375727364,128.0,1.0,293352011.3648881,14131639.485438032,4.817297628091013
ABO_RFM,464.h264ref,hashed_perceptron,spp_dev,7.202999999999999,2.1171765312859767,1.0167266475849788,128.0,1.0,17896416.53680776,390059.3149577591,2.1795386476142853
ABO_RFM,classification,hashed_perceptron,spp_dev,0.37625000000000003,190.0549947362463,197.94958649802533,1024.0,4.0,305338085.20834816,1004441.9709480782,0.32896059142530315
ABO_RFM,445.gobmk,hashed_perceptron,spp_dev,9.056,0.017884401311791902,0.0688791300504256,1024.0,4.0,12979179.720452938,554.3125029376,0.004270782244151374
ABO_RFM,classification,hashed_perceptron,spp_dev,0.37757,192.90705175616847,201.62705713390798,4096.0,1.0,300169525.6955406,191625.83226552833,0.06383920280431558
ABO_RFM,627.cam4,hashed_perceptron,spp_dev,1.8418,36.65498426180419,13.359123953578033,1024.0,2.0,98701862.29553631,162524.42586130433,0.16466196491274748
ABO_RFM,444.namd,hashed_perceptron,spp_dev,11.600999999999999,0.4052498100943629,0.17173645662853815,256.0,1.0,10752417.968142748,17943.268942747283,0.1668765946032751
ABO_RFM,481.wrf,hashed_perceptron,spp_dev,8.518,1.4788075216945133,1.4231804123518013,512.0,1.0,14889497.046294354,31956.11579435264,0.21462186194063396
ABO_RFM,470.lbm,hashed_perceptron,spp_dev,1.3134000000000001,56.97418435879397,48.42007697490213,256.0,1.0,83277138.73159978,1792563.487624758,2.152527710398585
ABO_RFM,410.bwaves,hashed_perceptron,spp_dev,1.0177,88.16392914267496,33.08069038433228,512.0,1.0,95116803.65905122,655945.700351209,0.6896212605108811
ABO_RFM,454.calculix,hashed_perceptron,spp_dev,11.137,0.021755981704426802,0.015703904063795147,2048.0,1.0,10711217.341525001,0.0,0.0
ABO_RFM,465.tonto,hashed_perceptron,spp_dev,9.099,0.1082873776658502,0.10434740557117428,256.0,1.0,12683555.200538922,7344.640663923201,0.05790679780075486
ABO_RFM,473.astar,hashed_perceptron,spp_dev,7.513999999999999,2.2517506331003547,1.9431629810953779,128.0,1.0,18102986.330027193,260164.8410271909,1.4371376980805581
ABO_RFM,628.pop2,hashed_perceptron,spp_dev,2.4061,30.55327068795826,11.981580749822708,4096.0,1.0,79436314.72493413,20592.709484131843,0.025923545868710894
ABO_RFM,416.gamess,hashed_perceptron,spp_dev,8.627,0.010771916391034829,0.021123855535911885,256.0,1.0,13336107.181270087,1578.9245200863202,0.011839470833766564
ABO_RFM,435.gromacs,hashed_perceptron,spp_dev,8.891,0.09919582666418178,0.10713713573348882,1024.0,4.0,12777439.022729848,914.6156298470402,0.007158051219966897
ABO_RFM,459.GemsFDTD,hashed_perceptron,spp_dev,1.8915000000000002,11.937716846257874,13.458664794473894,1024.0,2.0,81754877.24656531,111389.09746531074,0.13624764811201576
ABO_RFM,458.sjeng,hashed_perceptron,spp_dev,6.252,0.9706386473934931,0.9811992150736218,1024.0,4.0,18522271.91381569,7677.228165685761,0.04144863114745307
ABO_RFM,410.bwaves,hashed_perceptron,spp_dev,0.7793,88.04882086950136,34.42713204312404,128.0,1.0,118577435.21208456,5832352.301709552,4.91860217020039
ABO_RFM,401.bzip2,hashed_perceptron,spp_dev,5.144,4.839054680506689,2.4997884965624495,256.0,1.0,25520539.79993741,356145.783137408,1.3955260583409819
ABO_RFM,649.fotonik3d,hashed_perceptron,spp_dev,1.0683,79.80093066681958,57.61517255143307,1024.0,2.0,213147031.51539862,693195.5005486158,0.32521940165914837
ABO_RFM,649.fotonik3d,hashed_perceptron,spp_dev,1.093,79.64157510680312,57.70534924364692,4096.0,1.0,209936690.5213031,94926.01612806402,0.04521649640772608
ABO_RFM,453.povray,hashed_perceptron,spp_dev,8.036999999999999,0.012824426587826192,0.01957412479194524,1024.0,1.0,14210619.372025589,110.86250058752002,0.0007801384139931236
ABO_RFM,644.nab,hashed_perceptron,spp_dev,10.263,0.31255438619495945,0.18373070701483232,512.0,1.0,11546992.181746444,4046.48127144448,0.035043595836508686
ABO_RFM,628.pop2,hashed_perceptron,spp_dev,2.3968,30.501502506687828,12.076727158269586,1024.0,2.0,80197349.47091112,148334.0257861018,0.1849612571546457
ABO_RFM,602.gcc,hashed_perceptron,spp_dev,4.561,2.337841649613894,1.6782348817676294,256.0,1.0,25577725.738710377,101023.45366037762,0.39496652162269685
ABO_RFM,435.gromacs,hashed_perceptron,spp_dev,8.891,0.09919582666418178,0.10713713573348882,1024.0,2.0,12777439.022729848,914.6156298470402,0.007158051219966897
ABO_RFM,638.imagick,hashed_perceptron,spp_dev,13.75,1.1123074510935769,0.49004974868522494,1024.0,1.0,9571915.558284665,6540.8875346636805,0.06833415417045155
ABO_RFM,621.wrf,hashed_perceptron,spp_dev,5.684,0.12795523558680294,0.051505582189647174,2048.0,1.0,19478621.311025884,166.29375088128003,0.0008537244408933057
ABO_RFM,454.calculix,hashed_perceptron,spp_dev,11.137,0.02176779979242623,0.01571216187359842,1024.0,1.0,10711990.219625589,110.86250058752002,0.0010349384037375918
ABO_RFM,648.exchange2,hashed_perceptron,spp_dev,12.038,0.0004087239060440284,0.008003239053210745,128.0,1.0,10072297.350153409,1822.3023534073604,0.018092221566310344
ABO_RFM,445.gobmk,hashed_perceptron,spp_dev,9.053999999999998,0.018027462698769724,0.07226230819486054,4096.0,1.0,12987230.8979,0.0,0.0
ABO_RFM,447.dealII,hashed_perceptron,spp_dev,9.629999999999999,0.10657666626235236,0.09018227291764454,1024.0,4.0,12503016.210730875,1108.6250058752,0.008866860501418116
ABO_RFM,458.sjeng,hashed_perceptron,spp_dev,6.235,0.9641482586110394,1.0621081690278766,512.0,1.0,18698875.378685895,20925.296985894405,0.11190671397139915
ABO_RFM,607.cactuBSSN,hashed_perceptron,spp_dev,2.7380000000000004,19.03124150275594,18.612574301687733,4096.0,1.0,63513288.73245642,29517.140781427202,0.04647396060022226
ABO_RFM,464.h264ref,hashed_perceptron,spp_dev,7.606,1.9815345888034603,0.9635029382642122,1024.0,1.0,16444442.360951407,9700.468801408,0.058989344779744615
ABO_RFM,644.nab,hashed_perceptron,spp_dev,10.29,0.3151232390891783,0.18176692240849257,2048.0,1.0,11482617.483853085,582.02812808448,0.005068775729078592
ABO_RFM,648.exchange2,hashed_perceptron,spp_dev,12.039,0.0003887278638917907,0.00794204774009144,256.0,1.0,10066556.032553378,637.45937837824,0.006332447525417973
ABO_RFM,458.sjeng,hashed_perceptron,spp_dev,6.1899999999999995,0.9648164568455765,1.0634216117204323,128.0,1.0,18954927.175714727,124104.50661472777,0.6547348109769152
ABO_RFM,470.lbm,hashed_perceptron,spp_dev,1.477,57.002563735460825,48.15143497425935,512.0,1.0,76927615.36332418,561213.6935991732,0.7295347593300494
ABO_RFM,482.sphinx3,hashed_perceptron,spp_dev,1.9941,40.931148342352856,16.70838383229908,1024.0,2.0,106943729.79500814,199663.36355812356,0.18669945768755425
ABO_RFM,605.mcf,hashed_perceptron,spp_dev,1.0195,44.321316485722356,20.735420768689238,1024.0,2.0,68912847.20202564,85031.53795062786,0.12338996486583771
ABO_RFM,648.exchange2,hashed_perceptron,spp_dev,12.038,0.0004099739302702415,0.0081444821025637,1024.0,4.0,10067997.6507,0.0,0.0
ABO_RFM,620.omnetpp,hashed_perceptron,spp_dev,0.9568,33.25348476708474,27.126890230558338,256.0,1.0,76558256.02802368,801702.1729986509,1.047179252235308
ABO_RFM,627.cam4,hashed_perceptron,spp_dev,1.8885,36.10049103775035,13.17966336958598,4096.0,1.0,97280166.8704728,23170.26262279168,0.02381807450396602
ABO_RFM,649.fotonik3d,hashed_perceptron,spp_dev,1.093,79.07049169909543,57.50235011353892,2048.0,1.0,209909950.51151463,243343.18878960644,0.11592741944658684
ABO_RFM,444.namd,hashed_perceptron,spp_dev,11.615,0.4006444258376582,0.17243234441260738,1024.0,4.0,10751697.376858374,1579.7906333721603,0.014693406798934404
ABO_RFM,631.deepsjeng,hashed_perceptron,spp_dev,6.107,1.0868699991884458,0.9126429183265872,1024.0,1.0,19331197.670462605,7095.200037601281,0.03670336498830851
ABO_RFM,621.wrf,hashed_perceptron,spp_dev,5.684,0.13189286902137642,0.05284313236581768,1024.0,2.0,19490054.795578234,609.7437532313601,0.003128486603176172
ABO_RFM,482.sphinx3,hashed_perceptron,spp_dev,1.7471999999999999,41.37037274556296,17.021087183080127,256.0,1.0,117077392.21984746,2535409.7983974377,2.165584448307881
ABO_RFM,470.lbm,hashed_perceptron,spp_dev,1.5358,57.007915435582596,48.11390639322191,1024.0,2.0,74987376.72087671,212606.5605017165,0.28352313389104894
ABO_RFM,458.sjeng,hashed_perceptron,spp_dev,6.252,0.9706386473934931,0.9811992150736218,1024.0,1.0,18522271.91381569,7677.228165685761,0.04144863114745307
ABO_RFM,638.imagick,hashed_perceptron,spp_dev,13.749,1.1111237273618464,0.49290147568819065,256.0,1.0,9618784.389470195,44645.54154519449,0.46414951970509416
ABO_RFM,410.bwaves,hashed_perceptron,spp_dev,1.0500999999999998,88.00687823723034,32.85743726669946,1024.0,4.0,92642519.17878227,194785.41353227265,0.2102548756865886
ABO_RFM,450.soplex,hashed_perceptron,spp_dev,0.9412,70.72140560095906,45.5346500925391,1024.0,2.0,108537381.17737456,207479.16984954372,0.1911591818402878
ABO_RFM,435.gromacs,hashed_perceptron,spp_dev,8.900000000000002,0.10090062795760833,0.10742408031973331,512.0,1.0,12802105.383088661,2577.55313865984,0.020133822223216025
ABO_RFM,cloud9,hashed_perceptron,spp_dev,0.5459,107.22046416135626,134.44090088983165,4096.0,1.0,220251868.4482899,153766.28831489026,0.0698138405808762
ABO_RFM,600.perlbench,hashed_perceptron,spp_dev,9.807,0.14326817545681317,0.08571106976016897,128.0,1.0,12197808.338997947,12438.252897948241,0.10197121115751231
ABO_RFM,433.milc,hashed_perceptron,spp_dev,0.8150999999999999,106.06304390423868,41.71714684110812,512.0,1.0,225869778.3394298,1425553.179429773,0.6311394069230005
ABO_RFM,cassandra,hashed_perceptron,spp_dev,0.30652,196.26976079574942,222.0073129493237,256.0,1.0,375158597.47917247,7080316.746897406,1.8872862822477317
ABO_RFM,627.cam4,hashed_perceptron,spp_dev,1.3771,36.56295574023181,13.79910804148471,128.0,1.0,131110859.84425895,7487601.3228839515,5.710893309507814
ABO_RFM,638.imagick,hashed_perceptron,spp_dev,13.75,1.1125044158556319,0.4920999770961663,2048.0,1.0,9573016.913512338,2328.11251233792,0.02431952782880581
ABO_RFM,447.dealII,hashed_perceptron,spp_dev,9.61,0.10540648343032304,0.09049252096368038,128.0,1.0,12656926.751889437,39431.539564437684,0.31154118481843396
ABO_RFM,657.xz,hashed_perceptron,spp_dev,4.785,3.626999900287772,3.4854759216400844,256.0,1.0,27726352.532781653,199386.20730665475,0.7191216625804451
ABO_RFM,644.nab,hashed_perceptron,spp_dev,10.244,0.31582951414053,0.18435398234670203,256.0,1.0,11565248.5797962,11223.962071200562,0.09704903438745065
ABO_RFM,450.soplex,hashed_perceptron,spp_dev,0.9483,70.71169588095432,45.4814043463298,2048.0,1.0,106504191.19591373,82786.57231373058,0.07773081170246647
ABO_RFM,401.bzip2,hashed_perceptron,spp_dev,5.3839999999999995,4.834358907598679,2.482319782222727,2048.0,1.0,24270891.784500234,9478.74380023296,0.039053957655920304
ABO_RFM,473.astar,hashed_perceptron,spp_dev,7.671,2.062693695231765,1.7876008512564354,2048.0,1.0,17110865.151632607,6152.86878260736,0.035958840935756506
ABO_RFM,437.leslie3d,hashed_perceptron,spp_dev,1.564,36.677802288995125,14.686571647602996,128.0,1.0,59648771.834557414,3104116.2380324122,5.203990195543386
ABO_RFM,603.bwaves,hashed_perceptron,spp_dev,11.327000000000002,0.14670346330868955,0.2669164755277357,2048.0,1.0,11337057.504129699,886.9000047001601,0.007823017607320886
ABO_RFM,456.hmmer,hashed_perceptron,spp_dev,7.92,0.7073843966588875,0.6388428820631777,128.0,1.0,15334814.628964527,112862.35616452456,0.7359877435449999
ABO_RFM,654.roms,hashed_perceptron,spp_dev,1.3108,58.68740683755802,20.72398466260795,1024.0,1.0,62424350.99184559,159558.85397058818,0.25560354482729203
ABO_RFM,450.soplex,hashed_perceptron,spp_dev,0.9412,70.72140560095906,45.5346500925391,1024.0,4.0,108537381.17737456,207479.16984954372,0.1911591818402878
ABO_RFM,481.wrf,hashed_perceptron,spp_dev,8.473,1.5909601119231618,1.4907161821946453,256.0,1.0,15131086.645664664,90185.77811466169,0.5960297513761286
ABO_RFM,433.milc,hashed_perceptron,spp_dev,0.7354999999999999,106.09045152969364,42.892907291220645,256.0,1.0,251104644.79771933,5650659.922719324,2.2503207486549237
ABO_RFM,nutch,hashed_perceptron,spp_dev,0.25167,314.7824565678112,372.7465394689071,1024.0,2.0,496395151.6589224,1740208.6717223015,0.3505692321745348
ABO_RFM,482.sphinx3,hashed_perceptron,spp_dev,1.9941,40.931148342352856,16.70838383229908,1024.0,1.0,106943729.79500814,199663.36355812356,0.18669945768755425
ABO_RFM,403.gcc,hashed_perceptron,spp_dev,8.905000000000001,0.5346955837946479,0.4080421710310033,256.0,1.0,14092813.035617443,31595.812667443206,0.22419805462251993
ABO_RFM,602.gcc,hashed_perceptron,spp_dev,4.603,2.311544415277793,1.6588466239116346,1024.0,1.0,25224080.50609683,13552.94069682432,0.0537301674625899
ABO_RFM,600.perlbench,hashed_perceptron,spp_dev,9.821,0.1417146063140392,0.08427841148026834,4096.0,1.0,12160790.676925587,110.86250058752002,0.0009116389183301655
ABO_RFM,450.soplex,hashed_perceptron,spp_dev,0.9412,70.72140560095906,45.5346500925391,1024.0,1.0,108537381.17737456,207479.16984954372,0.1911591818402878
ABO_RFM,cloud9,hashed_perceptron,spp_dev,0.5405,107.57485883602338,131.82171155966807,1024.0,4.0,224975854.07053584,808714.2261608117,0.3594671212614926
ABO_RFM,654.roms,hashed_perceptron,spp_dev,1.3108,58.68740683755802,20.72398466260795,1024.0,4.0,62424350.99184559,159558.85397058818,0.25560354482729203
ABO_RFM,482.sphinx3,hashed_perceptron,spp_dev,1.5045,41.177478704775616,17.10466292983278,128.0,1.0,140988993.99371073,6728291.064660738,4.772210137878476
ABO_RFM,403.gcc,hashed_perceptron,spp_dev,8.9,0.5654579778768066,0.4318061597341183,4096.0,1.0,14081196.797305582,1053.1937555814402,0.00747943353638071
ABO_RFM,401.bzip2,hashed_perceptron,spp_dev,5.551,4.403347442130797,2.366371666434041,1024.0,1.0,23416983.746471178,22865.390746176003,0.09764447459900424
ABO_RFM,619.lbm,hashed_perceptron,spp_dev,1.0854,67.8886196845221,62.92962565598507,256.0,1.0,108078898.68408245,2355384.68748245,2.17931966013764
ABO_RFM,416.gamess,hashed_perceptron,spp_dev,8.626000000000001,0.010960762821494493,0.02128155408812467,128.0,1.0,13338370.114167964,3684.4459179633604,0.027622909594102178
ABO_RFM,437.leslie3d,hashed_perceptron,spp_dev,2.0512,37.70293812708558,14.645276466250767,1024.0,2.0,47316502.61341085,96394.94426084866,0.20372373048875247
ABO_RFM,470.lbm,hashed_perceptron,spp_dev,1.5358,57.007915435582596,48.11390639322191,1024.0,1.0,74987376.72087671,212606.5605017165,0.28352313389104894
ABO_RFM,605.mcf,hashed_perceptron,spp_dev,0.9504,44.45595561926416,20.745472121619375,128.0,1.0,74625154.98671964,1447226.7982946332,1.9393283652840425
ABO_RFM,465.tonto,hashed_perceptron,spp_dev,9.1,0.10885495566737806,0.10494705988454749,4096.0,1.0,12639984.349500587,110.86250058752002,0.000877077831128013
TPRAC,605.mcf,hashed_perceptron,spp_dev,0.8244,44.27602832504532,21.64120633699756,256.0,1.0,93853911.58047491,10347435.505324908,11.0250444878395
TPRAC,638.imagick,hashed_perceptron,next_line,13.770999999999999,0.11442181527407529,0.1327283559622496,1024.0,1.0,9030532.913191734,323940.2267167335,3.5871662262979416
TPRAC,623.xalancbmk,hashed_perceptron,spp_dev,5.223,2.033193949772186,1.6486416329265952,1024.0,2.0,23704468.252726477,773931.1166014773,3.2649165901979686
TPRAC,654.roms,hashed_perceptron,spp_dev,1.1078999999999999,61.96458607008422,22.649009907009493,512.0,1.0,75026108.6511619,3683135.4885618845,4.909138371665829
TPRAC,classification,hashed_perceptron,spp_dev,0.35923000000000005,199.77830808798808,218.08163652710857,2048.0,1.0,322358096.27311194,3026102.816036946,0.9387395108181605
TPRAC,464.h264ref,perceptron,spp_dev,7.122,1.9245362036458513,0.9503424227349353,1024.0,1.0,18042241.422272235,587236.067272236,3.254784444616303
TPRAC,classification,gshare,spp_dev,0.35596,191.26587761695518,214.59342075459756,1024.0,1.0,329020399.2357414,6673479.085366355,2.0282873344229464
TPRAC,623.xalancbmk,hashed_perceptron,spp_dev,5.247,2.0480851519062218,1.6499907336506006,2048.0,1.0,23127665.321648866,358307.6018988647,1.5492597152184988
TPRAC,625.x264,gshare,spp_dev,11.815,0.9943833792352308,0.4916064596074841,1024.0,1.0,11058367.032094369,371611.10196936707,3.360451872241636
TPRAC,445.gobmk,hashed_perceptron,spp_dev,9.047,0.018025929271989743,0.0700291855716318,1024.0,1.0,13531901.536696374,471054.7649963725,3.481068523288812
TPRAC,437.leslie3d,gshare,spp_dev,1.9236,37.87223649456796,14.647554799281329,1024.0,1.0,49694077.75161757,1189886.3526925666,2.3944228498210434
TPRAC,623.xalancbmk,hashed_perceptron,next_line,5.268,1.9516671331637434,1.6549665930072994,1024.0,1.0,23516502.84336094,766281.6040609383,3.2584845168730987
TPRAC,600.perlbench,hashed_perceptron,spp_dev,9.801,0.1421909428299663,0.083637027891727,1024.0,2.0,12626408.035598643,438461.1898236417,3.472572631800374
TPRAC,621.wrf,hashed_perceptron,va_ampm_lite,5.688,0.03804040487715089,0.02777472027256259,1024.0,1.0,20121940.572195973,699626.3916959778,3.476932998513598
TPRAC,cloud9,gshare,spp_dev,0.5156000000000001,115.680985670519,134.99808139099085,1024.0,1.0,236742969.22891647,5022403.864116419,2.121458508556616
TPRAC,623.xalancbmk,hashed_perceptron,spp_dev,5.223,2.033193949772186,1.6486416329265952,1024.0,4.0,23704468.252726477,773931.1166014773,3.2649165901979686
TPRAC,435.gromacs,hashed_perceptron,spp_dev,8.897,0.10028274858446196,0.10797506104728509,4096.0,1.0,12901795.208456118,100219.70053111808,0.7767888027352341
TPRAC,429.mcf,hashed_perceptron,spp_dev,0.8703,60.328759703129464,42.021164406393204,128.0,1.0,122341383.23956603,16761413.192441024,13.700526141362337
TPRAC,620.omnetpp,hashed_perceptron,spp_dev,0.958,33.330105504710076,27.42208696410112,1024.0,2.0,77826073.96483397,2119801.8737339703,2.7237682254045237
TPRAC,649.fotonik3d,hashed_perceptron,no,1.433,28.6814883465091,29.094868680168734,1024.0,1.0,121797994.11470945,2959585.3156844345,2.4299130188442137
TPRAC,654.roms,hashed_perceptron,spp_dev,1.3106,57.753350994824046,20.618995554302447,2048.0,1.0,62797590.848310865,693884.0606108586,1.1049533130768547
TPRAC,657.xz,hashed_perceptron,next_line,4.771000000000001,3.564343491166621,3.8347528681592817,1024.0,1.0,29149727.742172834,874815.1260228346,3.0011090798531947
TPRAC,445.gobmk,hashed_perceptron,spp_dev,9.053999999999998,0.01789076973321438,0.08199884053064585,2048.0,1.0,13234953.598985352,218953.438660352,1.6543574333130862
TPRAC,602.gcc,gshare,spp_dev,4.013,2.304134525662407,1.6654723067056532,1024.0,1.0,29495264.002669796,989669.5427447913,3.3553506849615258
TPRAC,644.nab,perceptron,spp_dev,7.744,0.3146024885015075,0.1870143091950438,1024.0,1.0,15314676.09109199,534354.654491989,3.489167196966081
TPRAC,433.milc,hashed_perceptron,next_line,1.8483999999999998,34.77806804375713,17.791454838530775,1024.0,1.0,93531365.24808535,2271018.3245353475,2.428082086166102
TPRAC,607.cactuBSSN,hashed_perceptron,spp_dev,2.4996,18.4975333722539,18.495907653025128,512.0,1.0,70435794.29844677,3365396.632971765,4.777963628424614
TPRAC,603.bwaves,hashed_perceptron,next_line,11.319,0.14234824107586858,0.27013200475041643,1024.0,1.0,11766905.296096545,392513.01389654377,3.335737001527095
TPRAC,482.sphinx3,hashed_perceptron,spp_dev,1.9291999999999998,41.26996865250279,16.85342170153464,2048.0,1.0,113568526.83864836,1248471.9875733557,1.0993115983155377
TPRAC,648.exchange2,hashed_perceptron,no,12.038,0.00014998638629816466,0.0032247073054105404,1024.0,1.0,10403658.747782582,361279.2365825817,3.472617137308393
TPRAC,627.cam4,hashed_perceptron,spp_dev,1.7947000000000002,36.765244341470094,13.488097592356501,2048.0,1.0,101692398.08120483,1201486.2079298215,1.1814906822930795
TPRAC,473.astar,hashed_perceptron,spp_dev,7.228,2.1936507157541114,1.8563996812152022,512.0,1.0,19500926.801703956,1228005.7306289566,6.297165991729457
TPRAC,436.cactusADM,hashed_perceptron,spp_dev,2.5533,18.672051910702873,13.765926701829063,128.0,1.0,80221328.81460881,10876132.70783379,13.557657132517079
TPRAC,482.sphinx3,hashed_perceptron,next_line,3.5909,13.563381320573475,6.108406803339408,1024.0,1.0,42974922.47364517,1170477.6200701778,2.723629392904631
TPRAC,410.bwaves,bimodal,spp_dev,1.0119,87.01356550548066,33.31910837875542,1024.0,1.0,98512152.67689256,2241860.620767544,2.2757198577525397
TPRAC,416.gamess,hashed_perceptron,next_line,8.632,0.006853186762279459,0.015371236695698119,1024.0,1.0,13824591.074649248,481032.39004924934,3.4795415463054042
TPRAC,483.xalancbmk,hashed_perceptron,spp_dev,0.9723999999999999,48.30442014598388,22.05852666620649,1024.0,2.0,151177977.80028552,4158008.9470355255,2.7504065125996626
TPRAC,657.xz,bimodal,spp_dev,4.274,3.652473448313529,3.4626849513295754,1024.0,1.0,30885321.6017126,964725.4801125991,3.1235727202500776
TPRAC,403.gcc,perceptron,spp_dev,8.641,0.5890181338276004,0.4639126077094586,1024.0,1.0,15025642.945532234,520277.71525723144,3.46259868641383
TPRAC,nutch,hashed_perceptron,next_line,0.26225,272.18338106642716,311.0013651998519,1024.0,1.0,455002847.15847135,8868002.284496313,1.9489992952522577
TPRAC,453.povray,gshare,spp_dev,6.627,0.012815629126401518,0.019873348814015073,1024.0,1.0,17532104.214982536,609965.4782325351,3.4791344538738964
TPRAC,445.gobmk,hashed_perceptron,no,9.044,0.01022547323451387,0.05899205733179641,1024.0,1.0,13490928.413220197,470833.0399951975,3.489997319486278
TPRAC,429.mcf,perceptron,spp_dev,1.2806,63.43943927936648,40.57230045650811,1024.0,1.0,82309925.2839866,1797301.9934115885,2.1835786962635644
TPRAC,623.xalancbmk,hashed_perceptron,spp_dev,5.223,2.033193949772186,1.6486416329265952,1024.0,1.0,23704468.252726477,773931.1166014773,3.2649165901979686
TPRAC,471.omnetpp,bimodal,spp_dev,0.8501000000000001,47.123718018867876,35.30641776147843,1024.0,1.0,92757282.76443921,2403831.6002391963,2.5915286957508465
TPRAC,410.bwaves,hashed_perceptron,spp_dev,0.9899,87.6853551420541,33.36145704487692,1024.0,2.0,98479866.37618394,2254388.0833339337,2.289186781308558
TPRAC,453.povray,hashed_perceptron,spp_dev,8.036,0.012783929761360202,0.019792093055449628,1024.0,4.0,14748183.856470807,513404.24022080516,3.481135339898463
TPRAC,456.hmmer,hashed_perceptron,spp_dev,7.93,0.6746520324247186,0.6084138234962958,4096.0,1.0,15184345.365063695,111084.22558869506,0.731570725757324
TPRAC,603.bwaves,hashed_perceptron,spp_dev,11.324000000000002,0.14683746476445403,0.2706391758309457,4096.0,1.0,11430785.572051767,83035.14682676665,0.7264168005197063
TPRAC,481.wrf,hashed_perceptron,next_line,8.711,0.7393535360016098,0.8142515049826639,1024.0,1.0,14307582.824868374,479923.76504337415,3.3543315521417525
TPRAC,628.pop2,hashed_perceptron,spp_dev,1.4180000000000001,30.24280807159828,13.349776244483216,128.0,1.0,140389399.04020298,20860279.593752965,14.858870923565432
TPRAC,657.xz,hashed_perceptron,spp_dev,4.7059999999999995,3.647826720881721,3.458929582250198,1024.0,2.0,28791169.46453221,888230.3547072103,3.0850791101119377
TPRAC,465.tonto,hashed_perceptron,spp_dev,9.09,0.10523641319180475,0.10145070598916471,2048.0,1.0,12883124.32136714,215516.7011421389,1.6728605248704804
TPRAC,410.bwaves,hashed_perceptron,next_line,4.39,29.872117779820318,10.884101017411844,1024.0,1.0,24595076.900282823,520388.5777578189,2.115824154027487
TPRAC,403.gcc,bimodal,spp_dev,8.609,0.5748558218484274,0.4601835995243398,1024.0,1.0,15121568.03879281,522273.24026780674,3.453829913193983
TPRAC,433.milc,hashed_perceptron,spp_dev,0.7614000000000001,110.03214155511044,44.307722741482735,1024.0,2.0,248019249.54919842,5608975.622498415,2.2615081824065393
TPRAC,447.dealII,hashed_perceptron,spp_dev,9.621,0.10575625675553862,0.08960770056214125,2048.0,1.0,12733361.01229925,207423.73859924992,1.628978699330819
TPRAC,403.gcc,hashed_perceptron,next_line,8.947999999999999,0.7044049514174328,0.49199539924387514,1024.0,1.0,14665452.49632733,505200.41517732874,3.4448334635692017
TPRAC,459.GemsFDTD,perceptron,spp_dev,1.8319,11.573664026410137,13.278830022073539,1024.0,1.0,85989376.18349548,2460888.545170478,2.8618518407658984
TPRAC,454.calculix,hashed_perceptron,no,11.129999999999999,0.011645610718016203,0.011135693442533201,1024.0,1.0,11099585.778601795,385396.1610267965,3.4721670584300353
