workload,NRH,Prac Level,TPRAC,TPRAC-TREFpertREFI,TPRAC-TREFper4tREFI,TPRAC-NoReset,TPRAC-NoReset-TREFpertREFI,TPRAC-NoReset-TREFper4tREFI
628.pop2,2048.0,1.0,0.9580310026385225,1.0,0.9773664248021109,0.9610405672823219,1.0,0.984375
628.pop2,4096.0,1.0,0.9837153693931397,1.0,1.0,0.9699043535620051,1.0,1.0
631.deepsjeng,128.0,1.0,0.8179734817482402,0.8593877885087575,0.8302504501555081,0.7858896709772467,0.8220658045506628,0.7988214110329023
631.deepsjeng,256.0,1.0,0.8798494025208708,0.9143886069733179,0.8883614339499101,0.8705189065313472,0.9052218038958914,0.8793583237845802
631.deepsjeng,512.0,1.0,0.9440170240628581,0.9659518742838434,0.9487641185136683,0.9335406776886561,0.9602226223604517,0.9384514650515634
631.deepsjeng,1024.0,1.0,0.9731543624161074,1.0,0.9801931576362742,0.9666066459322312,1.0,0.9718448191193322
631.deepsjeng,2048.0,1.0,0.9875593386806351,1.0,0.9950892126370926,0.9819937796693404,1.0,0.9923064331314455
631.deepsjeng,4096.0,1.0,0.9963987559338681,1.0,1.0,0.9905058110983794,1.0,1.0
638.imagick,128.0,1.0,0.9943264474832704,0.9962176316555137,0.9951993017166133,0.9933808553971487,0.994035496072156,0.9939627582193773
638.imagick,256.0,1.0,0.9968722723305208,0.9976723887110852,0.9971632237416351,0.9965085830666278,0.997381437299971,0.9965813209194065
638.imagick,512.0,1.0,0.9985452429444285,0.9987634565027641,0.9985452429444283,0.9975996508583067,0.9987634565027641,0.9979633401221997
638.imagick,1024.0,1.0,0.9994180971777714,1.0,0.9996363107361071,0.9991271457666571,1.0,0.9994908350305499
638.imagick,2048.0,1.0,0.9996363107361071,1.0,1.0,0.99949083503055,1.0,0.9997817864416643
638.imagick,4096.0,1.0,0.9999272621472215,1.0,1.0,0.9998545242944428,1.0,1.0
641.leela,128.0,1.0,0.9957044673539519,0.9959908361970217,0.9959908361970218,0.9955612829324169,0.995704467353952,0.995561282932417
641.leela,256.0,1.0,0.997995418098511,0.997852233676976,0.997709049255441,0.9971363115693013,0.997852233676976,0.9972794959908363
641.leela,512.0,1.0,0.9985681557846506,0.9992840778923253,0.9988545246277205,0.9984249713631158,0.9989977090492554,0.9985681557846506
641.leela,1024.0,1.0,0.9994272623138604,1.0,0.9994272623138604,0.9981386025200458,1.0,0.9994272623138604
641.leela,2048.0,1.0,0.9997136311569301,1.0,0.9997136311569302,0.9995704467353953,1.0,0.9998568155784652
641.leela,4096.0,1.0,1.0,1.0,1.0,0.9994272623138604,1.0,1.0
644.nab,128.0,1.0,0.9661873299650213,0.9742518460940536,0.9645355616012437,0.9605518849591917,0.966867469879518,0.9625923047026818
644.nab,256.0,1.0,0.9784298484259619,0.9815390594636612,0.9768752429071124,0.9713369607462107,0.9807617567042363,0.9748348231636222
644.nab,512.0,1.0,0.9815390594636612,0.993101438010105,0.989312087057909,0.9846482705013603,0.9844539448115041,0.9883404586086282
644.nab,1024.0,1.0,0.9912553439564711,1.0,0.9918383210260395,0.9927127866303926,1.0,0.9954333462883793
644.nab,2048.0,1.0,0.9934900893898173,1.0,0.9957248348231635,0.9964049747376604,1.0,0.9962106490478041
644.nab,4096.0,1.0,0.9956276719782355,1.0,1.0,0.9962106490478041,1.0,1.0
648.exchange2,128.0,1.0,0.9998338594450905,0.9998338594450905,1.0,0.9999169297225453,0.9998338594450905,0.9998338594450905
648.exchange2,256.0,1.0,0.9998338594450905,1.0000830702774546,0.9998338594450905,0.9998338594450905,0.9999169297225453,0.9999169297225453
648.exchange2,512.0,1.0,0.9999169297225453,1.0000830702774546,0.9999169297225453,0.9999169297225453,0.9999169297225453,0.9999169297225452
648.exchange2,1024.0,1.0,0.9999169297225453,1.0,1.0,1.0000830702774546,1.0,0.9999169297225453
648.exchange2,2048.0,1.0,1.0,1.0,0.9999169297225453,0.9999999999999999,1.0,0.9999169297225453
648.exchange2,4096.0,1.0,1.0000830702774546,1.0,1.0,1.0,1.0,1.0
649.fotonik3d,128.0,1.0,0.578942520265291,0.6518054532056006,0.5969049373618275,0.5175018422991894,0.592851879145173,0.5345431098010317
649.fotonik3d,256.0,1.0,0.72466838614591,0.7862932940309505,0.754882092851879,0.699521002210759,0.7530397936624906,0.6986919675755342
649.fotonik3d,512.0,1.0,0.8646831245394251,0.9320191599115696,0.882277081798084,0.8535372144436256,0.9106484893146646,0.831153279292557
649.fotonik3d,1024.0,1.0,0.9602063375092114,1.0,0.9634303610906411,0.9036477523949888,1.0,0.932571849668386
649.fotonik3d,2048.0,1.0,0.9821296978629329,1.0,0.9888540899042002,0.957903463522476,1.0,0.9861827560795874
649.fotonik3d,4096.0,1.0,0.9925386882829772,1.0,1.0,0.9883014001473838,1.0,1.0
654.roms,128.0,1.0,0.6059090302787782,0.6869414432439641,0.6267840469521142,0.5674936641323196,0.6205815659597171,0.6013738828864879
654.roms,256.0,1.0,0.7459650526877417,0.8057889822595704,0.7580365479525143,0.7116846738695477,0.8147925837001468,0.7216219821261838
654.roms,512.0,1.0,0.8717486994797918,0.9375083366680005,0.9487128184607175,0.8883553421368547,0.9381085767640389,0.8730825663598772
654.roms,1024.0,1.0,0.9562491663332,1.0,1.0159397092170201,0.910297452314259,1.0,0.9306389222355609
654.roms,2048.0,1.0,0.969454448446045,1.0,0.9797252234227024,0.9785247432306255,1.0,0.9629185007336267
654.roms,4096.0,1.0,0.9818594104308389,1.0,1.0,0.9766573295985062,1.0,1.0
657.xz,128.0,1.0,0.7525507068223725,0.8094857611145256,0.7676910469166154,0.7164515468141773,0.7611964761319401,0.7296455644335177
657.xz,256.0,1.0,0.8475722188076212,0.8893669330055316,0.8557672608072117,0.8227822167588609,0.8709280885064536,0.8346650276582667
657.xz,512.0,1.0,0.9282933825035852,0.9518541282524074,0.9303421430034827,0.9098545380045072,0.9450932186027452,0.9160008195042
657.xz,1024.0,1.0,0.9641466912517925,1.0,0.9698832206515058,0.9567711534521613,1.0,0.9625076828518745
657.xz,2048.0,1.0,0.9780782626510962,1.0,0.9899610735505019,0.9733661135013317,1.0,0.9821757836508913
657.xz,4096.0,1.0,0.9883220651505839,1.0,1.0,0.9852489244007375,1.0,1.0
cassandra,128.0,1.0,0.6457489878542509,0.7192507270342703,0.6569253578149056,0.592575697097565,0.6600045617836572,0.604921024120431
cassandra,256.0,1.0,0.7681188344642755,0.8202372127501852,0.7864229913896333,0.7447682043679078,,0.7625021383360892
cassandra,512.0,1.0,0.8854992301990076,0.9371329189713178,0.9043450989336829,0.8665678280207559,0.9156640246336316,
cassandra,1024.0,1.0,0.9427211039516451,1.0,0.9634487084450019,0.9254148372013455,1.0,0.9361635399441179
cassandra,2048.0,1.0,0.966898557335918,1.0,0.9867423162456519,0.9570622113246278,1.0,0.9820949991446654
cassandra,4096.0,1.0,1.0032502708559046,1.0,1.0,0.9765638364600557,1.0,1.0
classification,128.0,1.0,0.643714633243429,0.7281982124914063,0.6689142736263155,0.6161616161616161,0.6632555925749642,0.6256015653921413
classification,256.0,1.0,0.777592680734042,0.8316410175048918,0.8027129938124702,0.7533449680046538,0.8146649743508382,0.7866888783119149
classification,512.0,1.0,0.871304669733989,0.942487704267809,0.9065259929134274,0.8718070759955576,0.9185573007562535,
classification,1024.0,1.0,0.9246126183298957,1.0,0.9595959595959596,0.9363266169548893,1.0,0.9047279073457084
classification,2048.0,1.0,0.9498915860172406,1.0,0.987783595113438,0.9703051456978158,1.0,0.9803532709291872
classification,4096.0,1.0,1.0000264424348193,1.0,1.0,0.9783700883177322,1.0,1.0
cloud9,128.0,1.0,0.6712201349626117,0.7059456501915009,0.6713478022980119,0.5889476563924858,0.6496261170891847,0.6044318803574685
cloud9,256.0,1.0,0.7793726062374612,0.8083166149917929,0.7935254422761262,0.6931606784606967,,0.7740652927229619
cloud9,512.0,1.0,0.9100857194966259,0.9565931059638884,0.895859930694875,0.8329381725332847,0.9044318803574686,0.858654021521065
cloud9,1024.0,1.0,0.9472916286704358,1.0,0.9336129855918293,0.9325186941455407,1.0,0.962064563195331
cloud9,2048.0,1.0,0.9846799197519605,1.0,0.9766551158125113,0.9863213569213933,1.0,0.9985409447382819
cloud9,4096.0,1.0,0.9928871055991245,1.0,1.0,1.0036476381542951,1.0,1.0
nutch,1024.0,1.0,0.9356940619788233,1.0,0.9570647325757281,0.9161850831943528,1.0,0.934569289842144
SPEC2K6 (26),128.0,1.0,0.801334163989834,0.8453590452294938,0.8167100255778946,0.7725529297100558,0.8119496887797076,0.7799253615345613
SPEC2K17 (20),128.0,1.0,0.7861116500834899,0.8324941148204447,0.7983490779743934,0.7533835175627516,0.7953647489756092,0.7662644041327547
CloudSuite (4),128.0,1.0,0.6534424793620235,0.7177398532620934,0.6656991775029579,0.5991079162628365,0.657602988479017,0.611572510477878
SPEC2K6 (26),256.0,1.0,0.8783144308818334,0.9102052273971779,0.8868339680310549,0.8585383857772324,0.8970907404002727,0.86823649385224
SPEC2K17 (20),256.0,1.0,0.8678447016525395,0.9020177465327305,0.8772066586467605,0.8492786993205047,0.8910919704010464,0.8575079101698032
CloudSuite (4),256.0,1.0,0.7750122582722136,0.8200096410323557,0.7941925038512675,0.7299329676064094,0.9339558532258241,0.774355802798415
SPEC2K6 (26),512.0,1.0,0.9453221010142813,0.9680413661081844,0.9481489986473741,0.9303841251071471,0.9561471472172188,0.9359831518403269
SPEC2K17 (20),512.0,1.0,0.9382151449497669,0.9667338354881896,0.9478477171774948,0.9280192057526407,0.957278214376116,0.9316902713383319
CloudSuite (4),512.0,1.0,0.8888193683345234,0.9453690452017286,0.9022319193014462,0.8569297864448251,0.912864018228128,0.9504721647416814
SPEC2K6 (26),1024.0,1.0,0.9699490536189611,1.0,0.9801285490863667,0.9629494730193888,1.0,0.9724322263584485
SPEC2K17 (20),1024.0,1.0,0.9712775933898904,1.0,0.9802530150733356,0.9566612724154294,1.0,0.9659140870880303
CloudSuite (4),1024.0,1.0,0.9375407526683345,1.0,0.9533586284693442,0.927579512385546,1.0,0.9341601962760296
SPEC2K6 (26),2048.0,1.0,0.9848015255169803,1.0,0.9928577964349841,0.9802935791746729,1.0,0.9872099246392687
SPEC2K17 (20),2048.0,1.0,0.9868494252280678,1.0,0.9928749563121546,0.9824705244334982,1.0,0.9879632181172018
CloudSuite (4),2048.0,1.0,0.9670524099109864,1.0,0.9837141774999828,0.9711559608190053,1.0,0.9869625181885086
SPEC2K6 (26),4096.0,1.0,0.9935965760665835,1.0,1.0,0.9907307891981398,1.0,1.0
SPEC2K17 (20),4096.0,1.0,0.9948020273119004,1.0,1.0,0.9898553269718398,1.0,1.0
CloudSuite (4),4096.0,1.0,0.9987118738795425,1.0,1.0,0.9861167984845487,1.0,1.0
All (50),128.0,1.0,0.7735772660532466,0.8222952575084513,0.7870258680259843,0.7394936429346589,0.7835277160085266,0.750082452405832
All (50),256.0,1.0,0.8589370867396693,0.8952374900068238,0.8699933526411531,0.8367895973064228,0.8920796261950154,0.8496063636741865
All (50),512.0,1.0,0.935168150829713,0.9640179646328451,0.9420744622543165,0.9194539266278875,0.9509998739819201,0.9328126775390371
All (50),1024.0,1.0,0.9657593403060218,1.0,0.9762990269734945,0.9553147355527059,1.0,0.9652303644589957
All (50),2048.0,1.0,0.9839556866559809,1.0,0.9922990405504187,0.9797362966690994,1.0,0.9870591025647898
All (50),4096.0,1.0,0.9940482929779443,1.0,1.0,0.9897932538816532,1.0,1.0
