workload,NRH,Prac Level,TPRAC,TPRAC-TREFpertREFI,TPRAC-TREFper4tREFI,TPRAC-NoReset,TPRAC-NoReset-TREFpertREFI,TPRAC-NoReset-TREFper4tREFI
453.povray,1024.0,1.0,0.9997511818860412,1.0,0.9997511818860412,0.9995023637720825,1.0,0.999626772829062
453.povray,2048.0,1.0,0.9998755909430205,1.0,0.9998755909430207,0.999626772829062,1.0,0.9997511818860412
453.povray,4096.0,1.0,0.9998755909430207,1.0,1.0,0.9997511818860412,1.0,1.0
454.calculix,128.0,1.0,0.9954206698392744,0.9963185777139265,0.9956900422016701,0.9942533896022266,0.9956002514142048,0.9946125527520876
454.calculix,256.0,1.0,0.9972164855885787,0.9979348118883002,0.9974858579509743,0.9969471132261829,0.997845021100835,0.9970369040136481
454.calculix,512.0,1.0,0.9988327197629523,0.9991918829128131,0.9989225105504177,0.9984735566130913,0.9990123013378828,0.998742928975487
454.calculix,1024.0,1.0,0.9995510460626739,1.0,0.9995510460626739,0.9991918829128131,1.0,0.9994612552752086
454.calculix,2048.0,1.0,0.9995510460626739,1.0,0.999640836850139,0.999640836850139,1.0,0.9999102092125347
454.calculix,4096.0,1.0,0.9998204184250694,1.0,1.0,0.9997306276376042,1.0,1.0
456.hmmer,128.0,1.0,0.9836127568385227,0.9887810412202194,0.9847472582881635,0.9788226396067062,0.9837388125551494,0.9807134753561073
456.hmmer,256.0,1.0,0.9902937098197403,0.9928148241522754,0.990545821252994,0.9900415983864869,0.9930669355855288,0.9915542669860079
456.hmmer,512.0,1.0,0.9945796041850499,0.9971007185175849,0.9952098827681835,0.9952098827681836,0.996974662800958,0.9955880499180639
456.hmmer,1024.0,1.0,0.9982352199672256,1.0,0.9989915542669862,0.9974788856674651,1.0,0.9978570528173454
456.hmmer,2048.0,1.0,0.9991176099836128,1.0,0.9992436657002395,0.998487331400479,1.0,0.9992436657002396
456.hmmer,4096.0,1.0,0.9996218328501197,1.0,1.0,0.9993697214168664,1.0,1.0
458.sjeng,128.0,1.0,0.8704472843450479,0.8992012779552715,0.8769968051118211,0.85,0.8718849840255591,0.8578274760383388
458.sjeng,256.0,1.0,0.9027156549520767,0.9311501597444091,0.9097444089456869,0.8921725239616614,0.9226837060702875,0.8996805111821086
458.sjeng,512.0,1.0,0.9552715654952078,0.9706070287539936,0.9587859424920128,0.9437699680511183,0.9677316293929713,0.9484025559105432
458.sjeng,1024.0,1.0,0.9782747603833866,1.0,0.9833865814696485,0.9706070287539936,1.0,0.9776357827476038
458.sjeng,2048.0,1.0,0.9899361022364218,1.0,0.9948881789137382,0.9848242811501596,1.0,0.9910543130990416
458.sjeng,4096.0,1.0,0.9929712460063899,1.0,1.0,0.9928115015974442,1.0,1.0
459.GemsFDTD,128.0,1.0,0.701282995057314,0.7677989273320012,0.7181617415080449,0.6484909033547165,0.7120096750446945,0.6687874645073089
459.GemsFDTD,256.0,1.0,0.8214849090335471,0.8764328530865494,0.8344726049006204,0.7960879167104847,0.8564517825218214,0.8123882637501314
459.GemsFDTD,512.0,1.0,0.9252287306762015,0.9516773582921442,0.9300136712588074,0.907403512461878,0.9406877694815438,0.9112419812808917
459.GemsFDTD,1024.0,1.0,0.963350510043117,1.0,0.9736565359133451,0.951467031233568,1.0,0.9610369123987801
459.GemsFDTD,2048.0,1.0,0.9841728888421494,1.0,0.9926911347144809,0.973288463560837,1.0,0.9846987064885897
459.GemsFDTD,4096.0,1.0,0.9929014617730569,1.0,1.0,0.9815438006099484,1.0,1.0
464.h264ref,128.0,1.0,0.8584831899921814,0.9052645295804014,0.8742507167057597,0.8634349752410738,0.868517070628095,0.8609590826166276
464.h264ref,256.0,1.0,0.9258535314047434,0.9300234558248632,0.920901746155851,0.9076101120667188,0.9205108157414648,0.9026583268178264
464.h264ref,512.0,1.0,0.9576492051081575,0.9795413083137869,0.9602554078707324,0.9533489705499089,0.9705499087829035,0.9618191295282773
464.h264ref,1024.0,1.0,0.972765181131092,1.0,0.9878811571540266,0.9717227000260621,1.0,0.9769351055512119
464.h264ref,2048.0,1.0,0.9807140995569456,1.0,0.9919207714360178,0.9794109981756581,1.0,0.982017200938233
464.h264ref,4096.0,1.0,0.9851446442533229,1.0,1.0,0.9989575188949702,1.0,1.0
465.tonto,128.0,1.0,0.9787958690397713,0.9834102395078005,0.9805537244561635,0.9749505603164138,0.9801142606020654,0.9769281476598549
465.tonto,256.0,1.0,0.9860470226323884,0.990112063282795,0.9873654141946825,0.9853878268512414,0.9889035376840256,0.9856075587782904
465.tonto,512.0,1.0,0.9935179081520545,0.9967040210942649,0.994286969896726,0.9923093825532849,0.9952757635684464,0.9931883102614809
465.tonto,1024.0,1.0,0.996923753021314,1.0,0.9978026807295101,0.9960448253131179,1.0,0.996923753021314
465.tonto,2048.0,1.0,0.9986816084377059,1.0,0.999340804218853,0.9980224126565589,1.0,0.9983520105471324
465.tonto,4096.0,1.0,0.999340804218853,1.0,1.0,0.9989013403647549,1.0,1.0
470.lbm,128.0,1.0,0.5834702388474662,0.6588525211676987,0.6014785795526348,0.529066093769746,0.597434601289018,0.5492859850878301
470.lbm,256.0,1.0,0.7240616706685201,0.7941994186781245,0.7393529634778212,0.688676860861873,0.762163528371035,0.7059269556426134
470.lbm,512.0,1.0,0.8671805889043346,0.9255023379249337,0.8801971439403513,0.8371666877290534,0.8990901048906861,0.8494249968406421
470.lbm,1024.0,1.0,0.9358650322254518,1.0,0.951661822317705,0.9104637937571086,1.0,0.932326551244787
470.lbm,2048.0,1.0,0.9668267408062682,1.0,0.9860356375584483,0.956527233666119,1.0,0.9699860988247188
470.lbm,4096.0,1.0,0.9878048780487805,1.0,1.0,0.9790850499178566,1.0,1.0
471.omnetpp,128.0,1.0,0.6658744733715027,0.7376039753699902,0.68272658528681,0.6130495840985201,0.6785135573079831,0.6302257750891218
471.omnetpp,256.0,1.0,0.7956141298476829,0.8524359943826294,0.8084692665010262,0.7624500378092255,0.8283461164524143,0.7787620179323755
471.omnetpp,512.0,1.0,0.9086097007669871,0.9423139245976018,0.9164956249324836,0.8841957437614778,0.9294587879442585,0.8954304850383493
471.omnetpp,1024.0,1.0,0.9554931403262397,1.0,0.9632710381333045,0.9391811602030895,1.0,0.952036296856433
471.omnetpp,2048.0,1.0,0.977530517446257,1.0,0.9929782867019553,0.9704007777897807,1.0,0.9806632818407692
471.omnetpp,4096.0,1.0,0.9925461812682296,1.0,1.0,0.9828238090093983,1.0,1.0
473.astar,128.0,1.0,0.8123125081518194,0.855223685926699,0.8360506064953698,0.7857049693491588,0.8164862397287075,0.7939220033911569
473.astar,256.0,1.0,0.8792226424938046,0.9116994913264641,0.8912221207773575,0.8621364288509195,0.9032215990609105,0.8710056084518064
473.astar,512.0,1.0,0.9427416199295683,0.9680448676144516,0.9495239337420114,0.9337420112169037,0.9625668449197862,0.9367418807877917
473.astar,1024.0,1.0,0.970914308073562,1.0,0.9792617712273379,0.9671318638320073,1.0,0.9718273118560063
473.astar,2048.0,1.0,0.9883918090517803,1.0,0.9955654101995566,0.9814790661275596,1.0,0.992174253293335
473.astar,4096.0,1.0,0.9945219773053345,1.0,1.0,0.9940002608582237,1.0,1.0
481.wrf,128.0,1.0,0.9360056258790437,0.9512423816221284,0.9371776840131271,0.9200656352555088,0.9341303328645102,0.9236990154711674
481.wrf,256.0,1.0,0.9594467885607126,0.973863103609939,0.9629629629629629,0.9565166432255039,0.9683544303797469,0.9582747304266291
481.wrf,512.0,1.0,0.9818330989217066,0.9893342709798405,0.9833567744960151,0.9783169245194563,0.9860525082044069,0.979606188466948
481.wrf,1024.0,1.0,0.9923816221284576,1.0,0.9942569151429912,0.9930848570089077,1.0,0.9946085325832162
481.wrf,2048.0,1.0,0.9973042662916081,1.0,0.9981247069854665,0.9954289732770746,1.0,0.9958977965307081
481.wrf,4096.0,1.0,0.9968354430379746,1.0,1.0,0.9973042662916081,1.0,1.0
482.sphinx3,128.0,1.0,0.555357848952155,0.6548042704626335,0.5902530644523526,0.5168544879398972,0.581850533807829,0.53929418742586
482.sphinx3,256.0,1.0,0.7140668248319494,0.7848457888493475,0.7330960854092525,0.6683471727955713,0.7590450771055752,0.6834717279557136
482.sphinx3,512.0,1.0,0.863236457097667,0.9301601423487543,0.8720838275998418,0.8173685251087387,0.8836990905496244,0.8429715302491103
482.sphinx3,1024.0,1.0,0.939996045867932,1.0,0.9402431791221826,0.9142447607750099,1.0,0.9305061289047054
482.sphinx3,2048.0,1.0,0.9535389482008697,1.0,0.9905595096876236,0.9483985765124555,1.0,0.9577402135231318
482.sphinx3,4096.0,1.0,0.9956998813760379,1.0,1.0,0.964659944642151,1.0,1.0
483.xalancbmk,128.0,1.0,0.6406892500489524,0.7139220677501468,0.6590953593107499,0.587624828666536,0.6544938319953005,0.6064225572743293
483.xalancbmk,256.0,1.0,0.7757979244174662,0.8371842569022909,0.7924417466222831,0.7440767573918151,0.811533189739573,0.7602310554141374
483.xalancbmk,512.0,1.0,0.8974936361856276,0.9421382416291363,0.90816526336401,0.8733111415703935,0.9240258468768358,0.8848639122772665
483.xalancbmk,1024.0,1.0,0.9520266301155276,1.0,0.9635794008224005,0.9345995692187195,1.0,0.9471313882905815
483.xalancbmk,2048.0,1.0,0.9766986489132563,1.0,0.9898178970041118,0.966712355590366,1.0,0.9790483649892304
483.xalancbmk,4096.0,1.0,0.9897199921676129,1.0,1.0,0.9832582729586841,1.0,1.0
600.perlbench,128.0,1.0,0.9773999796396212,0.9826936781024125,0.9778071872136822,0.9718008754962841,0.9771963758525909,0.9737351114730733
600.perlbench,256.0,1.0,0.9869693576300519,0.9906342257965998,0.9874783670976279,0.9842207065051409,0.9892089992873866,0.9850351216532627
600.perlbench,512.0,1.0,0.9939936882826019,0.9965387356204825,0.9950117072177541,0.9930774712409651,0.995826122365876,0.9938918863890868
600.perlbench,1024.0,1.0,0.9977603583426652,1.0,0.9980657640232108,0.996742339407513,1.0,0.9969459431945433
600.perlbench,2048.0,1.0,0.9987783772778174,1.0,0.9994909905324239,0.998065764023211,1.0,0.999083782958363
600.perlbench,4096.0,1.0,0.999490990532424,1.0,1.0,0.999083782958363,1.0,1.0
602.gcc,1024.0,1.0,0.9284872542330831,1.0,0.943620914221919,0.9044222539229672,1.0,0.9212615518203807
603.bwaves,128.0,1.0,0.9937295769672347,0.9965556831228471,0.9962907356707585,0.9946127351408637,0.9937295769672349,0.9940828402366862
603.bwaves,256.0,1.0,0.9978804203832906,0.9981453678353792,0.9963790514881214,0.9962024198533956,0.9975271571138389,0.9969089463922989
603.bwaves,512.0,1.0,0.9987635785569194,0.9981453678353792,0.9983219994701051,0.9985869469221937,0.999293473461097,0.9989402101916453
603.bwaves,1024.0,1.0,0.9987635785569194,1.0,0.9996467367305485,0.9989402101916453,1.0,0.9997350525479113
603.bwaves,2048.0,1.0,0.999911684182637,1.0,0.9999116841826372,0.9996467367305485,1.0,1.0
603.bwaves,4096.0,1.0,1.000088315817363,1.0,1.0,0.9997350525479113,1.0,1.0
605.mcf,128.0,1.0,0.6688659280468067,0.7374579858085397,0.6844267396987426,0.6163326279098716,0.6790738204904767,0.6356280343582721
605.mcf,256.0,1.0,0.7964645835926801,0.8516121000871403,0.8086642599277978,0.764720527822731,0.831569774679447,0.7830200423254076
605.mcf,512.0,1.0,0.9087514004730485,0.95008091622059,0.9219469687538899,0.8862193452010455,0.9304120502925431,0.8995393999751026
605.mcf,1024.0,1.0,0.954188970496701,1.0,0.9711191335740071,0.9417403211751524,1.0,0.9577990787999501
605.mcf,2048.0,1.0,0.9829453504294782,1.0,0.9971368106560435,0.9708701605875761,1.0,0.9860575127598654
605.mcf,4096.0,1.0,0.9937756753392255,1.0,1.0,0.9865554587327273,1.0,1.0
607.cactuBSSN,128.0,1.0,0.6716073424934185,0.7400916008510946,0.6911176025100075,0.6254462836741318,0.6893144361498792,0.6422157308233257
607.cactuBSSN,256.0,1.0,0.8013631937682572,0.8408164737278662,0.8057629196869704,0.7575823145443398,0.8205128205128205,0.7902196256626636
607.cactuBSSN,512.0,1.0,0.9014389267553825,0.9348335677449602,0.9030257131522954,0.8880954956904324,0.9209491867719717,0.8949835911861229
607.cactuBSSN,1024.0,1.0,0.9469508456850229,1.0,0.9611958599300372,0.9322009448591728,1.0,0.9455804392513253
607.cactuBSSN,2048.0,1.0,0.9871975188430884,1.0,0.984240326012478,0.9717624148003895,1.0,0.9724115546900356
607.cactuBSSN,4096.0,1.0,0.9954560207724765,1.0,1.0,0.9821847163619317,1.0,1.0
619.lbm,128.0,1.0,0.5910007947667665,0.6656477349147154,0.6100751971632941,0.5395243626581891,0.6079354404841963,0.5584764932444826
619.lbm,256.0,1.0,0.732774958733264,0.8003912697927492,0.7493427890199915,0.7012899675979704,0.7742251024026411,0.7163294002567708
619.lbm,512.0,1.0,0.8710643761080882,0.931711193984227,0.8852479060952497,0.8408021030751361,0.9059729779299383,0.8581035642232684
619.lbm,1024.0,1.0,0.9378859204010516,1.0,0.9542703429724279,0.9166106254203092,1.0,0.9323836889405147
619.lbm,2048.0,1.0,0.9747508711866482,1.0,0.9870391881151801,0.9603839334841352,1.0,0.9751788225224676
619.lbm,4096.0,1.0,0.9891789447942777,1.0,1.0,0.9803753744574188,1.0,1.0
620.omnetpp,128.0,1.0,0.6870206489675516,0.7582104228121926,0.7052114060963618,0.6368731563421828,0.69960668633235,0.6538839724680432
620.omnetpp,256.0,1.0,0.8135693215339233,0.8677482792527039,0.8284169124877089,0.7855457227138641,0.8461160275319567,0.7999999999999999
620.omnetpp,512.0,1.0,0.9169124877089477,0.9488692232055063,0.9252704031465092,0.8989183874139626,0.9376597836774827,0.9071779744346115
620.omnetpp,1024.0,1.0,0.9615535889872172,1.0,0.9703048180924286,0.9470993117010814,1.0,0.9580137659783677
620.omnetpp,2048.0,1.0,0.9826941986234021,1.0,0.991150442477876,0.9706981317600786,1.0,0.9842674532940018
620.omnetpp,4096.0,1.0,0.9914454277286134,1.0,1.0,0.9862340216322517,1.0,1.0
621.wrf,128.0,1.0,0.997009148486981,0.9982406755805769,0.9978888106966924,0.997009148486981,0.9975369458128078,0.9977128782547501
621.wrf,256.0,1.0,0.9985925404644617,0.9987684729064038,0.9985925404644617,0.9977128782547502,0.9987684729064038,0.9980647431386347
621.wrf,512.0,1.0,0.9989444053483464,0.9992962702322308,0.9992962702322308,0.9989444053483462,0.9992962702322308,0.9992962702322308
621.wrf,1024.0,1.0,0.9996481351161155,1.0,1.0,0.9996481351161155,1.0,0.9992962702322308
621.wrf,2048.0,1.0,1.0,1.0,0.9998240675580577,0.9998240675580577,1.0,1.0
621.wrf,4096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
623.xalancbmk,128.0,1.0,0.9214461480219573,0.9407533598334282,0.9256104486087452,0.9112246829452963,0.9231497255347341,0.9134961196289989
623.xalancbmk,256.0,1.0,0.9434033692977476,0.9594927124739732,0.9487033882263866,0.9333711906113953,0.9522998296422488,0.9381033503691084
623.xalancbmk,512.0,1.0,0.9740677645277306,0.9831535112625404,0.976339201211433,0.9664963089153891,0.9797463562369867,0.9697141775506343
623.xalancbmk,1024.0,1.0,0.9886428165814879,1.0,0.9916713988264244,0.9829642248722317,1.0,0.983721370433466
623.xalancbmk,2048.0,1.0,0.9931856899488928,1.0,0.9977285633162977,0.9926178307779672,1.0,0.9945106946810525
623.xalancbmk,4096.0,1.0,0.9969714177550636,1.0,1.0,0.9965928449744463,1.0,1.0
625.x264,128.0,1.0,0.9179037152464528,0.9366029689165916,0.9234806856393011,0.9055195604035101,0.9205281719019108,0.9089641597637989
625.x264,256.0,1.0,0.9493971951119494,0.9624374641187565,0.9533338800951363,0.9413597966046091,0.9575166078897727,0.9449684245058638
625.x264,512.0,1.0,0.9752316903141145,0.9855654883949806,0.9768719757237759,0.9711309767899613,0.9822849175756581,0.9740834905273517
625.x264,1024.0,1.0,0.988846059214303,1.0,0.9915525301402442,0.9845813171491837,1.0,0.9868777167227096
625.x264,2048.0,1.0,0.9941769867957022,1.0,0.9970474862626095,0.9922906585745919,1.0,0.9958172722053635
625.x264,4096.0,1.0,0.9976215861559911,1.0,1.0,0.9956532436643974,1.0,1.0
627.cam4,128.0,1.0,0.5728721967035935,0.6460956498243717,0.5988111321264523,0.5269386652256147,0.598703053228857,0.5402323696298298
627.cam4,256.0,1.0,0.7179140772764118,0.7902188597676303,0.7420697108889489,0.6865171575249932,0.7657389894623075,0.7013239664955417
627.cam4,512.0,1.0,0.8675493109970278,0.9367198054579842,0.8740340448527426,0.8304242096730614,0.9080788975952446,0.8509592002161578
627.cam4,1024.0,1.0,0.9302891110510673,1.0,0.9561740070251283,0.916022696568495,1.0,0.9338016752229127
627.cam4,2048.0,1.0,0.9698459875709269,1.0,0.9851931910294515,0.9647662793839503,1.0,0.9616860308024857
627.cam4,4096.0,1.0,0.9990272899216428,1.0,1.0,0.9755741691434748,1.0,1.0
628.pop2,128.0,1.0,0.5845976253298153,0.665361147757256,0.6002226253298153,0.5283641160949868,0.5970893799472294,0.5515748680738786
628.pop2,256.0,1.0,0.7167711081794196,0.7810850923482849,0.735900395778364,0.6924060026385224,0.7700362796833773,0.6957453825857519
628.pop2,512.0,1.0,0.8611477572559366,0.9320580474934035,0.8786691952506598,0.8337730870712401,0.9056728232189973,0.8491094986807386
628.pop2,1024.0,1.0,0.9549389841688654,1.0,0.9513110158311345,0.8999010554089708,1.0,0.9201022427440632
