workload,NRH,Prac Level,ABO_Only,ABO_RFM,TPRAC,TPRAC-TREFpertREFI,TPRAC-TREFper2tREFI,TPRAC-TREFper4tREFI
456.hmmer,512.0,1.0,1.0,0.9998739442833733,0.9945796041850499,0.9971007185175849,0.9959662170679441,0.9952098827681835
456.hmmer,1024.0,1.0,1.0,1.0002521114332537,0.9982352199672256,1.0,0.9992436657002395,0.9989915542669862
456.hmmer,2048.0,1.0,1.0,1.0000000000000002,0.9991176099836128,1.0,1.0,0.9992436657002395
456.hmmer,4096.0,1.0,1.0,1.0002521114332537,0.9996218328501197,1.0,1.0,1.0
458.sjeng,128.0,1.0,1.0,0.9888178913738018,0.8704472843450479,0.8992012779552715,0.8851437699680512,0.8769968051118211
458.sjeng,256.0,1.0,1.0,0.9956869009584666,0.9027156549520767,0.9311501597444091,0.9129392971246006,0.9097444089456869
458.sjeng,512.0,1.0,1.0,0.9960063897763579,0.9552715654952078,0.9706070287539936,0.9638977635782747,0.9587859424920128
458.sjeng,1024.0,1.0,1.0,0.9987220447284345,0.9782747603833866,1.0,0.9894568690095845,0.9833865814696485
458.sjeng,2048.0,1.0,1.0,0.9992012779552716,0.9899361022364218,1.0,1.0,0.9948881789137382
458.sjeng,4096.0,1.0,1.0,0.9996805111821087,0.9929712460063899,1.0,1.0,1.0
459.GemsFDTD,128.0,1.0,1.000420654117152,0.9466820906509623,0.701282995057314,0.7677989273320012,0.7401409191292458,0.7181617415080449
459.GemsFDTD,256.0,1.0,1.0,0.9670838153328425,0.8214849090335471,0.8764328530865494,0.8452518666526447,0.8344726049006204
459.GemsFDTD,512.0,1.0,1.0,0.9910611000105164,0.9252287306762015,0.9516773582921442,0.9396361341886632,0.9300136712588074
459.GemsFDTD,1024.0,1.0,1.0,0.9945840782416658,0.963350510043117,1.0,0.9833315806078452,0.9736565359133451
459.GemsFDTD,2048.0,1.0,1.0,1.0011567988221683,0.9841728888421494,1.0,1.0,0.9926911347144809
459.GemsFDTD,4096.0,1.0,1.0,0.9970028394152907,0.9929014617730569,1.0,1.0,1.0
464.h264ref,128.0,1.0,0.9971331769611675,0.9386239249413604,0.8584831899921814,0.9052645295804014,0.8801146729215533,0.8742507167057597
464.h264ref,256.0,1.0,1.0,0.9829293719051343,0.9258535314047434,0.9300234558248632,0.9369298931456868,0.920901746155851
464.h264ref,512.0,1.0,1.0,0.9913995308835027,0.9576492051081575,0.9795413083137869,0.9770654156893406,0.9602554078707324
464.h264ref,1024.0,1.0,1.0,0.9911389106072452,0.972765181131092,1.0,0.9912692207453739,0.9878811571540266
464.h264ref,2048.0,1.0,1.0,1.0018243419338024,0.9807140995569456,1.0,1.0,0.9919207714360178
464.h264ref,4096.0,1.0,1.0,0.9844930935626792,0.9851446442533229,1.0,1.0,1.0
465.tonto,128.0,1.0,1.0,0.9994506701823774,0.9787958690397713,0.9834102395078005,0.981322786200835,0.9805537244561635
465.tonto,256.0,1.0,1.0,0.9996704021094265,0.9860470226323884,0.990112063282795,0.9878048780487804,0.9873654141946825
465.tonto,512.0,1.0,1.0,1.0001098659635244,0.9935179081520545,0.9967040210942649,0.9949461656778731,0.994286969896726
465.tonto,1024.0,1.0,1.0,1.0001098659635244,0.996923753021314,1.0,0.998242144583608,0.9978026807295101
465.tonto,2048.0,1.0,1.0,0.9998901340364754,0.9986816084377059,1.0,1.0,0.999340804218853
465.tonto,4096.0,1.0,1.0,0.999780268072951,0.999340804218853,1.0,1.0,1.0
470.lbm,128.0,1.0,1.0006318716036902,0.7071275116896246,0.5834702388474662,0.6588525211676987,0.6179072412485783,0.6014785795526348
470.lbm,256.0,1.0,1.0,0.8333754581069126,0.7240616706685201,0.7941994186781245,0.7541387590041704,0.7393529634778212
470.lbm,512.0,1.0,1.0,0.9342221660558575,0.8671805889043346,0.9255023379249337,0.8973840515607228,0.8801971439403513
470.lbm,1024.0,1.0,1.0,0.9769998736256791,0.9358650322254518,1.0,0.9725767723998484,0.951661822317705
470.lbm,2048.0,1.0,1.0,0.9909010489068621,0.9668267408062682,1.0,1.0,0.9860356375584483
470.lbm,4096.0,1.0,1.0,0.9965247061797042,0.9878048780487805,1.0,1.0,1.0
471.omnetpp,128.0,1.0,1.0008642108674517,0.8803067948579453,0.6658744733715027,0.7376039753699902,0.7023873825213353,0.68272658528681
471.omnetpp,256.0,1.0,1.0006481581505888,0.9372366857513234,0.7956141298476829,0.8524359943826294,0.8211083504375067,0.8084692665010262
471.omnetpp,512.0,1.0,1.0004321054337257,0.9767743329372366,0.9086097007669871,0.9423139245976018,0.927946418926218,0.9164956249324836
471.omnetpp,1024.0,1.0,0.9994598682078426,0.9928702603435239,0.9554931403262397,1.0,0.9777465701631198,0.9632710381333045
471.omnetpp,2048.0,1.0,1.0,0.9970832883223506,0.977530517446257,1.0,1.0,0.9929782867019553
471.omnetpp,4096.0,1.0,1.0,0.997623420114508,0.9925461812682296,1.0,1.0,1.0
473.astar,128.0,1.0,1.0,0.9800443458980044,0.8123125081518194,0.855223685926699,0.8326594495891484,0.8360506064953698
473.astar,256.0,1.0,1.0,0.9878700926046694,0.8792226424938046,0.9116994913264641,0.8947437067953568,0.8912221207773575
473.astar,512.0,1.0,1.0,0.9958262684231121,0.9427416199295683,0.9680448676144516,0.9551323855484545,0.9495239337420114
473.astar,1024.0,1.0,1.0,0.9977827050997782,0.970914308073562,1.0,0.9851310812573366,0.9792617712273379
473.astar,2048.0,1.0,1.0,1.000521716447111,0.9883918090517803,1.0,1.0,0.9955654101995566
473.astar,4096.0,1.0,1.0,0.9996087126646668,0.9945219773053345,1.0,1.0,1.0
481.wrf,128.0,1.0,1.0,0.9875761837787155,0.9360056258790437,0.9512423816221284,0.9409282700421939,0.9371776840131271
481.wrf,256.0,1.0,1.0,0.9930848570089077,0.9594467885607126,0.973863103609939,0.9639006094702297,0.9629629629629629
481.wrf,512.0,1.0,1.0,0.9983591186122832,0.9818330989217066,0.9893342709798405,0.9860525082044069,0.9833567744960151
481.wrf,1024.0,1.0,1.0,0.9994139709329581,0.9923816221284576,1.0,0.9957805907172996,0.9942569151429912
481.wrf,2048.0,1.0,1.0,0.9997655883731834,0.9973042662916081,1.0,1.0,0.9981247069854665
481.wrf,4096.0,1.0,1.0,0.9995311767463667,0.9968354430379746,1.0,1.0,1.0
482.sphinx3,128.0,1.0,0.9913997627520758,0.7436239620403321,0.555357848952155,0.6548042704626335,0.616795175958877,0.5902530644523526
482.sphinx3,256.0,1.0,0.9937228153420323,0.8635824436536179,0.7140668248319494,0.7848457888493475,0.7529161724001581,0.7330960854092525
482.sphinx3,512.0,1.0,1.0079082641360222,0.9640668248319494,0.863236457097667,0.9301601423487543,0.9032226176354289,0.8720838275998418
482.sphinx3,1024.0,1.0,1.0,0.9856168446026097,0.939996045867932,1.0,0.9688612099644127,0.9402431791221826
482.sphinx3,2048.0,1.0,1.0,1.0024219058916568,0.9535389482008697,1.0,1.0,0.9905595096876236
482.sphinx3,4096.0,1.0,1.0,1.0116646896006325,0.9956998813760379,1.0,1.0,1.0
483.xalancbmk,128.0,1.0,0.9985314274525161,0.9004307812805953,0.6406892500489524,0.7139220677501468,0.6760328960250636,0.6590953593107499
483.xalancbmk,256.0,1.0,0.999902095163501,0.9516350107695319,0.7757979244174662,0.8371842569022909,0.8043861366751517,0.7924417466222831
483.xalancbmk,512.0,1.0,0.9998041903270022,0.9828666536126884,0.8974936361856276,0.9421382416291363,0.9216761308008614,0.90816526336401
483.xalancbmk,1024.0,1.0,1.0,0.9931466614450752,0.9520266301155276,1.0,0.9781672214607402,0.9635794008224005
483.xalancbmk,2048.0,1.0,1.0,0.9963775210495398,0.9766986489132563,1.0,1.0,0.9898178970041118
483.xalancbmk,4096.0,1.0,1.0,0.9984335226160171,0.9897199921676129,1.0,1.0,1.0
600.perlbench,128.0,1.0,1.0,0.9983711697037565,0.9773999796396212,0.9826936781024125,0.9801486307645322,0.9778071872136822
600.perlbench,256.0,1.0,1.0,0.999083782958363,0.9869693576300519,0.9906342257965998,0.9890053955003563,0.9874783670976279
600.perlbench,512.0,1.0,1.0,0.9996945943194543,0.9939936882826019,0.9965387356204825,0.995418914791815,0.9950117072177541
600.perlbench,1024.0,1.0,1.0,0.9997963962129695,0.9977603583426652,1.0,0.9988801791713325,0.9980657640232108
600.perlbench,2048.0,1.0,1.0,0.9996945943194543,0.9987783772778174,1.0,1.0,0.9994909905324239
600.perlbench,4096.0,1.0,1.0,0.9997963962129695,0.999490990532424,1.0,1.0,1.0
602.gcc,1024.0,1.0,1.0,0.9856106183712707,0.9284872542330831,1.0,0.9650499286733238,0.943620914221919
603.bwaves,128.0,1.0,1.0,0.9994701050958227,0.9937295769672347,0.9965556831228471,0.9962024198533956,0.9962907356707585
603.bwaves,256.0,1.0,1.0,1.0002649474520886,0.9978804203832906,0.9981453678353792,0.9973505254791134,0.9963790514881214
603.bwaves,512.0,1.0,1.0,1.0002649474520886,0.9987635785569194,0.9981453678353792,0.9985869469221937,0.9983219994701051
603.bwaves,1024.0,1.0,1.0,1.0001766316347256,0.9987635785569194,1.0,1.0000883158173628,0.9996467367305485
603.bwaves,2048.0,1.0,1.0,1.0003532632694516,0.999911684182637,1.0,1.0,0.9999116841826372
603.bwaves,4096.0,1.0,1.0,0.999116841826371,1.000088315817363,1.0,1.0,1.0
605.mcf,128.0,1.0,0.9952695132578113,0.9193327523963649,0.6688659280468067,0.7374579858085397,0.6994896053778165,0.6844267396987426
605.mcf,256.0,1.0,1.0,0.96414788995394,0.7964645835926801,0.8516121000871403,0.8203659902900534,0.8086642599277978
605.mcf,512.0,1.0,0.9998755135067843,0.990539026515623,0.9087514004730485,0.95008091622059,0.9290426988671727,0.9219469687538899
605.mcf,1024.0,1.0,0.9995020540271379,1.0004979459728618,0.954188970496701,1.0,0.9812025395244615,0.9711191335740071
605.mcf,2048.0,1.0,1.0,1.0008714054525083,0.9829453504294782,1.0,1.0,0.9971368106560435
605.mcf,4096.0,1.0,1.0,0.9991285945474914,0.9937756753392255,1.0,1.0,1.0
607.cactuBSSN,128.0,1.0,0.9981247069854664,0.8176998809910203,0.6716073424934185,0.7400916008510946,0.7220599372498108,0.6911176025100075
607.cactuBSSN,256.0,1.0,1.000324569944823,0.8927837282267662,0.8013631937682572,0.8408164737278662,0.8307908687655524,0.8057629196869704
607.cactuBSSN,512.0,1.0,1.0,0.9544520177431569,0.9014389267553825,0.9348335677449602,0.9202639835551228,0.9030257131522954
607.cactuBSSN,1024.0,1.0,1.0,0.9859353023909986,0.9469508456850229,1.0,0.9730606945796819,0.9611958599300372
607.cactuBSSN,2048.0,1.0,1.0,0.9970067438421868,0.9871975188430884,1.0,1.0,0.984240326012478
607.cactuBSSN,4096.0,1.0,1.0,0.987413898806304,0.9954560207724765,1.0,1.0,1.0
619.lbm,128.0,1.0,1.001772941248395,0.7088096839273705,0.5910007947667665,0.6656477349147154,0.6309836767133338,0.6100751971632941
619.lbm,256.0,1.0,1.0,0.8384789386806871,0.732774958733264,0.8003912697927492,0.7640765421532066,0.7493427890199915
619.lbm,512.0,1.0,1.0,0.9404536284159687,0.8710643761080882,0.931711193984227,0.9026105031484991,0.8852479060952497
619.lbm,1024.0,1.0,1.0,0.9748731429968821,0.9378859204010516,1.0,0.9734058812740723,0.9542703429724279
619.lbm,2048.0,1.0,1.0,0.9912575655682583,0.9747508711866482,1.0,1.0,0.9870391881151801
619.lbm,4096.0,1.0,1.0,0.9979213792260195,0.9891789447942777,1.0,1.0,1.0
620.omnetpp,128.0,1.0,0.9991150442477875,0.9139626352015733,0.6870206489675516,0.7582104228121926,0.7235004916420845,0.7052114060963618
620.omnetpp,256.0,1.0,0.9995083579154374,0.9578171091445427,0.8135693215339233,0.8677482792527039,0.8368731563421827,0.8284169124877089
620.omnetpp,512.0,1.0,1.0,0.9843657817109143,0.9169124877089477,0.9488692232055063,0.9354965585054079,0.9252704031465092
620.omnetpp,1024.0,1.0,1.0,0.9935103244837756,0.9615535889872172,1.0,0.9815142576204522,0.9703048180924286
620.omnetpp,2048.0,1.0,1.0,0.996165191740413,0.9826941986234021,1.0,1.0,0.991150442477876
620.omnetpp,4096.0,1.0,1.0,0.9959685349065878,0.9914454277286134,1.0,1.0,1.0
621.wrf,128.0,1.0,1.0,0.9992962702322308,0.997009148486981,0.9982406755805769,0.9980647431386347,0.9978888106966924
621.wrf,256.0,1.0,1.0,0.9994722026741731,0.9985925404644617,0.9987684729064038,0.9985925404644617,0.9985925404644617
621.wrf,512.0,1.0,1.0,1.0,0.9989444053483464,0.9992962702322308,0.9992962702322308,0.9992962702322308
621.wrf,1024.0,1.0,1.0,1.0,0.9996481351161155,1.0,0.9996481351161155,1.0
621.wrf,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998240675580577
621.wrf,4096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
623.xalancbmk,128.0,1.0,1.0,0.9912928260458074,0.9214461480219573,0.9407533598334282,0.9329926178307781,0.9256104486087452
623.xalancbmk,256.0,1.0,0.999621427219383,0.9954571266325953,0.9434033692977476,0.9594927124739732,0.9487033882263866,0.9487033882263866
623.xalancbmk,512.0,1.0,1.0,0.9988642816581489,0.9740677645277306,0.9831535112625404,0.9793677834563694,0.976339201211433
623.xalancbmk,1024.0,1.0,1.0,0.9988642816581489,0.9886428165814879,1.0,0.9937535491198184,0.9916713988264244
623.xalancbmk,2048.0,1.0,1.0,0.9992428544387661,0.9931856899488928,1.0,1.0,0.9977285633162977
623.xalancbmk,4096.0,1.0,1.0,0.9994321408290745,0.9969714177550636,1.0,1.0,1.0
625.x264,128.0,1.0,1.0,0.9833511030919379,0.9179037152464528,0.9366029689165916,0.9274173706224882,0.9234806856393011
625.x264,256.0,1.0,1.0,0.9940129582547363,0.9493971951119494,0.9624374641187565,0.9545640941523823,0.9533338800951363
625.x264,512.0,1.0,1.0,0.9974575576150249,0.9752316903141145,0.9855654883949806,0.979742475190683,0.9768719757237759
625.x264,1024.0,1.0,1.0,0.9993438858361353,0.988846059214303,1.0,0.9938489297137701,0.9915525301402442
625.x264,2048.0,1.0,1.0,0.9990158287542031,0.9941769867957022,1.0,1.0,0.9970474862626095
625.x264,4096.0,1.0,1.0,1.000082014270483,0.9976215861559911,1.0,1.0,1.0
627.cam4,128.0,1.0,0.9932450689002973,0.7441772493920562,0.5728721967035935,0.6460956498243717,0.6160497162928937,0.5988111321264523
627.cam4,256.0,1.0,0.988975952445285,0.8980815995676844,0.7179140772764118,0.7902188597676303,0.7395838962442584,0.7420697108889489
627.cam4,512.0,1.0,0.9915698459875709,0.9675763307214266,0.8675493109970278,0.9367198054579842,0.9026749527154824,0.8740340448527426
627.cam4,1024.0,1.0,0.9981626587408808,0.9952985679546069,0.9302891110510673,1.0,0.9754120507970818,0.9561740070251283
627.cam4,2048.0,1.0,1.0,1.0052418265333694,0.9698459875709269,1.0,1.0,0.9851931910294515
627.cam4,4096.0,1.0,1.0,1.0205349905430965,0.9990272899216428,1.0,1.0,1.0
628.pop2,128.0,1.0,0.9956299472295513,0.755153364116095,0.5845976253298153,0.665361147757256,0.6235570580474933,0.6002226253298153
628.pop2,256.0,1.0,1.0060191292875988,0.8740105540897097,0.7167711081794196,0.7810850923482849,0.7508245382585751,0.735900395778364
628.pop2,512.0,1.0,0.9969492084432717,0.9515583773087071,0.8611477572559366,0.9320580474934035,0.8894294195250659,0.8786691952506598
628.pop2,1024.0,1.0,1.0000824538258573,0.988126649076517,0.9549389841688654,1.0,0.9703578496042216,0.9513110158311345
628.pop2,2048.0,1.0,1.0,0.9968255277044854,0.9580310026385225,1.0,1.0,0.9773664248021109
628.pop2,4096.0,1.0,1.0,0.9919607519788917,0.9837153693931397,1.0,1.0,1.0
631.deepsjeng,128.0,1.0,1.0,0.992961204779833,0.8179734817482402,0.8593877885087575,0.8385987886724504,0.8302504501555081
631.deepsjeng,256.0,1.0,1.0,0.9959076771975773,0.8798494025208708,0.9143886069733179,0.893763300049108,0.8883614339499101
631.deepsjeng,512.0,1.0,1.0,1.0021280078572599,0.9440170240628581,0.9659518742838434,0.9559666066459322,0.9487641185136683
631.deepsjeng,1024.0,1.0,1.0,0.9996726141758062,0.9731543624161074,1.0,0.9883778032411196,0.9801931576362742
631.deepsjeng,2048.0,1.0,1.0,0.9998363070879032,0.9875593386806351,1.0,1.0,0.9950892126370926
631.deepsjeng,4096.0,1.0,1.0,0.9998363070879032,0.9963987559338681,1.0,1.0,1.0
638.imagick,128.0,1.0,1.0,0.9996363107361071,0.9943264474832704,0.9962176316555137,0.9956357288332849,0.9951993017166133
638.imagick,256.0,1.0,1.0,1.0000727378527787,0.9968722723305208,0.9976723887110852,0.9967267966249637,0.9971632237416351
