workload,Channel,interface,Baseline,Baseline-ClosedCap4
471.omnetpp,1.0,6400.0,2.1984834509488995,2.1930082948564547
471.omnetpp,1.0,8800.0,2.249001526541263,2.2450140673703123
471.omnetpp,1.0,12800.0,2.267544298518396,2.264345215584412
471.omnetpp,1.0,17600.0,2.2894287418811192,2.2858389207541436
471.omnetpp,2.0,8800.0,2.3698653975234945,2.3677891562569027
471.omnetpp,4.0,8800.0,2.456365941024403,2.454878489161736
471.omnetpp,8.0,8800.0,2.527902906162101,2.529565231939604
471.omnetpp,16.0,8800.0,2.596457192342946,2.5968137095974417
473.astar,1.0,3200.0,1.6138746618395976,1.6128182439160827
473.astar,1.0,6400.0,1.7340827255052587,1.7336845281190714
473.astar,1.0,8800.0,1.775086705707545,1.7741941614570265
473.astar,1.0,12800.0,1.7959053594944925,1.7949625259930317
473.astar,1.0,17600.0,1.821569497282559,1.8201821291708553
473.astar,2.0,8800.0,1.896550200227149,1.8954523204864593
473.astar,4.0,8800.0,2.0026788031885756,2.001818383754341
473.astar,8.0,8800.0,2.07846247800332,2.0780397908876873
473.astar,16.0,8800.0,2.156472640973986,2.15617987456208
481.wrf,1.0,3200.0,3.9661799947024527,3.9661799947024527
481.wrf,1.0,6400.0,3.969014058255648,3.969014058255648
481.wrf,1.0,8800.0,3.967692878417456,3.967692878417456
481.wrf,1.0,12800.0,3.970622436834187,3.9708484688178087
481.wrf,1.0,17600.0,3.971920105844362,3.971920105844362
481.wrf,2.0,8800.0,3.9693008479085465,3.9693008479085465
481.wrf,4.0,8800.0,3.970369064383647,3.970424963713294
481.wrf,8.0,8800.0,3.970609414291041,3.970855185842732
481.wrf,16.0,8800.0,3.970855185842732,3.9709110988616447
482.sphinx3,1.0,3200.0,1.5045168786272172,1.5087168560479478
482.sphinx3,1.0,6400.0,1.6391929029845025,1.6410251670639107
482.sphinx3,1.0,8800.0,1.6858669718922077,1.6854968009574107
482.sphinx3,1.0,12800.0,1.7098714300821245,1.7084384830237576
482.sphinx3,1.0,17600.0,1.7374223401315785,1.7364227577065985
482.sphinx3,2.0,8800.0,1.8323796756067163,1.8343762049444048
482.sphinx3,4.0,8800.0,1.9230530920112983,1.9229583135289459
482.sphinx3,8.0,8800.0,2.0280174586831294,2.028719922523024
482.sphinx3,16.0,8800.0,2.10072096575487,2.105849107083758
483.xalancbmk,1.0,3200.0,1.5303631610539863,1.528905033595991
483.xalancbmk,1.0,6400.0,1.6844252339714652,1.6828354823316292
483.xalancbmk,1.0,8800.0,1.7310244751211832,1.7296333494175398
483.xalancbmk,1.0,12800.0,1.749791666305043,1.748072904331281
483.xalancbmk,1.0,17600.0,1.773763022458128,1.7719932205098874
483.xalancbmk,2.0,8800.0,1.8248644755275638,1.8254807710281657
483.xalancbmk,4.0,8800.0,1.913868737626767,1.9150075417975865
483.xalancbmk,8.0,8800.0,1.9953098605667097,1.996661115403023
483.xalancbmk,16.0,8800.0,2.0652654487741264,2.0655285161165504
500.perlbench,1.0,3200.0,2.3168585446426087,2.3168585446426087
500.perlbench,1.0,6400.0,2.4131879552982802,2.413368263588737
500.perlbench,1.0,8800.0,2.45227549682807,2.4526464030003123
500.perlbench,1.0,12800.0,2.471022152886439,2.4717208711342873
500.perlbench,1.0,17600.0,2.495840596811789,2.495840596811789
500.perlbench,2.0,8800.0,2.508509015548737,2.508897128720296
500.perlbench,4.0,8800.0,2.5430147406001136,2.543413605416189
500.perlbench,8.0,8800.0,2.5656800385188623,2.5656800385188623
500.perlbench,16.0,8800.0,2.582587389126683,2.582587389126683
502.gcc,1.0,3200.0,3.2477936860630403,3.2472100555756103
502.gcc,1.0,6400.0,3.3148533859576474,3.3158808202669445
502.gcc,1.0,8800.0,3.3361900082977716,3.333104177977417
502.gcc,1.0,12800.0,3.3446805701960587,3.34328692926866
502.gcc,1.0,17600.0,3.3561201428182157,3.354359336454323
502.gcc,2.0,8800.0,3.3967782970976237,3.3956436499912064
502.gcc,4.0,8800.0,3.430208511261107,3.4303319680429176
502.gcc,8.0,8800.0,3.451975601187957,3.451975601187957
502.gcc,16.0,8800.0,3.46900321099956,3.4693743065327918
505.mcf,1.0,3200.0,2.0133876101828383,1.9817201849623474
505.mcf,1.0,6400.0,2.4463173754701653,2.318672248137404
505.mcf,1.0,8800.0,2.5249801207052607,2.3865610152652033
505.mcf,1.0,12800.0,2.5573775137007027,2.4372621902349434
505.mcf,1.0,17600.0,2.5810432347558243,2.4653553596004554
505.mcf,2.0,8800.0,2.6319898563953172,2.627475908647119
505.mcf,4.0,8800.0,2.701335730016017,2.715948816228181
505.mcf,8.0,8800.0,2.7577505545022816,2.7837752570049514
505.mcf,16.0,8800.0,2.799890415649219,2.8166578168217127
507.cactuBSSN,1.0,3200.0,2.446752306031008,2.446752306031008
507.cactuBSSN,1.0,6400.0,2.5294882272660577,2.5294882272660577
507.cactuBSSN,1.0,8800.0,2.5576394616473803,2.5576394616473803
507.cactuBSSN,1.0,12800.0,2.535316759636394,2.535316759636394
507.cactuBSSN,1.0,17600.0,2.53505980099598,2.53505980099598
507.cactuBSSN,2.0,8800.0,2.588360693798488,2.588360693798488
507.cactuBSSN,4.0,8800.0,2.7067030157391967,2.7067030157391967
507.cactuBSSN,8.0,8800.0,2.7934659713804386,2.7934659713804386
507.cactuBSSN,16.0,8800.0,2.8514095523965066,2.8514095523965066
508.namd,1.0,3200.0,3.3995959199518637,3.399236411853358
508.namd,1.0,6400.0,3.442143837126125,3.442143837126125
508.namd,1.0,8800.0,3.458732585497707,3.4591045499123876
508.namd,1.0,12800.0,3.465933886909059,3.465933886909059
508.namd,1.0,17600.0,3.476941252446254,3.476941252446254
508.namd,2.0,8800.0,3.47751337957624,3.4797520916041678
508.namd,4.0,8800.0,3.491364769111544,3.491364769111544
508.namd,8.0,8800.0,3.504190858081868,3.504190858081868
508.namd,16.0,8800.0,3.5092627058751065,3.5092627058751065
510.parest,1.0,3200.0,1.5876759644686123,1.5491245327205279
510.parest,1.0,6400.0,1.841804620349588,1.8113829244547572
510.parest,1.0,8800.0,1.8936546178953042,1.8654482998522486
510.parest,1.0,12800.0,1.9172677678169412,1.8869837682751027
510.parest,1.0,17600.0,1.94450221517303,1.9135851984215815
510.parest,2.0,8800.0,2.010230541640818,2.035573300308409
510.parest,4.0,8800.0,2.0968113173897702,2.111540786198679
510.parest,8.0,8800.0,2.1556277294207966,2.1733877305620983
510.parest,16.0,8800.0,2.1970298327386253,2.213444110662484
511.povray,1.0,3200.0,3.866610342011814,3.866610342011814
511.povray,1.0,6400.0,3.867006934401881,3.867006934401881
511.povray,1.0,8800.0,3.868067325815765,3.868067325815765
511.povray,1.0,12800.0,3.867842640381221,3.867842640381221
511.povray,1.0,17600.0,3.868363445370577,3.868363445370577
511.povray,2.0,8800.0,3.868528717450277,3.868528717450277
511.povray,4.0,8800.0,3.8685288970364575,3.8685288970364575
511.povray,8.0,8800.0,3.8689904886131044,3.8689904886131044
511.povray,16.0,8800.0,3.8685289568985217,3.8685289568985217
519.lbm,1.0,3200.0,0.7129344031408353,0.6616171604107988
519.lbm,1.0,6400.0,0.8365803823239266,0.7696281384198183
519.lbm,1.0,8800.0,0.8680977203156659,0.7998584045860131
519.lbm,1.0,12800.0,0.8827205368505741,0.8139956258968247
519.lbm,1.0,17600.0,0.9015339128865706,0.830767208911911
519.lbm,2.0,8800.0,1.0396640376397972,0.9899865494290015
519.lbm,4.0,8800.0,1.1997555138213936,1.1585807922875964
519.lbm,8.0,8800.0,1.3505797267562751,1.292895462634831
519.lbm,16.0,8800.0,1.4919056035043405,1.42659052203615
520.omnetpp,1.0,3200.0,1.468275034318286,1.4681953130589696
520.omnetpp,1.0,6400.0,1.6451712983771791,1.6446569908492041
520.omnetpp,1.0,8800.0,1.6930415690429275,1.6933141033811265
520.omnetpp,1.0,12800.0,1.7159694264218464,1.7154850961760468
520.omnetpp,1.0,17600.0,1.7412759238285398,1.7404425235219065
520.omnetpp,2.0,8800.0,1.819735624587202,1.8197250780471894
520.omnetpp,4.0,8800.0,1.916785590752991,1.917012388347448
520.omnetpp,8.0,8800.0,1.9974408069405156,1.997580346916102
520.omnetpp,16.0,8800.0,2.0764618276673072,2.076516656612173
523.xalancbmk,1.0,3200.0,2.8207442314764997,2.8207444701744606
523.xalancbmk,1.0,6400.0,2.8822924398235994,2.880701414382336
523.xalancbmk,1.0,8800.0,2.9092962652060477,2.9069493478785295
523.xalancbmk,1.0,12800.0,2.920446880940828,2.9188533378065733
523.xalancbmk,1.0,17600.0,2.9354038607593997,2.9354038607593997
523.xalancbmk,2.0,8800.0,3.0225387510776787,3.021130949978434
523.xalancbmk,4.0,8800.0,3.0852184985061,3.084925030738039
523.xalancbmk,8.0,8800.0,3.1187476905673353,3.1187476905673353
523.xalancbmk,16.0,8800.0,3.1496477456008853,3.150259628332243
525.x264,1.0,3200.0,3.624578825752737,3.624578825752737
525.x264,1.0,6400.0,3.6648762011787457,3.6657132977312417
525.x264,1.0,8800.0,3.6764324993132975,3.6768493037135768
525.x264,1.0,12800.0,3.684282989568977,3.684282989568977
525.x264,1.0,17600.0,3.692111500319556,3.692111500319556
525.x264,2.0,8800.0,3.6974688001298195,3.6970473080752395
525.x264,4.0,8800.0,3.7051368380019998,3.7055601767184605
525.x264,8.0,8800.0,3.7153219430479787,3.715747612541133
525.x264,16.0,8800.0,3.7220849455265053,3.7220849455265053
526.blender,1.0,3200.0,3.8138074566205526,3.8138074566205526
526.blender,1.0,6400.0,3.8354696886628834,3.8354696886628834
526.blender,1.0,8800.0,3.8441696785735977,3.844625386355054
526.blender,1.0,12800.0,3.8434476604757384,3.8434476604757384
526.blender,1.0,17600.0,3.850609401677142,3.849681976618279
526.blender,2.0,8800.0,3.8535971657008705,3.8535971657008705
526.blender,4.0,8800.0,3.8588079912177853,3.8588079912177853
526.blender,8.0,8800.0,3.8614874641211823,3.8614874641211823
526.blender,16.0,8800.0,3.8639450099422397,3.8639450099422397
531.deepsjeng,1.0,3200.0,3.429267023051183,3.429267023051183
531.deepsjeng,1.0,6400.0,3.4615418650329186,3.4615418650329186
531.deepsjeng,1.0,8800.0,3.4812034751517373,3.4812034751517373
531.deepsjeng,1.0,12800.0,3.4822008938656444,3.4822008938656444
531.deepsjeng,1.0,17600.0,3.4919886377953517,3.4919886377953517
531.deepsjeng,2.0,8800.0,3.499987858542167,3.499987858542167
531.deepsjeng,4.0,8800.0,3.5067109821420743,3.5067109821420743
531.deepsjeng,8.0,8800.0,3.5132579181139123,3.5132579181139123
531.deepsjeng,16.0,8800.0,3.52165073179585,3.52165073179585
538.imagick,1.0,3200.0,3.9697094497416643,3.9697094497416643
538.imagick,1.0,6400.0,3.971808437455615,3.971808437455615
538.imagick,1.0,8800.0,3.971477657757517,3.971477657757517
538.imagick,1.0,12800.0,3.9731387690464426,3.9731387690464426
538.imagick,1.0,17600.0,3.9733503420275853,3.9733503420275853
538.imagick,2.0,8800.0,3.97245062599426,3.97245062599426
538.imagick,4.0,8800.0,3.9729371942040186,3.9729371942040186
538.imagick,8.0,8800.0,3.97245062599426,3.97245062599426
538.imagick,16.0,8800.0,3.9729371942040186,3.9729371942040186
541.leela,1.0,3200.0,3.9470248873811182,3.9470248873811182
541.leela,1.0,6400.0,3.9476871061955143,3.9476871061955143
541.leela,1.0,8800.0,3.9487030544126145,3.9487030544126145
541.leela,1.0,12800.0,3.9491445205225193,3.9491445205225193
541.leela,1.0,17600.0,3.950427531066557,3.950505718060705
541.leela,2.0,8800.0,3.949183915760685,3.949183915760685
541.leela,4.0,8800.0,3.9494500647532083,3.9494500647532083
541.leela,8.0,8800.0,3.9499310768630673,3.9499310768630673
541.leela,16.0,8800.0,3.950412206154219,3.950412206154219
544.nab,1.0,3200.0,3.330306040738222,3.3306511155812744
544.nab,1.0,6400.0,3.3705395282618493,3.3705395282618493
544.nab,1.0,8800.0,3.371103059643477,3.371103059643477
544.nab,1.0,12800.0,3.411743594012993,3.411743594012993
544.nab,1.0,17600.0,3.4357218528916667,3.4360911274732424
544.nab,2.0,8800.0,3.384142350238943,3.384142350238943
544.nab,4.0,8800.0,3.404777296138738,3.404777296138738
544.nab,8.0,8800.0,3.4173339068075275,3.4173339068075275
544.nab,16.0,8800.0,3.422436560449614,3.422436560449614
549.fotonik3d,1.0,3200.0,0.92580100320833,0.9190328106807228
549.fotonik3d,1.0,6400.0,1.0710003827241266,1.060201374352188
549.fotonik3d,1.0,8800.0,1.1097204580225568,1.0971688597689742
549.fotonik3d,1.0,12800.0,1.1264755026635558,1.113988124071158
549.fotonik3d,1.0,17600.0,1.1473835134212558,1.134121262114377
549.fotonik3d,2.0,8800.0,1.2592263730235391,1.2484648246072596
549.fotonik3d,4.0,8800.0,1.3974434013485988,1.391414259993556
549.fotonik3d,8.0,8800.0,1.5266534376447582,1.5245885146295823
549.fotonik3d,16.0,8800.0,1.6468087486477108,1.647926060511192
557.xz,1.0,3200.0,2.5289835396605387,2.5289835396605387
557.xz,1.0,6400.0,2.677113244384854,2.6755130364452446
557.xz,1.0,8800.0,2.7152842453208255,2.7146024207434367
557.xz,1.0,12800.0,2.7326950460944714,2.7320365605283765
557.xz,1.0,17600.0,2.7526483725362945,2.7521744324625534
557.xz,2.0,8800.0,2.794306765411208,2.794306765411208
557.xz,4.0,8800.0,2.8601956452754944,2.860447911815824
557.xz,8.0,8800.0,2.915524287477645,2.915524287477645
557.xz,16.0,8800.0,2.9576077796488986,2.9584171571248956
grep_map0,1.0,3200.0,2.3293461759629372,1.9473062550428903
grep_map0,1.0,6400.0,2.7141433946874853,2.212953492259686
grep_map0,1.0,8800.0,2.787068802343974,2.2408495625368676
grep_map0,1.0,12800.0,2.7800116307902365,2.2152912694861726
grep_map0,1.0,17600.0,2.803488514197292,2.2358927831994873
grep_map0,2.0,8800.0,3.0433125704956727,2.640970675247976
grep_map0,4.0,8800.0,3.236760365139195,3.029556828975234
grep_map0,8.0,8800.0,3.3249676106593276,3.2709776036163927
grep_map0,16.0,8800.0,3.3648305995217593,3.339379486923845
h264_encode,1.0,3200.0,3.966221862025819,3.9652433259264965
h264_encode,1.0,6400.0,3.9740670980850306,3.973083108983926
h264_encode,1.0,8800.0,3.9754554269792566,3.9730203788371856
h264_encode,1.0,12800.0,3.976040934072844,3.9740716465344965
h264_encode,1.0,17600.0,3.976415102742613,3.975426031299451
h264_encode,2.0,8800.0,3.9782374657672666,3.978869513253356
h264_encode,4.0,8800.0,3.979357750285067,3.9798460754738008
h264_encode,8.0,8800.0,3.9798460437954515,3.9803344888403522
h264_encode,16.0,8800.0,3.9808230537933316,3.9811676597490298
jp2_decode,1.0,3200.0,1.9909755965165954,1.81502185556748
jp2_decode,1.0,6400.0,2.200889212941947,1.9825604978136442
jp2_decode,1.0,8800.0,2.252261215075013,2.0283035192323537
jp2_decode,1.0,12800.0,2.281356830949712,2.0525036550369267
jp2_decode,1.0,17600.0,2.3079720775814843,2.0752358708935668
jp2_decode,2.0,8800.0,2.543495766534437,2.3643732317295956
jp2_decode,4.0,8800.0,2.718338089210789,2.621516028798339
jp2_decode,8.0,8800.0,2.8118351050368875,2.747623259175971
jp2_decode,16.0,8800.0,2.889516610686713,2.8497590069953205
jp2_encode,1.0,3200.0,2.534211556912938,2.3672130921996026
jp2_encode,1.0,6400.0,2.7193454550731064,2.528863376816043
jp2_encode,1.0,8800.0,2.766156024676192,2.5695062012411145
jp2_encode,1.0,12800.0,2.786941556832371,2.5888076267929367
jp2_encode,1.0,17600.0,2.811074112878141,2.6124958938748994
jp2_encode,2.0,8800.0,3.0193535064150754,2.874835322245983
jp2_encode,4.0,8800.0,3.1689601582675038,3.095312247422521
jp2_encode,8.0,8800.0,3.253604456886286,3.208133677540411
jp2_encode,16.0,8800.0,3.3140513716537137,3.2851869972456598
tpcc64,1.0,3200.0,2.522049718225257,2.5216455201557824
tpcc64,1.0,6400.0,2.732422887842987,2.696091643648919
tpcc64,1.0,8800.0,2.770840552989283,2.754834845337291
tpcc64,1.0,12800.0,2.7920895067502505,2.7828889608828447
tpcc64,1.0,17600.0,2.811570344075648,2.803851515112193
tpcc64,2.0,8800.0,2.8946815731883384,2.890033725653099
tpcc64,4.0,8800.0,2.9609311998323875,2.95175103774711
tpcc64,8.0,8800.0,2.9962165156176046,3.0000979771995433
tpcc64,16.0,8800.0,3.0406135727090824,3.046966489834342
tpch17,1.0,3200.0,1.7211760906335525,1.7082810546660698
tpch17,1.0,6400.0,1.9548245750598445,1.9087780686959146
tpch17,1.0,8800.0,2.008001516539123,1.9687514262373556
tpch17,1.0,12800.0,2.034464156322366,2.0017143161746582
tpch17,1.0,17600.0,2.0635032474175876,2.0321657782308877
tpch17,2.0,8800.0,2.2142747463502896,2.2002990576057564
tpch17,4.0,8800.0,2.320554274596709,2.315675966073958
