workload,Channel,interface,PRAC_WO_Mitigation-ClosedCap4,Benchmark_Types
MMMM (15),1.0,3200.0,0.9499131679820143,
LLLL (15),1.0,3200.0,0.9818697417774469,
HHMM (15),1.0,3200.0,0.9678899627108218,
HHLL (15),1.0,3200.0,0.9690463733814332,
MMLL (15),1.0,3200.0,0.9560377803440037,
HHHH (15),1.0,6400.0,0.8926001920691359,
MMMM (15),1.0,6400.0,0.9020321156821343,
LLLL (15),1.0,6400.0,0.9803148394879152,
HHMM (15),1.0,6400.0,0.8995953159684822,
HHLL (15),1.0,6400.0,0.9406095065019648,
MMLL (15),1.0,6400.0,0.9391842336018152,
HHHH (15),1.0,8800.0,0.8579428011565696,
MMMM (15),1.0,8800.0,0.888511511098894,
LLLL (15),1.0,8800.0,0.9806672242813914,
HHMM (15),1.0,8800.0,0.8745138178350262,
HHLL (15),1.0,8800.0,0.9360000162396117,
MMLL (15),1.0,8800.0,0.9342930531273997,
HHHH (15),1.0,12800.0,0.842910950736526,
MMMM (15),1.0,12800.0,0.8830884705378131,
LLLL (15),1.0,12800.0,0.979688864665167,
HHMM (15),1.0,12800.0,0.8625568236717651,
HHLL (15),1.0,12800.0,0.9325132298541128,
MMLL (15),1.0,12800.0,0.935644162516209,
HHHH (15),1.0,17600.0,0.837904400581812,
MMMM (15),1.0,17600.0,0.8833526723513924,
LLLL (15),1.0,17600.0,0.9793782217378446,
HHMM (15),1.0,17600.0,0.8610898675925062,
HHLL (15),1.0,17600.0,0.9322264772119446,
MMLL (15),1.0,17600.0,0.9342328239247608,
All (57),1.0,3200.0,0.9656620813318978,
All (57),1.0,6400.0,0.9254870557060866,
All (57),1.0,8800.0,0.9114127088972221,
All (57),1.0,12800.0,0.9052948006252005,
All (57),1.0,17600.0,0.9038645094393418,
