workload,Channel,interface,Baseline,Baseline-ClosedCap4
473.astar,1.0,3200.0,1.6254624432514488,1.625718426512008
473.astar,1.0,4800.0,1.694582194677188,1.695029508361845
473.astar,1.0,6400.0,1.7466725216061032,1.7468625196280967
473.astar,1.0,8000.0,1.7791284513730854,1.7791443349804545
473.astar,1.0,8800.0,1.7879219898169976,1.7877670736734126
473.astar,1.0,12800.0,1.8089711917394735,1.8091751165215515
473.astar,1.0,17600.0,1.8346118449717477,1.834958190642856
473.astar,2.0,8000.0,1.906151118768315,1.9063784157945067
473.astar,2.0,8800.0,1.9132211081965143,1.9131194053118847
473.astar,4.0,8000.0,2.015524200233751,2.0157652881928336
473.astar,4.0,8800.0,2.0209843942536025,2.0211103398104933
473.astar,8.0,8000.0,2.0926224624530483,2.0926224624530483
473.astar,8.0,8800.0,2.096713884076162,2.0968494455516997
473.astar,16.0,8000.0,2.1730041368826933,2.173444897244981
473.astar,16.0,8800.0,2.1747668423773883,2.1752205066702834
481.wrf,1.0,3200.0,3.9666694335508024,3.9666694335508024
481.wrf,1.0,4800.0,3.9682543384983946,3.968324980988152
481.wrf,1.0,6400.0,3.969504827140133,3.969504827140133
481.wrf,1.0,8000.0,3.970508516125287,3.97056520765099
481.wrf,1.0,8800.0,3.9690327099811387,3.9690327099811387
481.wrf,1.0,12800.0,3.9714723345570815,3.9716051442262983
481.wrf,1.0,17600.0,3.9724156965206627,3.9727250102965086
481.wrf,2.0,8000.0,3.9714916087585466,3.9718691495360745
481.wrf,2.0,8800.0,3.9702726866640567,3.9702726866640567
481.wrf,4.0,8000.0,3.972213090545739,3.972359962037586
481.wrf,4.0,8800.0,3.970490418059207,3.9707587845215184
481.wrf,8.0,8000.0,3.972850958989801,3.972850958989801
481.wrf,8.0,8800.0,3.970855185842732,3.970855185842732
481.wrf,16.0,8000.0,3.972964161797534,3.972964161797534
481.wrf,16.0,8800.0,3.97097656923701,3.97097656923701
482.sphinx3,1.0,3200.0,1.51535052659537,1.5344782171472104
482.sphinx3,1.0,4800.0,1.5989420580685485,1.6233472186554128
482.sphinx3,1.0,6400.0,1.6522589520819229,1.6800652655625739
482.sphinx3,1.0,8000.0,1.692259038558596,1.7208633891015368
482.sphinx3,1.0,8800.0,1.6990772793833617,1.7282881707323068
482.sphinx3,1.0,12800.0,1.7232273420539619,1.7541728052189813
482.sphinx3,1.0,17600.0,1.7506914653559973,1.7826604864347095
482.sphinx3,2.0,8000.0,1.8407412670972974,1.8669567210456894
482.sphinx3,2.0,8800.0,1.8473550680396205,1.8731201600214045
482.sphinx3,4.0,8000.0,1.9342468265295878,1.955639111583816
482.sphinx3,4.0,8800.0,1.9403645111335825,1.9617733783170062
482.sphinx3,8.0,8000.0,2.0419751515964393,2.055118854901256
482.sphinx3,8.0,8800.0,2.046197483487299,2.0602275551001883
482.sphinx3,16.0,8000.0,2.115674915276952,2.125884976153183
482.sphinx3,16.0,8800.0,2.120033471258047,2.1277171224256604
483.xalancbmk,1.0,3200.0,1.540118728245361,1.5409665082456532
483.xalancbmk,1.0,4800.0,1.6446429059887513,1.6449800805907981
483.xalancbmk,1.0,6400.0,1.6982025229386488,1.6993371575692464
483.xalancbmk,1.0,8000.0,1.7369310787347314,1.7381185026458144
483.xalancbmk,1.0,8800.0,1.7444876110537322,1.7452544785568471
483.xalancbmk,1.0,12800.0,1.7634645997479044,1.7647663177096584
483.xalancbmk,1.0,17600.0,1.7878743927417593,1.789278596152056
483.xalancbmk,2.0,8000.0,1.8343810406740793,1.8357442535835427
483.xalancbmk,2.0,8800.0,1.8394727895877776,1.8408939479665363
483.xalancbmk,4.0,8000.0,1.9273904787057023,1.928201820379856
483.xalancbmk,4.0,8800.0,1.9303794707911792,1.931761726433069
483.xalancbmk,8.0,8000.0,2.0077343105442,2.0081105698128594
483.xalancbmk,8.0,8800.0,2.0110821769121476,2.0118431128047756
483.xalancbmk,16.0,8000.0,2.07890544215034,2.079578796621287
483.xalancbmk,16.0,8800.0,2.080561024610723,2.081243578166859
500.perlbench,1.0,3200.0,2.3334283489795147,2.333936631053517
500.perlbench,1.0,4800.0,2.3860522068792385,2.3862296215872227
500.perlbench,1.0,6400.0,2.4310837382753028,2.4310837382753028
500.perlbench,1.0,8000.0,2.4661882412766842,2.466566702309706
500.perlbench,1.0,8800.0,2.4695145127613074,2.4695145127613074
500.perlbench,1.0,12800.0,2.490322435242465,2.490322435242465
500.perlbench,1.0,17600.0,2.512882621871351,2.5134753849073346
500.perlbench,2.0,8000.0,2.524071440691659,2.524071440691659
500.perlbench,2.0,8800.0,2.525466478026444,2.525505358796549
500.perlbench,4.0,8000.0,2.5596794795995543,2.5596794795995543
500.perlbench,4.0,8800.0,2.5607875021770536,2.5607875021770536
500.perlbench,8.0,8000.0,2.580464724043633,2.580464724043633
500.perlbench,8.0,8800.0,2.5812563116878953,2.5820783468666946
500.perlbench,16.0,8000.0,2.59247495779386,2.59247495779386
500.perlbench,16.0,8800.0,2.5934469260659583,2.5934469260659583
502.gcc,1.0,3200.0,3.2597234388053358,3.2603847100059955
502.gcc,1.0,4800.0,3.301584990582625,3.3019246403589917
502.gcc,1.0,6400.0,3.327666169222726,3.3269762425151685
502.gcc,1.0,8000.0,3.3424229924795883,3.3434659140605154
502.gcc,1.0,8800.0,3.348710350030512,3.349747976016957
502.gcc,1.0,12800.0,3.356594044427422,3.3569451522563285
502.gcc,1.0,17600.0,3.364788278100558,3.3654968323102503
502.gcc,2.0,8000.0,3.4040836094947218,3.4040836094947218
502.gcc,2.0,8800.0,3.4085592891141485,3.4085592891141485
502.gcc,4.0,8000.0,3.4385138096903645,3.4392495703276738
502.gcc,4.0,8800.0,3.4408878792742743,3.4408878792742743
502.gcc,8.0,8000.0,3.459979524118016,3.460724500734774
502.gcc,8.0,8800.0,3.4597087509236384,3.4597087509236384
502.gcc,16.0,8000.0,3.4771971081932036,3.4779495183836375
502.gcc,16.0,8800.0,3.4745779930459517,3.4753226513870352
505.mcf,1.0,3200.0,2.019326766471919,2.023806816726977
505.mcf,1.0,4800.0,2.322548935026076,2.3410133882696136
505.mcf,1.0,6400.0,2.4558187523638177,2.5261165847061404
505.mcf,1.0,8000.0,2.515494186441386,2.5905153575386803
505.mcf,1.0,8800.0,2.53373933634627,2.6100866967441223
505.mcf,1.0,12800.0,2.568895767912228,2.644344073017702
505.mcf,1.0,17600.0,2.590298813918233,2.6678198193337477
505.mcf,2.0,8000.0,2.6368360682131136,2.695937967718278
505.mcf,2.0,8800.0,2.6418933997704004,2.7010187708001743
505.mcf,4.0,8000.0,2.708302716873948,2.756849664527511
505.mcf,4.0,8800.0,2.7105011275305197,2.7580497294237385
505.mcf,8.0,8000.0,2.7633636028681527,2.797205103156085
505.mcf,8.0,8800.0,2.7651341001275074,2.7984414438610092
505.mcf,16.0,8000.0,2.8052598071447847,2.8276417852682836
505.mcf,16.0,8800.0,2.80740383248017,2.8285291708305915
507.cactuBSSN,1.0,3200.0,2.45741774023916,2.45741774023916
507.cactuBSSN,1.0,4800.0,2.524777902610652,2.524777902610652
507.cactuBSSN,1.0,6400.0,2.5310860367217756,2.5310860367217756
507.cactuBSSN,1.0,8000.0,2.537721244183613,2.537721244183613
507.cactuBSSN,1.0,8800.0,2.5600642924306145,2.5600642924306145
507.cactuBSSN,1.0,12800.0,2.539331089810615,2.539331089810615
507.cactuBSSN,1.0,17600.0,2.5486044013082845,2.5486044013082845
507.cactuBSSN,2.0,8000.0,2.6316910297042755,2.6316910297042755
507.cactuBSSN,2.0,8800.0,2.6181472045620775,2.6181472045620775
507.cactuBSSN,4.0,8000.0,2.7374305156643493,2.7374305156643493
507.cactuBSSN,4.0,8800.0,2.7353443355119094,2.7353443355119094
507.cactuBSSN,8.0,8000.0,2.818807807229402,2.818807807229402
507.cactuBSSN,8.0,8800.0,2.818701132601465,2.818701132601465
507.cactuBSSN,16.0,8000.0,2.865884164126022,2.865884164126022
507.cactuBSSN,16.0,8800.0,2.864766606777002,2.864766606777002
508.namd,1.0,3200.0,3.413763697052534,3.413763697052534
508.namd,1.0,4800.0,3.438917949694284,3.439286444912987
508.namd,1.0,6400.0,3.4558588983317624,3.4562310571752275
508.namd,1.0,8000.0,3.4729506253804705,3.473782043563575
508.namd,1.0,8800.0,3.474671331361939,3.4750451863597918
508.namd,1.0,12800.0,3.48617979330719,3.4869373608668415
508.namd,1.0,17600.0,3.493804223884902,3.493804223884902
508.namd,2.0,8000.0,3.49210327199738,3.49210327199738
508.namd,2.0,8800.0,3.4898620693438662,3.4898620693438662
508.namd,4.0,8000.0,3.5018478760872536,3.5018478760872536
508.namd,4.0,8800.0,3.5011644277688805,3.5019205267572047
508.namd,8.0,8000.0,3.5079622147289187,3.5079622147289187
508.namd,8.0,8800.0,3.5077444894386725,3.5077444894386725
508.namd,16.0,8000.0,3.510643924762267,3.510643924762267
