workload,BAT,RFMab-Reset,RFMsb-Reset
482.sphinx3,70.0,0.9847364058416872,0.9681030486338335
482.sphinx3,100.0,0.9887583980486299,0.9779932870457019
482.sphinx3,140.0,0.9933131913563612,0.9823471091856124
483.xalancbmk,40.0,0.9640162788006584,0.9069240628729008
483.xalancbmk,70.0,0.9757149653173178,0.9442394073516531
483.xalancbmk,100.0,0.9926203529200582,0.9580631464573753
483.xalancbmk,140.0,0.9943563509039124,0.9791742299651333
500.perlbench,40.0,0.9881507103275192,0.9769354074857763
500.perlbench,70.0,0.994417495740561,0.9875347266767468
500.perlbench,100.0,0.9957882655799127,0.9922219198606193
500.perlbench,140.0,0.997838919562943,0.9947574903598869
502.gcc,40.0,0.9915218223880867,0.9846859499636438
502.gcc,70.0,0.9987093994052568,0.9889514376392604
502.gcc,100.0,1.0009634967532914,0.9931271117715708
502.gcc,140.0,0.9980707683579044,0.9970760080272162
505.mcf,40.0,0.971509727307124,0.9508002350317364
505.mcf,70.0,1.0081053074683195,0.9683295744066674
505.mcf,100.0,0.9924532513432739,0.9822412609934911
505.mcf,140.0,1.0041717536834636,1.0008631471224017
507.cactuBSSN,40.0,0.9745109519555858,0.9442658959217077
507.cactuBSSN,70.0,0.9861935446663928,0.9699693929286254
507.cactuBSSN,100.0,0.9903750312425664,0.9789544129813951
507.cactuBSSN,140.0,0.9933320781278214,0.9845054133673296
508.namd,40.0,0.9974029938196651,0.9959627583263688
508.namd,70.0,0.99828054184416,0.998182737814838
508.namd,100.0,0.9992481815373462,0.9988348838361052
508.namd,140.0,0.9996315126525397,0.9988627329486989
510.parest,40.0,0.9676215897418678,0.9444850611281583
510.parest,70.0,0.9831602111916954,0.9678749039822248
510.parest,100.0,0.9876935421715369,0.9798776276610869
510.parest,140.0,0.9905841147160667,0.9873765730366275
511.povray,40.0,0.9999220471158319,0.9999304768150185
511.povray,70.0,0.9999806640347064,0.9999611363007176
511.povray,100.0,1.0,0.9999305569446268
511.povray,140.0,1.0,1.0
519.lbm,40.0,0.9184437722673072,0.8645182528784602
519.lbm,70.0,0.9615656671370693,0.9275266700149103
519.lbm,100.0,0.9756981562014003,0.9510978722229694
519.lbm,140.0,0.9838216019272201,0.965605932839889
520.omnetpp,40.0,0.9522249852140794,0.9035638594918277
520.omnetpp,70.0,0.9759064946880827,0.9470871084193963
520.omnetpp,100.0,0.9839976805358035,0.9639908217847873
520.omnetpp,140.0,0.9898035343469647,0.9752015673925281
523.xalancbmk,40.0,0.9854621816698017,0.9810139241146272
523.xalancbmk,70.0,0.9917647938929388,0.9895774491658523
523.xalancbmk,100.0,0.9953240761159468,0.9917250731537072
523.xalancbmk,140.0,0.997750270395576,0.9937697934357039
525.x264,40.0,0.9972490017844811,0.9948331169251368
525.x264,70.0,0.999076713405182,0.9971762942463388
525.x264,100.0,0.998575491521661,0.9980993703323973
525.x264,140.0,0.9994866534693168,0.9985714797033864
526.blender,40.0,0.9979201788643471,0.9972825487286847
526.blender,70.0,0.9993104910839958,0.998664539402065
526.blender,100.0,0.9989544428844359,0.9990187700839178
526.blender,140.0,0.9998206959756794,0.9993976968834706
531.deepsjeng,40.0,0.9967380392082554,0.9949493964221238
531.deepsjeng,70.0,0.9987265587093912,0.9977060476395765
531.deepsjeng,100.0,0.9992678145830055,0.9985984356721396
531.deepsjeng,140.0,0.9994765646847078,0.9990979005542685
538.imagick,40.0,1.0,1.0
538.imagick,70.0,0.9999689417789316,0.9999448164419034
538.imagick,100.0,1.0,0.9999997781610616
538.imagick,140.0,1.0,1.0
541.leela,40.0,1.000130244858904,0.9998995567408169
541.leela,70.0,1.000045515098266,1.0000470606073395
541.leela,100.0,1.0001836876626746,0.9999874676530395
541.leela,140.0,1.0000350898641925,1.0000556923643078
544.nab,40.0,0.9986706324819933,0.9981475834882386
544.nab,70.0,0.999282285137297,0.9986801233017351
544.nab,100.0,0.9995254836143312,0.9997808411225704
544.nab,140.0,1.0000764452631985,0.9991985217602853
