workload,BAT,RFMpb,RFMsb
wc_map0,10.0,0.8146550291488494,0.6240905381327787
wc_map0,40.0,0.9404221032951454,0.85655335675004
wc_map0,70.0,0.9646676828303884,0.9103971194481175
ycsb_abgsave,1.0,0.7554553064558321,0.4305031896989453
ycsb_abgsave,2.0,0.8605333772707698,0.6353142190526535
ycsb_abgsave,5.0,0.934896933474816,0.8186245822283555
ycsb_abgsave,10.0,0.9643654174035787,0.8990602291606304
ycsb_abgsave,40.0,0.9902093848315366,0.9742719078255613
ycsb_abgsave,70.0,0.9938147045881512,0.9843505720856114
ycsb_aserver,1.0,0.5338658715434764,0.25416576672256463
ycsb_aserver,2.0,0.6831246925063438,0.4093803781410636
ycsb_aserver,5.0,0.8178071260507923,0.6206551336074414
ycsb_aserver,10.0,0.8889929621265413,0.7518607541932719
ycsb_aserver,40.0,0.9629591972415055,0.9170018777098722
ycsb_aserver,70.0,0.9791715961997923,0.9476942936933468
ycsb_bserver,1.0,0.5830328055079343,0.2985449488588775
ycsb_bserver,2.0,0.727540739798715,0.46060249805669223
ycsb_bserver,5.0,0.8548259082520135,0.6691239203792365
ycsb_bserver,10.0,0.9169022091842967,0.7974613213160624
ycsb_bserver,40.0,0.9754117913231359,0.9395474315275971
ycsb_bserver,70.0,0.9869039401325543,0.9641300974242277
ycsb_cserver,1.0,0.5826181937983671,0.30295229688507114
ycsb_cserver,2.0,0.7295803392413864,0.4618728691634143
ycsb_cserver,5.0,0.8561660907408959,0.6713531661522847
ycsb_cserver,10.0,0.9173221468566656,0.7994170256762809
ycsb_cserver,40.0,0.9770859851895092,0.9403978244348379
ycsb_cserver,70.0,0.9853458399462502,0.9640371838065721
ycsb_dserver,1.0,0.6214669566639479,0.3239936294849395
ycsb_dserver,2.0,0.7555546918319019,0.4951605201994684
ycsb_dserver,5.0,0.8711800246486762,0.7025594893267116
ycsb_dserver,10.0,0.926266009398149,0.8200766145176761
ycsb_dserver,40.0,0.9779232720906869,0.9465713853091107
ycsb_dserver,70.0,0.9884036796576546,0.9695619577979087
ycsb_eserver,1.0,0.5759457389170836,0.29271412861253
ycsb_eserver,2.0,0.7223432408807741,0.4508219201860444
ycsb_eserver,5.0,0.8488386298522073,0.6599868894961447
ycsb_eserver,10.0,0.9127604884373848,0.7903113001469805
ycsb_eserver,40.0,0.9752901862464735,0.9356082294767751
ycsb_eserver,70.0,0.9857815289462668,0.9629214623876698
SPEC2K6 (23),1.0,0.5019738980864596,0.2612421573815362
SPEC2K17 (18),1.0,0.602490372095366,0.35948304522832486
TPC (4),1.0,0.41030184463831215,0.17523862424335254
Hadoop (3),1.0,0.3962646335144798,0.1496443887700296
MediaBench (3),1.0,0.5154223918575465,0.28025708329636956
YCSB (6),1.0,0.6049965946447838,0.3129029039938517
SPEC2K6 (23),2.0,0.6313533562102895,0.39146443424592525
SPEC2K17 (18),2.0,0.7208737567506435,0.5025950063859812
TPC (4),2.0,0.5701400379199397,0.30527775056845874
Hadoop (3),2.0,0.5594772999946465,0.2698804005359743
MediaBench (3),2.0,0.6670834624964539,0.42041930314885784
YCSB (6),2.0,0.7445055573339276,0.4807868296638013
SPEC2K6 (23),5.0,0.7585001985685144,0.5699894719415269
SPEC2K17 (18),5.0,0.8241221176058322,0.6772772787977112
TPC (4),5.0,0.7309860909599876,0.5242448124233289
Hadoop (3),5.0,0.7282609383390716,0.4784799547557571
MediaBench (3),5.0,0.7884906006097244,0.6171547322006259
YCSB (6),5.0,0.8632380234220473,0.6877572711426455
SPEC2K6 (23),10.0,0.8345332936134249,0.6940020139387598
SPEC2K17 (18),10.0,0.883117426268544,0.7820584591238927
TPC (4),10.0,0.825159748910175,0.6818313241733956
Hadoop (3),10.0,0.8303964751510625,0.6365893322976854
MediaBench (3),10.0,0.8662952686389026,0.745499746313572
YCSB (6),10.0,0.9208302293119336,0.8084943213775867
SPEC2K6 (23),40.0,0.938756634024643,0.8728245552142758
SPEC2K17 (18),40.0,0.9596425693000883,0.9177036597012975
TPC (4),40.0,0.9417876233442116,0.8875900299679612
Hadoop (3),40.0,0.9471406650965045,0.8629216824390974
MediaBench (3),40.0,0.9558399665400948,0.9102937694852322
YCSB (6),40.0,0.9764478587840504,0.9420805175498372
SPEC2K6 (23),70.0,0.9629559986043396,0.9182432072788289
SPEC2K17 (18),70.0,0.9756817018217598,0.9484263755418363
TPC (4),70.0,0.9656142311248624,0.9331869104828501
Hadoop (3),70.0,0.9679674450550695,0.9143026325268003
MediaBench (3),70.0,0.9739839887310624,0.9445524671816043
YCSB (6),70.0,0.9865606841808047,0.9653889434127204
All (57),1.0,0.5258400688000054,0.27565865206848883
All (57),2.0,0.6610968086755655,0.4154141404689931
All (57),5.0,0.7865733179253793,0.6053434395400917
All (57),10.0,0.8592255202655084,0.7300590597321468
All (57),40.0,0.9510169431422252,0.8966053583282838
All (57),70.0,0.9706144306437117,0.9350323422254516
