workload,Nrh,prac-level,Benchmark_Types,ABO-Only,BAT-RFM,TPRAC-S
MIX51,512.0,1.0,HHMM (15),0.9998969194058347,0.9508013863603283,
MIX51,512.0,2.0,HHMM (15),1.000022133385396,0.9508013863603283,
MIX51,512.0,4.0,HHMM (15),1.0000810929709516,0.9508013863603283,
MIX51,1024.0,1.0,HHMM (15),0.9998787604943568,0.9916726085028416,
MIX51,2048.0,1.0,HHMM (15),1.0,0.9959348031663643,0.9880302223914734
MIX51,4096.0,1.0,HHMM (15),1.0,0.9959348031663643,0.9880302223914734
MIX52,256.0,1.0,HHMM (15),0.9989503782524932,0.8730309040322115,
MIX52,512.0,1.0,HHMM (15),0.9996746435933584,0.9491104609627077,
MIX52,512.0,2.0,HHMM (15),0.9994564470210472,0.9491104609627077,
MIX52,512.0,4.0,HHMM (15),0.9998581070811621,0.9491104609627077,
MIX52,1024.0,1.0,HHMM (15),0.999914780212369,0.989196366730321,
MIX52,2048.0,1.0,HHMM (15),1.000023520073186,0.9958604854417601,0.9876402388210929
MIX52,4096.0,1.0,HHMM (15),1.0,0.9958604854417601,0.9876402388210929
MIX53,256.0,1.0,HHMM (15),0.9998003546018717,0.9165264442274507,
MIX53,512.0,1.0,HHMM (15),0.9998558617440663,0.9675528262229897,
MIX53,512.0,2.0,HHMM (15),0.9997741807184676,0.9675528262229897,0.9149266183298197
MIX53,512.0,4.0,HHMM (15),0.999962113013822,0.9675528262229897,0.9149266183298197
MIX53,1024.0,1.0,HHMM (15),1.0,0.9958613836532562,0.9768117255440468
MIX53,2048.0,1.0,HHMM (15),1.0,0.9919590517815844,0.9940737345164881
MIX53,4096.0,1.0,HHMM (15),1.0,0.9919590517815844,0.9940737345164881
MIX54,256.0,1.0,HHMM (15),1.0003864673309104,0.8966020203528785,
MIX54,512.0,1.0,HHMM (15),1.0000347673777743,0.9633021157274069,
MIX54,512.0,2.0,HHMM (15),1.0000924647878298,0.9633021157274069,0.9117565859902113
MIX54,512.0,4.0,HHMM (15),1.0000214904255698,0.9633021157274069,0.9117565859902113
MIX54,1024.0,1.0,HHMM (15),1.0,0.9936028504974819,0.9782450585766771
MIX54,2048.0,1.0,HHMM (15),1.0,0.9986429136900523,0.990372794536226
MIX54,4096.0,1.0,HHMM (15),1.0,0.9986429136900523,0.990372794536226
MIX55,256.0,1.0,HHMM (15),0.9996151037216832,0.8716444037891705,
MIX55,512.0,1.0,HHMM (15),0.9997028586873936,0.9544918436669451,
MIX55,512.0,2.0,HHMM (15),0.9997925322547362,0.9544918436669451,0.8995227750506111
MIX55,512.0,4.0,HHMM (15),0.9999709240269348,0.9544918436669451,0.8995227750506111
MIX55,1024.0,1.0,HHMM (15),0.9999111204122051,0.9921573582538554,
MIX55,2048.0,1.0,HHMM (15),1.0,0.9945658788460234,0.9834259557691828
MIX55,4096.0,1.0,HHMM (15),1.0,0.9945658788460234,0.9834259557691828
MIX56,256.0,1.0,HHMM (15),1.000100374582616,,
MIX56,512.0,1.0,HHMM (15),1.0000673234617892,0.9638998068401412,
MIX56,512.0,2.0,HHMM (15),1.0001740627822648,0.9638998068401412,
MIX56,512.0,4.0,HHMM (15),1.000072887318371,0.9638998068401412,
MIX56,1024.0,1.0,HHMM (15),1.000065590513274,0.993735222489565,
MIX56,2048.0,1.0,HHMM (15),1.0,0.9973216428774079,0.9904612079695135
MIX56,4096.0,1.0,HHMM (15),1.0,0.9973216428774079,0.9904612079695135
MIX57,256.0,1.0,HHMM (15),1.0000515408511315,,
MIX57,512.0,1.0,HHMM (15),1.000101108329331,0.9552012882425001,
MIX57,512.0,2.0,HHMM (15),1.0000227634268084,0.9552012882425001,
MIX57,512.0,4.0,HHMM (15),1.0001103456977685,0.9552012882425001,
MIX57,1024.0,1.0,HHMM (15),1.0,0.9919534187962419,
MIX57,2048.0,1.0,HHMM (15),1.0,0.9968561808810807,0.9884267585820075
MIX57,4096.0,1.0,HHMM (15),1.0,0.9968561808810807,0.9884267585820075
MIX58,256.0,1.0,HHMM (15),0.9989729927033565,,
MIX58,512.0,1.0,HHMM (15),0.9996192289613287,0.9434558230799955,
MIX58,512.0,2.0,HHMM (15),0.9999822111941423,0.9434558230799955,
MIX58,512.0,4.0,HHMM (15),0.9997292588025276,0.9434558230799955,
MIX58,1024.0,1.0,HHMM (15),0.9999508807675549,0.9882449357458667,
MIX58,2048.0,1.0,HHMM (15),0.9999931065941697,0.9950766278960795,0.9876003888508158
MIX58,4096.0,1.0,HHMM (15),1.0,0.9950766278960795,0.9876003888508158
MIX59,256.0,1.0,HHMM (15),0.9997433691552295,0.8719783625543605,
MIX59,512.0,1.0,HHMM (15),1.000166288174942,0.9538929842252052,
MIX59,512.0,2.0,HHMM (15),1.0001280684384375,0.9538929842252052,0.9095488831300128
MIX59,512.0,4.0,HHMM (15),1.0001754615321576,0.9538929842252052,0.9095488831300128
MIX59,1024.0,1.0,HHMM (15),1.0,0.9905309681713141,
MIX59,2048.0,1.0,HHMM (15),1.0,0.9959382383409703,0.9877128711551081
MIX59,4096.0,1.0,HHMM (15),1.0,0.9959382383409703,0.9877128711551081
MIX6,256.0,1.0,HHHH (15),0.9997841046310237,,
MIX6,512.0,1.0,HHHH (15),1.0000687520364815,0.9466185483466678,
MIX6,512.0,2.0,HHHH (15),0.9998442802235059,0.9466185483466678,
MIX6,512.0,4.0,HHHH (15),0.9997693921670082,0.9466185483466678,
MIX6,1024.0,1.0,HHHH (15),1.0000244410881383,0.9887701063398726,
MIX6,2048.0,1.0,HHHH (15),1.0,0.9933154945919908,0.9881539479002065
MIX6,4096.0,1.0,HHHH (15),1.0,0.9933154945919908,0.9881539479002065
MIX60,256.0,1.0,HHLL (15),0.9999214360031097,0.9360723344765816,0.8772663613451145
MIX60,512.0,1.0,HHLL (15),0.9999909398292136,0.9774335973373659,0.9366235049568934
MIX60,512.0,2.0,HHLL (15),1.0001450248839685,0.9774335973373659,0.9366235049568934
MIX60,512.0,4.0,HHLL (15),1.0000951597210677,0.9774335973373659,0.9366235049568934
MIX60,1024.0,1.0,HHLL (15),1.0,0.9962221765607312,0.9810810960191111
MIX60,2048.0,1.0,HHLL (15),1.0,0.9963786122828528,0.989931183912015
MIX60,4096.0,1.0,HHLL (15),1.0,0.9963786122828528,0.989931183912015
MIX61,256.0,1.0,HHLL (15),1.0000839886229032,0.9288109520576461,
MIX61,512.0,1.0,HHLL (15),1.000013110522285,0.9761098298943024,
MIX61,512.0,2.0,HHLL (15),1.0000237769296736,0.9761098298943024,
MIX61,512.0,4.0,HHLL (15),1.0000065277262284,0.9761098298943024,
MIX61,1024.0,1.0,HHLL (15),1.0,0.9945948431653826,
MIX61,2048.0,1.0,HHLL (15),1.0,0.9976860249925628,0.9921298163476585
MIX61,4096.0,1.0,HHLL (15),1.0,0.9976860249925628,0.9921298163476585
MIX62,256.0,1.0,HHLL (15),0.9999770747994343,0.9197255324763389,
MIX62,512.0,1.0,HHLL (15),0.9999857983156529,0.9727707298397351,
MIX62,512.0,2.0,HHLL (15),1.0000014146765077,0.9727707298397351,0.9309333736172944
MIX62,512.0,4.0,HHLL (15),0.9999777753553396,0.9727707298397351,0.9309333736172944
MIX62,1024.0,1.0,HHLL (15),1.0,0.9954486421524044,
MIX62,2048.0,1.0,HHLL (15),1.0,0.9978129714308938,0.9913899542235736
MIX62,4096.0,1.0,HHLL (15),1.0,0.9978129714308938,0.9913899542235736
MIX63,256.0,1.0,HHLL (15),0.9997653194932079,0.941618851423845,
MIX63,512.0,1.0,HHLL (15),0.999971495915873,0.9795658555186926,
MIX63,512.0,2.0,HHLL (15),0.9999485038557521,0.9795658555186926,0.9458524619510688
MIX63,512.0,4.0,HHLL (15),1.0000478028425592,0.9795658555186926,0.9458524619510688
MIX63,1024.0,1.0,HHLL (15),1.000004740771278,0.9965425344238761,
MIX63,2048.0,1.0,HHLL (15),1.0,0.9986185189520376,0.9938619061827021
MIX63,4096.0,1.0,HHLL (15),1.0,0.9986185189520376,0.9938619061827021
MIX64,256.0,1.0,HHLL (15),1.000086204288086,0.9595087887015645,
MIX64,512.0,1.0,HHLL (15),0.9999752118739123,0.9829402583176253,
MIX64,512.0,2.0,HHLL (15),1.0000225357917687,0.9829402583176253,0.9435749448857325
MIX64,512.0,4.0,HHLL (15),0.999995245126681,0.9829402583176253,0.9435749448857325
MIX64,1024.0,1.0,HHLL (15),1.0,0.9956419331125358,0.9828346207483345
MIX64,2048.0,1.0,HHLL (15),1.0,0.9956288686474429,0.9897794014178357
MIX64,4096.0,1.0,HHLL (15),1.0,0.9956288686474429,0.9897794014178357
MIX65,256.0,1.0,HHLL (15),1.000161772931254,0.9323576475372176,
MIX65,512.0,1.0,HHLL (15),1.0000763271368132,0.9759984071051317,
MIX65,512.0,2.0,HHLL (15),1.0000586978115231,0.9759984071051317,0.9373091474961502
MIX65,512.0,4.0,HHLL (15),1.0000436637632406,0.9759984071051317,0.9373091474961502
MIX65,1024.0,1.0,HHLL (15),1.0,0.9949794584453486,
MIX65,2048.0,1.0,HHLL (15),1.0,0.9989159215134307,0.9913155054101136
MIX65,4096.0,1.0,HHLL (15),1.0,0.9989159215134307,0.9913155054101136
MIX66,256.0,1.0,HHLL (15),1.0000034362415458,0.9164489510866244,
MIX66,512.0,1.0,HHLL (15),1.000041606290664,0.9713344579434547,
MIX66,512.0,2.0,HHLL (15),1.0000168268097795,0.9713344579434547,0.9330416502696556
MIX66,512.0,4.0,HHLL (15),1.0001190728697653,0.9713344579434547,0.9330416502696556
MIX66,1024.0,1.0,HHLL (15),0.9999580145859033,0.9926908064094175,
MIX66,2048.0,1.0,HHLL (15),1.0,0.9966282230486854,0.9918945504171081
MIX66,4096.0,1.0,HHLL (15),1.0,0.9966282230486854,0.9918945504171081
MIX67,256.0,1.0,HHLL (15),1.000108469513223,0.9134466679446096,
MIX67,512.0,1.0,HHLL (15),1.0000168522205912,0.9709622112219044,
MIX67,512.0,2.0,HHLL (15),0.999968105452633,0.9709622112219044,0.9220999250877114
MIX67,512.0,4.0,HHLL (15),1.000011611389139,0.9709622112219044,0.9220999250877114
MIX67,1024.0,1.0,HHLL (15),1.0,0.9952561146529814,0.9829584989380721
MIX67,2048.0,1.0,HHLL (15),1.0,0.9963844559269494,0.9907016001625203
MIX67,4096.0,1.0,HHLL (15),1.0,0.9963844559269494,0.9907016001625203
MIX68,256.0,1.0,HHLL (15),1.0000901336594628,,
MIX68,512.0,1.0,HHLL (15),0.9999543462849931,0.97150686848442,
MIX68,512.0,2.0,HHLL (15),0.9999337302757328,0.97150686848442,
MIX68,512.0,4.0,HHLL (15),0.9998864878332322,0.97150686848442,
MIX68,1024.0,1.0,HHLL (15),1.0,0.9952541979499261,
MIX68,2048.0,1.0,HHLL (15),1.0,0.9979104019335646,0.9923301370412911
MIX68,4096.0,1.0,HHLL (15),1.0,0.9979104019335646,0.9923301370412911
MIX69,256.0,1.0,HHLL (15),0.9999417160794992,0.9794792510614664,0.9164408296139968
MIX69,512.0,1.0,HHLL (15),1.0001387634342205,1.0018696615102964,0.9626327363961749
MIX69,512.0,2.0,HHLL (15),0.9999810841794509,1.0018696615102964,0.9626327363961749
MIX69,512.0,4.0,HHLL (15),1.0001048446314609,1.0018696615102964,0.9626327363961749
MIX69,1024.0,1.0,HHLL (15),1.0,1.0008691025317562,0.9941038523430765
MIX69,2048.0,1.0,HHLL (15),1.0,0.999964955606399,0.99736950202683
MIX69,4096.0,1.0,HHLL (15),1.0,0.999964955606399,0.99736950202683
MIX7,256.0,1.0,HHHH (15),0.9990513591095862,,
MIX7,512.0,1.0,HHHH (15),0.9997860915947534,0.9352872933421834,
MIX7,512.0,2.0,HHHH (15),0.9997712961835412,0.9352872933421834,
MIX7,512.0,4.0,HHHH (15),0.999752093473394,0.9352872933421834,
MIX7,1024.0,1.0,HHHH (15),0.9999949922349753,0.9872639047559316,
MIX7,2048.0,1.0,HHHH (15),1.000019574372635,0.9941178757152708,0.987600604063814
MIX7,4096.0,1.0,HHHH (15),1.0,0.9941178757152708,0.987600604063814
MIX70,256.0,1.0,HHLL (15),0.9990488540298545,0.9095768505133995,
MIX70,512.0,1.0,HHLL (15),0.9998906288343418,0.9641999824646371,
MIX70,512.0,2.0,HHLL (15),0.9997597297410034,0.9641999824646371,0.9386633592564531
MIX70,512.0,4.0,HHLL (15),0.9997758376145225,0.9641999824646371,0.9386633592564531
MIX70,1024.0,1.0,HHLL (15),0.9999270531981178,0.9919018097684141,
MIX70,2048.0,1.0,HHLL (15),1.0,0.9956825657586507,0.9915134842099749
MIX70,4096.0,1.0,HHLL (15),1.0,0.9956825657586507,0.9915134842099749
MIX71,256.0,1.0,HHLL (15),0.9991503534743434,0.906303153015231,
MIX71,512.0,1.0,HHLL (15),0.9998362835516847,0.9636868004059802,
MIX71,512.0,2.0,HHLL (15),0.9998619731552647,0.9636868004059802,0.9354344026006234
MIX71,512.0,4.0,HHLL (15),0.9998473133864056,0.9636868004059802,0.9354344026006234
MIX71,1024.0,1.0,HHLL (15),0.9999858436997561,0.992251934916043,
MIX71,2048.0,1.0,HHLL (15),1.0,0.9954877086909849,0.9907774693129658
MIX71,4096.0,1.0,HHLL (15),1.0,0.9954877086909849,0.9907774693129658
MIX72,256.0,1.0,HHLL (15),0.9998415704267781,,
MIX72,512.0,1.0,HHLL (15),1.0001790866615163,0.9672008218469101,
MIX72,512.0,2.0,HHLL (15),1.0000046011255213,0.9672008218469101,
MIX72,512.0,4.0,HHLL (15),1.0000441674746023,0.9672008218469101,
MIX72,1024.0,1.0,HHLL (15),1.0,0.9939999245913723,
MIX72,2048.0,1.0,HHLL (15),1.0,0.9974803247695813,0.9908060731995483
MIX72,4096.0,1.0,HHLL (15),1.0,0.9974803247695813,0.9908060731995483
MIX73,256.0,1.0,HHLL (15),0.999982364977966,0.9437445134580354,0.871478778247553
MIX73,512.0,1.0,HHLL (15),1.0000718765167582,0.9792456627118896,0.9373428086689793
MIX73,512.0,2.0,HHLL (15),0.9999104875899715,0.9792456627118896,0.9373428086689793
MIX73,512.0,4.0,HHLL (15),1.000044308922917,0.9792456627118896,0.9373428086689793
MIX73,1024.0,1.0,HHLL (15),1.0,0.9994407349177743,0.984244170701758
MIX73,2048.0,1.0,HHLL (15),1.0,0.9938939788326874,0.9870576965832963
MIX73,4096.0,1.0,HHLL (15),1.0,0.9938939788326874,0.9870576965832963
MIX74,256.0,1.0,HHLL (15),0.9998437542456841,0.9112436530965071,
MIX74,512.0,1.0,HHLL (15),1.0000118484938523,0.9699325320112684,
MIX74,512.0,2.0,HHLL (15),1.0000116333394773,0.9699325320112684,
MIX74,512.0,4.0,HHLL (15),1.0000201954648307,0.9699325320112684,
MIX74,1024.0,1.0,HHLL (15),1.0,0.9942871887196976,
MIX74,2048.0,1.0,HHLL (15),1.0,0.9974804203100731,0.9910485192929614
MIX74,4096.0,1.0,HHLL (15),1.0,0.9974804203100731,0.9910485192929614
MIX75,256.0,1.0,MMLL (15),1.0,0.9676828260416447,0.9278713912324565
MIX75,512.0,1.0,MMLL (15),1.0,0.9855041694650332,0.9598828982134793
MIX75,512.0,2.0,MMLL (15),1.0,0.9855041694650332,0.9598828982134793
MIX75,512.0,4.0,MMLL (15),1.0,0.9855041694650332,0.9598828982134793
MIX75,1024.0,1.0,MMLL (15),1.0,0.9965705353090093,0.9877172279258088
MIX75,2048.0,1.0,MMLL (15),1.0,0.9980530253195967,0.9934327843672869
MIX75,4096.0,1.0,MMLL (15),1.0,0.9980530253195967,0.9934327843672869
MIX76,256.0,1.0,MMLL (15),1.0,0.9566497285674058,0.8608926298678534
MIX76,512.0,1.0,MMLL (15),1.0,0.9849561170115007,0.9308398382785436
MIX76,512.0,2.0,MMLL (15),1.0,0.9849561170115007,0.9308398382785436
MIX76,512.0,4.0,MMLL (15),1.0,0.9849561170115007,0.9308398382785436
MIX76,1024.0,1.0,MMLL (15),1.0,0.9974563451654054,0.9841735315383128
MIX76,2048.0,1.0,MMLL (15),1.0,0.9989079505090686,0.9922610178478469
MIX76,4096.0,1.0,MMLL (15),1.0,0.9989079505090686,0.9922610178478469
MIX77,256.0,1.0,MMLL (15),0.9999484604407113,0.960675531372969,0.868631353584108
MIX77,512.0,1.0,MMLL (15),1.0,0.9859433726913991,0.9388137645367288
MIX77,512.0,2.0,MMLL (15),1.0,0.9859433726913991,0.9388137645367288
MIX77,512.0,4.0,MMLL (15),1.0,0.9859433726913991,0.9388137645367288
MIX77,1024.0,1.0,MMLL (15),1.0,0.997283607479491,0.9830985684119298
MIX77,2048.0,1.0,MMLL (15),1.0,0.9982561323699162,0.991530894073448
MIX77,4096.0,1.0,MMLL (15),1.0,0.9982561323699162,0.991530894073448
MIX78,256.0,1.0,MMLL (15),0.9997763854518236,0.9607542855808363,0.8979578782705288
MIX78,512.0,1.0,MMLL (15),1.0000711510017173,1.002222789920293,0.9657496126319108
MIX78,512.0,2.0,MMLL (15),1.0000637705720619,1.002222789920293,0.9657496126319108
MIX78,512.0,4.0,MMLL (15),1.0000461454359224,1.002222789920293,0.9657496126319108
MIX78,1024.0,1.0,MMLL (15),1.0,0.9883352605799383,0.9805730603062662
MIX78,2048.0,1.0,MMLL (15),1.0,0.9918497860296026,0.9772786161918059
MIX78,4096.0,1.0,MMLL (15),1.0,0.9918497860296026,0.9772786161918059
MIX79,256.0,1.0,MMLL (15),1.0,0.9660761181590497,0.8993039284850554
MIX79,512.0,1.0,MMLL (15),1.0,0.9874052239517053,0.9499953786195079
MIX79,512.0,2.0,MMLL (15),1.0,0.9874052239517053,0.9499953786195079
MIX79,512.0,4.0,MMLL (15),1.0,0.9874052239517053,0.9499953786195079
MIX79,1024.0,1.0,MMLL (15),1.0,0.9976784633253744,0.9876067765008872
MIX79,2048.0,1.0,MMLL (15),1.0,0.998584091506061,0.9940243357793439
MIX79,4096.0,1.0,MMLL (15),1.0,0.998584091506061,0.9940243357793439
MIX8,256.0,1.0,HHHH (15),0.9998695453343436,,
MIX8,512.0,1.0,HHHH (15),1.0000345277521494,0.935553772327733,
MIX8,512.0,2.0,HHHH (15),0.9999126790256213,0.935553772327733,
MIX8,512.0,4.0,HHHH (15),1.000004893283678,0.935553772327733,
MIX8,1024.0,1.0,HHHH (15),1.0,0.9887226663663002,
MIX8,2048.0,1.0,HHHH (15),1.0,0.994292909522422,0.9870233839551721
MIX8,4096.0,1.0,HHHH (15),1.0,0.994292909522422,0.9870233839551721
MIX80,256.0,1.0,MMLL (15),1.0,0.9749627660723438,0.9106684457226873
MIX80,512.0,1.0,MMLL (15),1.0,0.991076451778987,0.9545408765354209
MIX80,512.0,2.0,MMLL (15),1.0,0.991076451778987,0.9545408765354209
MIX80,512.0,4.0,MMLL (15),1.0,0.991076451778987,0.9545408765354209
MIX80,1024.0,1.0,MMLL (15),1.0,0.9976992279252134,0.9878904012312986
MIX80,2048.0,1.0,MMLL (15),1.0,0.9989075031866069,0.9941592503913036
MIX80,4096.0,1.0,MMLL (15),1.0,0.9989075031866069,0.9941592503913036
MIX81,256.0,1.0,MMLL (15),1.0,0.9445141848172761,0.8652686205998829
MIX81,512.0,1.0,MMLL (15),1.0,0.9821296450620334,0.9295949705290643
MIX81,512.0,2.0,MMLL (15),1.0,0.9821296450620334,0.9295949705290643
MIX81,512.0,4.0,MMLL (15),1.0,0.9821296450620334,0.9295949705290643
MIX81,1024.0,1.0,MMLL (15),1.0,0.9967891884200358,0.9821243511511704
MIX81,2048.0,1.0,MMLL (15),1.0,0.9989387047634445,0.991503291583388
MIX81,4096.0,1.0,MMLL (15),1.0,0.9989387047634445,0.991503291583388
MIX82,256.0,1.0,MMLL (15),0.9998839867540043,0.9730682503133375,0.9279682895227546
MIX82,512.0,1.0,MMLL (15),1.0,0.988600020887175,0.9578461022698629
MIX82,512.0,2.0,MMLL (15),1.0,0.988600020887175,0.9578461022698629
MIX82,512.0,4.0,MMLL (15),1.0,0.988600020887175,0.9578461022698629
MIX82,1024.0,1.0,MMLL (15),1.0,0.9956602107788045,0.9881904755186998
MIX82,2048.0,1.0,MMLL (15),1.0,0.9973856838237974,0.9921624311494782
MIX82,4096.0,1.0,MMLL (15),1.0,0.9973856838237974,0.9921624311494782
MIX83,256.0,1.0,MMLL (15),0.9999342869850741,0.9324745304359862,0.8479024111888458
MIX83,512.0,1.0,MMLL (15),0.9999439173829253,0.9748493916293834,0.9209464117094123
MIX83,512.0,2.0,MMLL (15),0.9999343760209016,0.9748493916293834,0.9209464117094123
MIX83,512.0,4.0,MMLL (15),0.9999065907386446,0.9748493916293834,0.9209464117094123
MIX83,1024.0,1.0,MMLL (15),1.0,0.9954362607403113,0.9797740984026287
MIX83,2048.0,1.0,MMLL (15),1.0,0.996671130218053,0.9895923554576496
MIX83,4096.0,1.0,MMLL (15),1.0,0.996671130218053,0.9895923554576496
MIX84,256.0,1.0,MMLL (15),1.0,0.9461427770976396,0.8659124554581027
MIX84,512.0,1.0,MMLL (15),1.0,0.9806388621921713,0.9297264801301676
MIX84,512.0,2.0,MMLL (15),1.0,0.9806388621921713,0.9297264801301676
MIX84,512.0,4.0,MMLL (15),1.0,0.9806388621921713,0.9297264801301676
MIX84,1024.0,1.0,MMLL (15),1.0,0.9963045338440819,0.9823546984438762
MIX84,2048.0,1.0,MMLL (15),1.0,0.9984943890894351,0.9909932702628379
MIX84,4096.0,1.0,MMLL (15),1.0,0.9984943890894351,0.9909932702628379
MIX85,256.0,1.0,MMLL (15),1.0000052215138466,0.9482769974498424,0.8745693773110109
MIX85,512.0,1.0,MMLL (15),1.0,0.9814717970099542,0.9355964746097053
MIX85,512.0,2.0,MMLL (15),1.0,0.9814717970099542,0.9355964746097053
MIX85,512.0,4.0,MMLL (15),1.0,0.9814717970099542,0.9355964746097053
MIX85,1024.0,1.0,MMLL (15),1.0,0.9964906548816577,0.9833758863362709
MIX85,2048.0,1.0,MMLL (15),1.0,0.9981064714220929,0.9911429771379374
MIX85,4096.0,1.0,MMLL (15),1.0,0.9981064714220929,0.9911429771379374
MIX86,256.0,1.0,MMLL (15),1.000119406562801,0.9535650597661175,0.8922959695849111
MIX86,512.0,1.0,MMLL (15),0.999975413611066,0.99220928616074,0.9400571333792803
MIX86,512.0,2.0,MMLL (15),1.0000942644068256,0.99220928616074,0.9400571333792803
MIX86,512.0,4.0,MMLL (15),1.0001344774058147,0.99220928616074,0.9400571333792803
MIX86,1024.0,1.0,MMLL (15),1.0,0.9870462239071307,0.9822300634190634
MIX86,2048.0,1.0,MMLL (15),1.0,0.9967214613611356,0.9779858438507982
MIX86,4096.0,1.0,MMLL (15),1.0,0.9967214613611356,0.9779858438507982
MIX87,256.0,1.0,MMLL (15),1.0001743240936185,0.9780246994459048,0.9011678304978619
MIX87,512.0,1.0,MMLL (15),0.9999996413445749,0.9995436668154437,0.9482851626146539
MIX87,512.0,2.0,MMLL (15),1.0000149965033291,0.9995436668154437,0.9482851626146539
MIX87,512.0,4.0,MMLL (15),1.000035527639894,0.9995436668154437,0.9482851626146539
MIX87,1024.0,1.0,MMLL (15),1.0,0.9934369539360228,0.9931435409800613
MIX87,2048.0,1.0,MMLL (15),1.0,0.9949285903712188,0.9965536563341768
MIX87,4096.0,1.0,MMLL (15),1.0,0.9949285903712188,0.9965536563341768
MIX88,256.0,1.0,MMLL (15),1.0000232355987142,0.9510455881848136,
MIX88,512.0,1.0,MMLL (15),1.0,0.9829106928154248,
MIX88,512.0,2.0,MMLL (15),1.0,0.9829106928154248,0.9260779468617447
MIX88,512.0,4.0,MMLL (15),1.0,0.9829106928154248,0.9260779468617447
MIX88,1024.0,1.0,MMLL (15),1.0,0.9971177558808516,0.9810396558289312
MIX88,2048.0,1.0,MMLL (15),1.0,0.9980481900319488,0.9907717522735465
MIX88,4096.0,1.0,MMLL (15),1.0,0.9980481900319488,0.9907717522735465
MIX89,256.0,1.0,MMLL (15),0.9997350232081299,0.9588610011839546,0.8809214901340211
MIX89,512.0,1.0,MMLL (15),1.0001570606404577,0.9889340992215422,0.9408575440160651
MIX89,512.0,2.0,MMLL (15),1.0000125413619425,0.9889340992215422,0.9408575440160651
MIX89,512.0,4.0,MMLL (15),1.00001040788228,0.9889340992215422,0.9408575440160651
MIX89,1024.0,1.0,MMLL (15),1.0,0.9905683090761256,0.9825806474401731
MIX89,2048.0,1.0,MMLL (15),1.0,0.9937332267411921,0.9891675133742677
MIX89,4096.0,1.0,MMLL (15),1.0,0.9937332267411921,0.9891675133742677
MIX9,256.0,1.0,HHHH (15),0.999409351630504,,
MIX9,512.0,1.0,HHHH (15),1.0000280028911712,0.9521595720838174,
MIX9,512.0,2.0,HHHH (15),0.9999749192542676,0.9521595720838174,
MIX9,512.0,4.0,HHHH (15),1.0001300602646999,0.9521595720838174,
MIX9,1024.0,1.0,HHHH (15),1.0000436122282654,0.9908636836826286,
MIX9,2048.0,1.0,HHHH (15),1.0,0.9947624405389154,0.9879113973060805
MIX9,4096.0,1.0,HHHH (15),1.0,0.9947624405389154,0.9879113973060805
HHHH (15),256.0,1.0,,0.9994208568709894,0.8877172063662105,
MMMM (15),256.0,1.0,,1.0000297015972228,0.9213266556986527,0.8334776943698929
LLLL (15),256.0,1.0,,1.0000013072503862,0.9953537880727734,0.9404533994336416
HHMM (15),256.0,1.0,,0.9996528857237074,0.8906628846250836,
HHLL (15),256.0,1.0,,0.9998670453209753,0.9304138524026297,0.8881730151798768
MMLL (15),256.0,1.0,,0.9999733495330367,0.9581072981477056,0.8869145696456028
HHHH (15),512.0,1.0,,0.9998777212490525,0.9449934504377044,
MMMM (15),512.0,1.0,,1.0000661973340246,0.9716130426339841,0.9162239592936551
LLLL (15),512.0,1.0,,1.0,0.9988704166408163,0.9707592302926868
HHMM (15),512.0,1.0,,0.9999039782332967,0.955377088805397,
HHLL (15),512.0,1.0,,1.0000102748714603,0.9749428542815207,0.9454561190446337
MMLL (15),512.0,1.0,,1.000009811197589,0.9872026257943808,0.9429649874812652
HHHH (15),512.0,2.0,,0.9998454982447287,0.9437734832544207,0.9137065210189685
MMMM (15),512.0,2.0,,1.0000515749802539,0.9716130426339841,0.9156408045772837
LLLL (15),512.0,2.0,,1.0,0.9988704166408163,0.9707592302926868
HHMM (15),512.0,2.0,,0.9999390661298897,0.955377088805397,0.9101947761448472
HHLL (15),512.0,2.0,,0.9999765380092926,0.9749428542815207,0.938450998134054
MMLL (15),512.0,2.0,,1.000007996034952,0.9872026257943808,0.9418296660973963
HHHH (15),512.0,4.0,,0.9998825124133851,0.9437734832544207,0.9137065210189685
MMMM (15),512.0,4.0,,1.0000002241596637,0.9716130426339841,0.9156408045772837
LLLL (15),512.0,4.0,,1.0,0.9988704166408163,0.9707592302926868
HHMM (15),512.0,4.0,,0.9999564124801351,0.955377088805397,0.9101947761448472
HHLL (15),512.0,4.0,,1.0000013299460582,0.9749428542815207,0.938450998134054
MMLL (15),512.0,4.0,,1.000008875635951,0.9872026257943808,0.9418296660973963
HHHH (15),1024.0,1.0,,0.9999889505172469,0.9893643070113258,0.9803415439758628
MMMM (15),1024.0,1.0,,0.9999976429148492,0.9951686202729837,0.9793947825524159
LLLL (15),1024.0,1.0,,1.0,1.0003054939832414,0.9935135943013065
HHMM (15),1024.0,1.0,,0.999978490463467,0.9920655327942093,0.9775281293513867
HHLL (15),1024.0,1.0,,0.9999917099411265,0.9952893621923696,0.9850335638099597
MMLL (15),1024.0,1.0,,1.0,0.9949191862860525,0.9843850514328487
HHHH (15),2048.0,1.0,,0.9999999377122407,0.994697307925182,0.9883489348065914
MMMM (15),2048.0,1.0,,1.0,0.9981737227910565,0.9897641582395075
LLLL (15),2048.0,1.0,,1.0,1.0000756730151261,0.9969349185247403
HHMM (15),2048.0,1.0,,1.0000011084250813,0.9961558478341698,0.9890738930507618
