workload,Channel,interface,Normalized_PRAC_WO_Mitigation,Normalized_PRAC_WO_Mitigation-ClosedCap4
500.perlbench,4.0,8800.0,0.9793423097048295,0.9794937946970923
500.perlbench,8.0,8000.0,0.9860432199620508,0.9860443941461546
500.perlbench,8.0,8800.0,0.9866119258293083,0.986297826254507
500.perlbench,16.0,8000.0,0.9906871932121334,0.9906871932121334
500.perlbench,16.0,8800.0,0.9909326861026427,0.9909326861026427
502.gcc,1.0,3200.0,0.9812705991598462,0.981657690219165
502.gcc,1.0,4800.0,0.9810009559878126,0.9813406709226059
502.gcc,1.0,6400.0,0.9801122071284843,0.9808358093158737
502.gcc,1.0,8000.0,0.9797969000086385,0.9804901524464038
502.gcc,1.0,8800.0,0.9795352403786931,0.9795290290113521
502.gcc,1.0,12800.0,0.97905850748614,0.9796582818772736
502.gcc,1.0,17600.0,0.9795259446155686,0.9801859066929153
502.gcc,2.0,8000.0,0.9856422305015796,0.986156875340677
502.gcc,2.0,8800.0,0.9852900485266771,0.9856703020447537
502.gcc,4.0,8000.0,0.9904936918819168,0.9911218575333799
502.gcc,4.0,8800.0,0.9893381157190361,0.98954585137607
502.gcc,8.0,8000.0,0.9924149199369675,0.9923072815890794
502.gcc,8.0,8800.0,0.9927316554287099,0.9927316554287099
502.gcc,16.0,8000.0,0.9948341729114555,0.99504726079082
502.gcc,16.0,8800.0,0.9954008740195246,0.9951875892002677
505.mcf,1.0,3200.0,0.9674676184017701,0.9754765092322893
505.mcf,1.0,4800.0,0.9179013641777521,0.94376273033916
505.mcf,1.0,6400.0,0.9022113487697178,0.918326429555524
505.mcf,1.0,8000.0,0.8988499476476063,0.9157700901268958
505.mcf,1.0,8800.0,0.8961989886901839,0.9123306412483008
505.mcf,1.0,12800.0,0.8930293348355952,0.9104952405179428
505.mcf,1.0,17600.0,0.8985475255642036,0.9151675477413035
505.mcf,2.0,8000.0,0.9139673231251554,0.9293043799938704
505.mcf,2.0,8800.0,0.914165070014353,0.9293915585302993
505.mcf,4.0,8000.0,0.9294866010496797,0.9430099292742027
505.mcf,4.0,8800.0,0.9302372259126883,0.9443081241236941
505.mcf,8.0,8000.0,0.9460169589016942,0.95728730998494
505.mcf,8.0,8800.0,0.9464421810623199,0.9581700480717765
505.mcf,16.0,8000.0,0.9606205353693286,0.9711783247041695
505.mcf,16.0,8800.0,0.9610652754868749,0.9715404241183748
507.cactuBSSN,1.0,3200.0,0.9712645422996002,0.9712645422996002
507.cactuBSSN,1.0,4800.0,0.9522085571784882,0.9522085571784882
507.cactuBSSN,1.0,6400.0,0.9558242699567766,0.9558242699567766
507.cactuBSSN,1.0,8000.0,0.9633382532760622,0.9633382532760622
507.cactuBSSN,1.0,8800.0,0.9604217522454899,0.9604217522454899
507.cactuBSSN,1.0,12800.0,0.9697530913691227,0.9697530913691227
507.cactuBSSN,1.0,17600.0,0.9708769223176951,0.9708769223176951
507.cactuBSSN,2.0,8000.0,0.9623156878669469,0.9623156878669469
507.cactuBSSN,2.0,8800.0,0.9756568603507113,0.9756568603507113
507.cactuBSSN,4.0,8000.0,0.9369552412768636,0.9369552412768636
507.cactuBSSN,4.0,8800.0,0.9400013649103577,0.9400013649103577
507.cactuBSSN,8.0,8000.0,0.9602681352121325,0.9602681352121325
507.cactuBSSN,8.0,8800.0,0.9578571442765257,0.9578571442765257
507.cactuBSSN,16.0,8000.0,0.9774699647273455,0.9774699647273455
507.cactuBSSN,16.0,8800.0,0.9761990694226323,0.9761990694226323
508.namd,1.0,3200.0,0.9908181194611368,0.990922391303308
508.namd,1.0,4800.0,0.9903433962768196,0.9905526122670864
508.namd,1.0,6400.0,0.9904414023197214,0.9903357369420389
