workload,Channel,interface,Normalized_PRAC_WO_Mitigation,Normalized_PRAC_WO_Mitigation-ClosedCap4
508.namd,1.0,8000.0,0.9899212772122759,0.9898960827181025
508.namd,1.0,8800.0,0.9891895171822288,0.9891889038600904
508.namd,1.0,12800.0,0.9900228319577273,0.9899141948934391
508.namd,1.0,17600.0,0.9897103594808753,0.9904727788009722
508.namd,2.0,8000.0,0.9925846587258395,0.9925846587258395
508.namd,2.0,8800.0,0.9924577376153735,0.9926697615738224
508.namd,4.0,8000.0,0.9939774120825703,0.9940850510249394
508.namd,4.0,8800.0,0.9945646172780882,0.994349881022596
508.namd,8.0,8000.0,0.995154305028132,0.995154305028132
508.namd,8.0,8800.0,0.9955442232107066,0.9955614871006657
508.namd,16.0,8000.0,0.9972097678179233,0.9972097678179233
508.namd,16.0,8800.0,0.9970450035297239,0.9970450035297239
510.parest,1.0,3200.0,0.9149184952769381,0.9339324265338387
510.parest,1.0,4800.0,0.8917654410433806,0.9172268890167101
510.parest,1.0,6400.0,0.8837377696220448,0.9121089238203092
510.parest,1.0,8000.0,0.8807917020652055,0.9094231455263744
510.parest,1.0,8800.0,0.881269238740417,0.9100045742222227
510.parest,1.0,12800.0,0.8781558450797735,0.9074730601763261
510.parest,1.0,17600.0,0.8779653319755312,0.9091072849949093
510.parest,2.0,8000.0,0.9094202583523979,0.9348732343468606
510.parest,2.0,8800.0,0.9112439764875492,0.9353964228754493
510.parest,4.0,8000.0,0.9372629552491286,0.954833500248594
510.parest,4.0,8800.0,0.9386288262951855,0.9554918730476171
510.parest,8.0,8000.0,0.9587347402243128,0.9704986609597704
510.parest,8.0,8800.0,0.9597532931971275,0.970749902911214
510.parest,16.0,8000.0,0.9740728032351227,0.9815580561465669
510.parest,16.0,8800.0,0.9741901002804083,0.9820459060386667
511.povray,1.0,3200.0,0.9998797242207443,0.9998797242207443
511.povray,1.0,4800.0,0.9998795173595341,0.9998795173595341
511.povray,1.0,6400.0,0.9998795417783788,0.9998795417783788
511.povray,1.0,8000.0,0.9998796999450258,0.9998796999450258
511.povray,1.0,8800.0,0.9997527833241819,0.999872006564848
511.povray,1.0,12800.0,0.999879492547604,0.999879492547604
511.povray,1.0,17600.0,0.9998790122317243,0.9998790122317243
511.povray,2.0,8000.0,1.0,1.0
511.povray,2.0,8800.0,0.9997614924714187,0.9997614924714187
511.povray,4.0,8000.0,1.0,1.0
511.povray,4.0,8800.0,1.0,1.0
511.povray,8.0,8000.0,1.0,1.0
511.povray,8.0,8800.0,0.9998807177776973,0.9998807177776973
511.povray,16.0,8000.0,1.0,1.0
511.povray,16.0,8800.0,1.0,1.0
519.lbm,1.0,3200.0,0.9020332443744594,0.9043422594203314
519.lbm,1.0,4800.0,0.8764413556957116,0.8784357194939024
519.lbm,1.0,6400.0,0.8694239517147831,0.8717797506372409
519.lbm,1.0,8000.0,0.8663402893282582,
519.lbm,1.0,8800.0,0.8669068348264846,0.869356829845459
519.lbm,1.0,12800.0,0.8642301094907775,0.8666694519629577
519.lbm,1.0,17600.0,0.8598164891903459,0.861941046179497
519.lbm,2.0,8000.0,0.8889503986716505,0.8937082416284959
519.lbm,2.0,8800.0,,0.8944447770842084
519.lbm,4.0,8000.0,0.8948040771052014,0.9027966476859725
519.lbm,4.0,8800.0,0.8947645250502109,0.9026673810354247
519.lbm,8.0,8000.0,0.9003411173289821,0.9102397942773627
519.lbm,8.0,8800.0,0.900195552330407,0.9102761939216327
519.lbm,16.0,8000.0,0.9214768748472572,0.9318733461055969
519.lbm,16.0,8800.0,0.9218026729908015,0.9323133331879615
520.omnetpp,1.0,3200.0,0.9027517768547434,0.9032801144637065
520.omnetpp,1.0,4800.0,0.8804939638652811,0.8808368422458291
520.omnetpp,1.0,6400.0,0.8702628755490456,0.8708716872315866
520.omnetpp,1.0,8000.0,0.8668234375071568,0.866877531576902
520.omnetpp,1.0,8800.0,0.8662836198032507,0.8668393028786604
520.omnetpp,1.0,12800.0,0.862022017217346,0.8622949795182111
520.omnetpp,1.0,17600.0,0.8582926420564087,0.8584832358475196
520.omnetpp,2.0,8000.0,0.8808322208193642,0.8811531086934921
520.omnetpp,2.0,8800.0,0.8808628670852744,0.8814013592912934
520.omnetpp,4.0,8000.0,0.8946796420211702,0.8945956097261901
520.omnetpp,4.0,8800.0,0.8952825290747418,0.8955997718178454
520.omnetpp,8.0,8000.0,0.9145145240786621,0.9144003072249695
520.omnetpp,8.0,8800.0,0.9146825291323769,0.9147719397827725
520.omnetpp,16.0,8000.0,0.9338556356622222,0.9342293801263868
520.omnetpp,16.0,8800.0,0.934588674210009,0.9344520286376438
523.xalancbmk,1.0,3200.0,0.9661038867271162,0.9665062767128442
523.xalancbmk,1.0,4800.0,0.9650592639501393,0.9648060699867407
523.xalancbmk,1.0,6400.0,0.9664364183935437,0.9666052383628526
523.xalancbmk,1.0,8000.0,0.9670128422824704,0.9674375458681533
523.xalancbmk,1.0,8800.0,0.9664375713176004,0.9664375713176004
523.xalancbmk,1.0,12800.0,0.9669359541785254,0.9671040340139256
523.xalancbmk,1.0,17600.0,0.9664427162195552,0.9664427162195552
523.xalancbmk,2.0,8000.0,0.9769556514983186,0.9766747835191324
523.xalancbmk,2.0,8800.0,0.9762709278282378,0.9765689526591943
523.xalancbmk,4.0,8000.0,0.9817286738268013,0.9817217528503661
523.xalancbmk,4.0,8800.0,0.9824216842418637,0.9825089693096197
523.xalancbmk,8.0,8000.0,0.9862265976939862,0.9860804925158759
523.xalancbmk,8.0,8800.0,0.9863849174648197,0.986284492363768
523.xalancbmk,16.0,8000.0,0.990306336390195,0.9904990605693553
523.xalancbmk,16.0,8800.0,0.9912699981346612,0.991172652956075
525.x264,1.0,3200.0,0.9918670567157544,0.992200917451548
525.x264,1.0,4800.0,0.9916580871957026,0.9916580871957026
525.x264,1.0,6400.0,0.9915074769817294,0.9915074769817294
525.x264,1.0,8000.0,0.9913606924596027,0.9916987188251438
525.x264,1.0,8800.0,0.9920014619404638,0.9920005601229117
525.x264,1.0,12800.0,0.9911043379277014,0.9909913499099923
525.x264,1.0,17600.0,0.9916112070433691,0.9913807739463798
525.x264,2.0,8000.0,0.9947130294474648,0.9947130294474648
525.x264,2.0,8800.0,0.9946586130536165,0.9946586130536165
525.x264,4.0,8000.0,0.9959907671666731,0.9959907671666731
525.x264,4.0,8800.0,0.9958961144009021,0.9958961144009021
525.x264,8.0,8000.0,0.9979390448762675,0.998266983961584
525.x264,8.0,8800.0,0.9978611999845252,0.9978611999845252
525.x264,16.0,8000.0,0.9980332496787666,0.9980332496787666
525.x264,16.0,8800.0,0.9985086498331989,0.9985086498331989
526.blender,1.0,3200.0,0.9942983022661452,0.9944157401025374
526.blender,1.0,4800.0,0.9946371915138211,0.9946371915138211
526.blender,1.0,6400.0,0.994205699071862,0.9944421488003892
526.blender,1.0,8000.0,0.994410581818822,0.994410581818822
526.blender,1.0,8800.0,0.9937938118914342,0.9937938118914342
526.blender,1.0,12800.0,0.9942004974425945,0.994319024167837
526.blender,1.0,17600.0,0.9942795702385112,0.9942795702385112
526.blender,2.0,8000.0,0.996032835027568,0.996032835027568
526.blender,2.0,8800.0,0.9960894109958573,0.9960894109958573
526.blender,4.0,8000.0,0.9977448148395394,0.9977448148395394
526.blender,4.0,8800.0,0.9980506818841158,0.9980506818841158
526.blender,8.0,8000.0,0.9987215440165375,0.9987215440165375
526.blender,8.0,8800.0,0.9987689504762266,0.9987689504762266
526.blender,16.0,8000.0,0.9989175605586598,0.9989175605586598
526.blender,16.0,8800.0,0.9990803293283056,0.9990803293283056
531.deepsjeng,1.0,3200.0,0.9915487663139824,0.9915487663139824
531.deepsjeng,1.0,4800.0,0.9908749556112603,0.9908749556112603
531.deepsjeng,1.0,6400.0,0.989661640446217,0.989661640446217
531.deepsjeng,1.0,8000.0,0.9908220892395866,0.9908220892395866
531.deepsjeng,1.0,8800.0,0.9908311795955198,0.9908311795955198
531.deepsjeng,1.0,12800.0,0.9907534995660091,0.9907534995660091
531.deepsjeng,1.0,17600.0,0.9875603158920019,0.9875603158920019
531.deepsjeng,2.0,8000.0,0.9918220795113206,0.9918220795113206
531.deepsjeng,2.0,8800.0,0.9950162310192869,0.9950162310192869
531.deepsjeng,4.0,8000.0,0.994043364612864,0.994043364612864
531.deepsjeng,4.0,8800.0,0.9954654602964953,0.9954654602964953
531.deepsjeng,8.0,8000.0,0.9954739851296611,0.9954739851296611
531.deepsjeng,8.0,8800.0,0.9971858328704263,0.9971858328704263
531.deepsjeng,16.0,8000.0,0.9980289583639628,0.9980289583639628
531.deepsjeng,16.0,8800.0,0.998556343164012,0.998556343164012
538.imagick,1.0,3200.0,0.9995909246744218,0.9995909246744218
538.imagick,1.0,4800.0,0.9997199388744162,0.9997199388744162
538.imagick,1.0,6400.0,0.9997194516208843,0.9997194516208843
538.imagick,1.0,8000.0,0.9998439944626616,0.9998439944626616
538.imagick,1.0,8800.0,0.999755086916781,0.999755086916781
538.imagick,1.0,12800.0,0.999818914713367,0.999818914713367
538.imagick,1.0,17600.0,0.9997507597183743,0.9997507597183743
538.imagick,2.0,8000.0,0.9998763809731132,0.9998763809731132
538.imagick,2.0,8800.0,0.9998775134578881,0.9998775134578881
538.imagick,4.0,8000.0,0.9999675504618531,0.9999675504618531
538.imagick,4.0,8800.0,1.0,1.0
538.imagick,8.0,8000.0,1.0,1.0
538.imagick,8.0,8800.0,1.0,1.0
538.imagick,16.0,8000.0,1.0,1.0
538.imagick,16.0,8800.0,1.0,1.0
541.leela,1.0,3200.0,0.9997784753709683,0.9997784753709683
541.leela,1.0,4800.0,0.9996311153124929,0.9996311153124929
541.leela,1.0,6400.0,0.999876990730867,0.999876990730867
541.leela,1.0,8000.0,0.999717805115943,0.999855230150256
541.leela,1.0,8800.0,0.9997564913815016,0.9997564913815016
541.leela,1.0,12800.0,0.9998769525557679,0.9997539051115357
541.leela,1.0,17600.0,0.9997528917901457,0.9997528631998706
541.leela,2.0,8000.0,0.9998551886670013,0.999877130433005
541.leela,2.0,8800.0,0.9998782308638722,0.99981083409157
541.leela,4.0,8000.0,1.0,1.0
541.leela,4.0,8800.0,0.99981081105569,0.9998782078259069
541.leela,8.0,8000.0,1.0,1.0
541.leela,8.0,8800.0,0.9998782078259069,0.9998782078259069
541.leela,16.0,8000.0,1.0,1.0
541.leela,16.0,8800.0,0.9996890349878689,0.9998107959115009
544.nab,1.0,3200.0,0.9968225537318891,0.9968225537318891
544.nab,1.0,4800.0,0.9853446394963502,0.9852408697585341
544.nab,1.0,6400.0,0.9852950068201218,0.9852950068201218
544.nab,1.0,8000.0,0.9864409103671644,0.9864409103671644
544.nab,1.0,8800.0,0.9908740968330514,0.9908740968330514
544.nab,1.0,12800.0,0.9879165816722578,0.9881267254903816
544.nab,1.0,17600.0,0.9851541618724334,0.9851541618724334
544.nab,2.0,8000.0,0.9902529630284804,0.9902529630284804
544.nab,2.0,8800.0,0.9953733207161862,0.9953733207161862
544.nab,4.0,8000.0,0.9904661905996285,0.9904661905996285
544.nab,4.0,8800.0,0.9962005249746365,0.9962005249746365
544.nab,8.0,8000.0,0.9909743754121974,0.9909667165553624
544.nab,8.0,8800.0,0.9970379414877873,0.9970379414877873
544.nab,16.0,8000.0,0.9913979372860771,0.9913979372860771
544.nab,16.0,8800.0,0.9968413052599677,0.9968413052599677
549.fotonik3d,1.0,3200.0,0.8752507731161113,0.8768046831359263
549.fotonik3d,1.0,4800.0,0.8443800318910807,0.8461050262371707
549.fotonik3d,1.0,6400.0,0.8334733396907749,0.8347591284065146
549.fotonik3d,1.0,8000.0,0.828954140403813,0.8301728113565188
549.fotonik3d,1.0,8800.0,0.8290809641117529,0.83033382713225
549.fotonik3d,1.0,12800.0,0.8254074507417161,0.8264726209276733
549.fotonik3d,1.0,17600.0,0.8207356240348532,0.8218413126660259
549.fotonik3d,2.0,8000.0,0.8325349967138806,0.8341420590918223
549.fotonik3d,2.0,8800.0,0.8335518315856294,0.8352600111478184
549.fotonik3d,4.0,8000.0,0.8435848769420079,0.8466806950617758
549.fotonik3d,4.0,8800.0,0.8450411261549422,0.8486725828879798
549.fotonik3d,8.0,8000.0,0.8656018300186045,0.870244846568998
549.fotonik3d,8.0,8800.0,0.8675580215049816,0.8713279179160907
549.fotonik3d,16.0,8000.0,0.9007035502898496,0.9062614665257027
549.fotonik3d,16.0,8800.0,0.9020122727913017,0.9071814600264656
557.xz,1.0,3200.0,0.9492224841967632,0.9491511622640132
557.xz,1.0,4800.0,0.9384150837299455,0.938487541554447
557.xz,1.0,6400.0,0.9337368247575901,0.9338972634787166
557.xz,1.0,8000.0,0.9319528592556188,0.932100095348599
557.xz,1.0,8800.0,0.9316122635897639,0.931465962608795
557.xz,1.0,12800.0,0.9287414379757145,0.9287414379757145
557.xz,1.0,17600.0,0.9268683938973014,0.9267880078006174
557.xz,2.0,8000.0,0.9447982979286157,0.9447982979286157
557.xz,2.0,8800.0,0.9433731297742343,0.9432093809097284
557.xz,4.0,8000.0,0.9565386477792343,0.9565386477792343
557.xz,4.0,8800.0,0.9559805550616415,0.9559805550616415
557.xz,8.0,8000.0,0.9656956518582613,0.9659509022440544
557.xz,8.0,8800.0,0.9671634103292563,0.9671634103292563
557.xz,16.0,8000.0,0.9754876900239112,0.9754876900239112
557.xz,16.0,8800.0,0.9751980085179379,0.9751980085179379
grep_map0,1.0,3200.0,0.9776043984173032,0.9824368188171556
grep_map0,1.0,4800.0,0.9684595659631834,0.9789829129699184
grep_map0,1.0,6400.0,0.9613882736609475,0.975287208990449
grep_map0,1.0,8000.0,0.9624111133019976,0.9759137430992295
grep_map0,1.0,8800.0,0.9615622296226046,0.974404532912682
grep_map0,1.0,12800.0,0.9655337088729875,0.983252944028432
grep_map0,1.0,17600.0,0.9629341249540767,0.9789584733745779
grep_map0,2.0,8000.0,0.9660141121794091,0.9835468984182055
grep_map0,2.0,8800.0,0.9662397060266021,0.98343720606869
grep_map0,4.0,8000.0,0.9761010001035303,0.9913131197077671
grep_map0,4.0,8800.0,0.9767139157269473,0.9915477259289409
grep_map0,8.0,8000.0,0.9853109317002311,0.9958870483751803
grep_map0,8.0,8800.0,0.9855468526288079,0.9959549893913442
grep_map0,16.0,8000.0,0.9908057100410252,0.9976945767542584
grep_map0,16.0,8800.0,0.9907160183626276,0.9976759534084934
h264_encode,1.0,3200.0,0.999366504131069,0.999366426004429
h264_encode,1.0,4800.0,0.9989381471888135,0.9994322827513783
h264_encode,1.0,6400.0,0.99888669492206,0.9993809567465868
h264_encode,1.0,8000.0,0.9988600699417299,0.9992581334819971
h264_encode,1.0,8800.0,0.998897868058238,0.999387179158358
h264_encode,1.0,12800.0,0.9988861822352355,0.9993806493188419
h264_encode,1.0,17600.0,0.9988816010013274,0.9992959917219428
h264_encode,2.0,8000.0,0.9992303662396917,0.9996010988932749
h264_encode,2.0,8800.0,0.999264524847129,0.9996320369004672
h264_encode,4.0,8000.0,0.9995313579808635,0.9996763306220741
h264_encode,4.0,8800.0,0.9995455813606986,0.999754600967237
h264_encode,8.0,8000.0,0.9997047715135317,0.999752404575953
h264_encode,8.0,8800.0,0.9996319466137573,0.9998772854275765
h264_encode,16.0,8000.0,0.9997523739144976,0.999800038750304
h264_encode,16.0,8800.0,0.9997907219740828,0.9998772553024504
jp2_decode,1.0,3200.0,0.9607242860990907,0.9638965245833456
jp2_decode,1.0,4800.0,0.9570384469244214,0.9614727550824484
jp2_decode,1.0,6400.0,0.9516038903194064,0.957428910908403
jp2_decode,1.0,8000.0,0.9484362199337822,0.9546232689526043
jp2_decode,1.0,8800.0,0.9501629500450745,0.9557415801840751
jp2_decode,1.0,12800.0,0.9461160680510288,0.9543853030447945
jp2_decode,1.0,17600.0,0.9449782737921348,0.9524024080216155
jp2_decode,2.0,8000.0,0.9688879761463385,0.9785029598774747
jp2_decode,2.0,8800.0,0.9704767562453303,0.9795733144654538
jp2_decode,4.0,8000.0,0.9889427019891712,0.9970199663538822
jp2_decode,4.0,8800.0,0.9888987622557949,0.996723802856492
jp2_decode,8.0,8000.0,0.9908261858411793,0.9970673208916596
jp2_decode,8.0,8800.0,0.9912152764338391,0.9973527792103823
jp2_decode,16.0,8000.0,0.9923592573853572,0.9961213049347809
jp2_decode,16.0,8800.0,0.9927878227826922,0.99660821925561
jp2_encode,1.0,3200.0,0.9680384226779539,0.9701953018250933
jp2_encode,1.0,4800.0,0.9618980711786789,0.9664932602758319
jp2_encode,1.0,6400.0,0.9573817794961805,0.9622641625795348
jp2_encode,1.0,8000.0,0.9551279377461326,0.9597801838767241
jp2_encode,1.0,8800.0,0.9544538152723704,0.9589434508951192
jp2_encode,1.0,12800.0,0.9535645844825739,0.958443601829158
jp2_encode,1.0,17600.0,0.9522116389430484,0.9572032094321191
jp2_encode,2.0,8000.0,0.9741548017419108,0.9798905186076639
jp2_encode,2.0,8800.0,0.9737152254364037,0.9796974976397628
jp2_encode,4.0,8000.0,0.9854017632565901,0.990202175668061
jp2_encode,4.0,8800.0,0.9852780073736658,0.9901527839664979
jp2_encode,8.0,8000.0,0.9897556420213177,0.9931244093306285
jp2_encode,8.0,8800.0,0.989611654755245,0.9935764228346353
jp2_encode,16.0,8000.0,0.9942389403910098,0.9965357922730984
jp2_encode,16.0,8800.0,0.9943264220098994,0.9966238922420984
tpcc64,1.0,3200.0,0.9587610546566958,0.9621674714427088
tpcc64,1.0,4800.0,0.9464680698073145,0.9492728672924576
tpcc64,1.0,6400.0,0.9444188978612947,0.9489882208247823
tpcc64,1.0,8000.0,0.9448128715437741,0.9487816118618008
tpcc64,1.0,8800.0,0.9439260301980683,0.9482356241533724
tpcc64,1.0,12800.0,0.9428557564082105,0.9467309694677015
tpcc64,1.0,17600.0,0.9418721109085134,0.9454756551521459
tpcc64,2.0,8000.0,0.9556891346526952,0.9570286594238342
tpcc64,2.0,8800.0,0.9543799910894942,0.9564849255512211
tpcc64,4.0,8000.0,0.9664092660700188,0.9674067486020004
tpcc64,4.0,8800.0,0.9647518717951985,0.9672152939172187
tpcc64,8.0,8000.0,0.9749391581095497,0.9769609737618681
tpcc64,8.0,8800.0,0.9752614112741104,0.9762330734131289
tpcc64,16.0,8000.0,0.9840866249438018,0.9856316080782104
tpcc64,16.0,8800.0,0.9836958342187315,0.9857506343429926
tpch17,1.0,3200.0,0.9461525977615578,0.9520886709794865
tpch17,1.0,4800.0,0.9298078073129642,0.9392529428988025
tpch17,1.0,6400.0,0.9305030069954543,0.9395122339921309
tpch17,1.0,8000.0,0.9279853248271654,0.9368697664791
tpch17,1.0,8800.0,0.9280818067407414,0.9375712070106726
tpch17,1.0,12800.0,0.9255196356335572,0.9343255801811448
tpch17,1.0,17600.0,0.9238547862301073,0.9327354782039082
tpch17,2.0,8000.0,0.9408206905919829,0.949358992967989
tpch17,2.0,8800.0,0.9414429086102171,0.9493441951337983
tpch17,4.0,8000.0,0.9538240352817833,0.9590286163202917
tpch17,4.0,8800.0,0.9543198539437288,0.9595761837785292
tpch17,8.0,8000.0,0.965327326539188,0.9699121578578292
tpch17,8.0,8800.0,0.9662618465797573,0.9699960645758746
tpch17,16.0,8000.0,0.9771014742354355,0.9793779361585173
tpch17,16.0,8800.0,0.976525971229582,0.9795029780190889
tpch2,1.0,3200.0,0.9458882833423378,0.9530051760301166
tpch2,1.0,4800.0,0.9250778493781308,0.9361828485568978
tpch2,1.0,6400.0,0.9183015099033598,0.9287457471113094
tpch2,1.0,8000.0,0.9156105220854978,0.9249615661179492
tpch2,1.0,8800.0,0.9143704760658546,0.923714998006635
tpch2,1.0,12800.0,0.9113688175909562,0.9208915793466645
tpch2,1.0,17600.0,0.90818766380898,0.9190434016231455
tpch2,2.0,8000.0,0.923316687046181,0.9338728540882738
tpch2,2.0,8800.0,0.9248608625376384,0.9339620823253342
tpch2,4.0,8000.0,0.9426846073045861,0.9504500816032442
tpch2,4.0,8800.0,0.9444522613915655,0.9508347039698902
tpch2,8.0,8000.0,0.9592129222897169,0.9629944156925244
tpch2,8.0,8800.0,0.958730665367412,0.9632114874997234
tpch2,16.0,8000.0,0.9707441521078145,0.9741987486830382
tpch2,16.0,8800.0,0.9709944748809762,0.9740998939606753
tpch6,1.0,3200.0,0.979089265016549,0.980472274620191
tpch6,1.0,4800.0,0.9743288645327739,0.9764618374903358
tpch6,1.0,6400.0,0.974833214047634,0.9758410672228071
tpch6,1.0,8000.0,0.9741531581083608,0.9755297446865219
tpch6,1.0,8800.0,0.9725424939158053,0.9733578859466543
tpch6,1.0,12800.0,0.9754977942095212,0.9762230603262241
tpch6,1.0,17600.0,0.9746011324573743,0.9757360498690496
tpch6,2.0,8000.0,0.980408266248937,0.9818898821884541
tpch6,2.0,8800.0,0.9797522213550195,0.9810652339109434
tpch6,4.0,8000.0,0.9856959788840247,0.98684860521979
tpch6,4.0,8800.0,0.9854835500806141,0.986777137714682
tpch6,8.0,8000.0,0.9897034165512983,0.99021361484194
tpch6,8.0,8800.0,0.9884992847837519,0.9900288692458606
tpch6,16.0,8000.0,0.9927462943126675,0.993473257790047
tpch6,16.0,8800.0,0.9911781289090422,0.9914841860948992
wc_8443,1.0,3200.0,0.9440769538875049,0.9481651653893935
wc_8443,1.0,4800.0,0.9335225722525656,0.9419129094006208
wc_8443,1.0,6400.0,0.9259882539028401,0.9368422028220462
wc_8443,1.0,8000.0,0.9257617961770833,0.9362562246079448
wc_8443,1.0,8800.0,0.9253223450769839,0.9351146195961225
wc_8443,1.0,12800.0,0.9266524252615007,0.9404371824940561
wc_8443,1.0,17600.0,0.9231699619824254,0.9352486018021435
wc_8443,2.0,8000.0,0.9417963353890608,0.9558365286763844
wc_8443,2.0,8800.0,0.9420627746403222,0.955877996862993
wc_8443,4.0,8000.0,0.9580995347019973,0.9701942891349183
wc_8443,4.0,8800.0,0.9584677001257512,0.9713613665919001
wc_8443,8.0,8000.0,0.9709137493719466,0.980847103141647
wc_8443,8.0,8800.0,0.9714027982556261,0.9807290850954661
wc_8443,16.0,8000.0,0.9812140922343012,0.9877737953895753
wc_8443,16.0,8800.0,0.9814767329760523,0.9876897301440126
wc_map0,1.0,3200.0,0.9444726827329506,0.9489027742619744
wc_map0,1.0,4800.0,0.9339276260288404,0.9422297989913084
wc_map0,1.0,6400.0,0.9262078426393191,0.9373084736755753
wc_map0,1.0,8000.0,0.9259432757028855,0.936452293535342
wc_map0,1.0,8800.0,0.9256857377328743,0.9347720036589179
wc_map0,1.0,12800.0,0.9270192136944252,0.940474307386707
wc_map0,1.0,17600.0,0.9239459467256915,0.9360653566444213
wc_map0,2.0,8000.0,0.9414826767169846,0.9558713752207482
wc_map0,2.0,8800.0,0.9419808423601337,0.9560565149347482
wc_map0,4.0,8000.0,0.9576061813849935,0.9706351088069225
wc_map0,4.0,8800.0,0.9583822888872754,0.9710590034984314
wc_map0,8.0,8000.0,0.9712282374141854,0.9810636139396443
wc_map0,8.0,8800.0,0.9714497243749269,0.9808733023313727
wc_map0,16.0,8000.0,,0.9878598952747834
wc_map0,16.0,8800.0,0.9816476660668854,0.9882792717994118
ycsb_abgsave,1.0,3200.0,0.9654550981041248,0.9655016484701441
ycsb_abgsave,1.0,4800.0,0.963808668985644,0.9637275429006255
ycsb_abgsave,1.0,6400.0,0.9641837894420076,0.9641183679781538
ycsb_abgsave,1.0,8000.0,0.9639159918821821,0.9639033105928375
ycsb_abgsave,1.0,8800.0,0.9639184941099828,0.9639974499159631
ycsb_abgsave,1.0,12800.0,0.9644449802141722,0.9644449802141722
ycsb_abgsave,1.0,17600.0,0.9648173894970242,0.964730282679945
ycsb_abgsave,2.0,8000.0,0.9785922540150862,0.9785922540150862
ycsb_abgsave,2.0,8800.0,0.9775067231707676,0.9776541608757756
ycsb_abgsave,4.0,8000.0,0.9861895371772788,0.9860995844431205
ycsb_abgsave,4.0,8800.0,0.9868051599822765,0.9868051599822765
ycsb_abgsave,8.0,8000.0,0.9890947237287044,0.9890947237287044
ycsb_abgsave,8.0,8800.0,0.9909035212031957,0.9909928092179786
ycsb_abgsave,16.0,8000.0,0.9913378405675805,0.9914284347837888
ycsb_abgsave,16.0,8800.0,0.9930956745439632,0.9930956745439632
ycsb_aserver,1.0,3200.0,0.9296376110502509,0.930228322779799
ycsb_aserver,1.0,4800.0,0.9266567121103164,0.9270241935237131
ycsb_aserver,1.0,6400.0,0.9241938290914236,0.9244151174602611
ycsb_aserver,1.0,8000.0,0.9233674285427221,0.9236012626863469
ycsb_aserver,1.0,8800.0,0.9235445882630723,0.9238987060962435
ycsb_aserver,1.0,12800.0,0.921213894837579,0.9212090849411794
ycsb_aserver,1.0,17600.0,0.9185884096708159,0.9189066603841196
ycsb_aserver,2.0,8000.0,0.9435657609007816,0.9441820883721668
ycsb_aserver,2.0,8800.0,0.9446643883169799,0.9448512975150073
ycsb_aserver,4.0,8000.0,0.9620012364917886,0.9623688911649529
ycsb_aserver,4.0,8800.0,0.9618752290193484,0.9622965684733019
ycsb_aserver,8.0,8000.0,0.9747336042614609,0.9750635394599438
ycsb_aserver,8.0,8800.0,0.9744374942996257,0.9744334710577951
ycsb_aserver,16.0,8000.0,0.9838771466772398,0.9840364719562688
ycsb_aserver,16.0,8800.0,0.9845655481420766,0.9845643081775656
ycsb_bserver,1.0,3200.0,0.9443680523987292,0.9451197220871825
ycsb_bserver,1.0,4800.0,0.9416286435626844,0.9419850229282404
ycsb_bserver,1.0,6400.0,0.9389357366151379,0.9407205603684718
ycsb_bserver,1.0,8000.0,0.9380391184729966,0.9389014665526578
ycsb_bserver,1.0,8800.0,0.9388094071666658,0.9397941603819837
ycsb_bserver,1.0,12800.0,0.9380699211429304,0.9387440777696143
ycsb_bserver,1.0,17600.0,0.9369315743010912,0.9383075119787394
ycsb_bserver,2.0,8000.0,0.9614768092577779,0.9621989661074745
ycsb_bserver,2.0,8800.0,0.96131493333565,0.9618113689018121
ycsb_bserver,4.0,8000.0,0.9760497965382682,0.9765898326113697
ycsb_bserver,4.0,8800.0,0.975914704595157,0.9759772095492857
ycsb_bserver,8.0,8000.0,0.9838728072036901,0.9846866434625337
ycsb_bserver,8.0,8800.0,0.9836963880617003,0.9836924150249001
ycsb_bserver,16.0,8000.0,0.9884084277399073,0.9884045899897284
ycsb_bserver,16.0,8800.0,0.9893225206584546,0.989890605782205
ycsb_cserver,1.0,3200.0,0.9463167878897043,0.9471720215633668
ycsb_cserver,1.0,4800.0,0.9429460096280281,0.943006154639043
ycsb_cserver,1.0,6400.0,0.9407845052081032,0.9421634766430496
ycsb_cserver,1.0,8000.0,0.9407823686239348,0.9417532199288533
ycsb_cserver,1.0,8800.0,0.9405082998931807,0.9419253695049131
ycsb_cserver,1.0,12800.0,0.9405511802845045,0.9411464535253158
ycsb_cserver,1.0,17600.0,0.9403250040480239,0.9408898439626263
ycsb_cserver,2.0,8000.0,0.9640427115987166,0.9644767238312266
ycsb_cserver,2.0,8800.0,0.9634539891715465,0.9638735501361094
ycsb_cserver,4.0,8000.0,0.9771902511812313,0.9769353261840654
ycsb_cserver,4.0,8800.0,0.9760458190202034,0.9772136774207151
ycsb_cserver,8.0,8000.0,0.9848452685939015,0.9852233375398131
ycsb_cserver,8.0,8800.0,0.9848758885067261,0.985271011640634
ycsb_cserver,16.0,8000.0,0.9897594154779021,0.9899216076423402
ycsb_cserver,16.0,8800.0,0.9898974724027403,0.990205095908074
ycsb_dserver,1.0,3200.0,0.9545838176441789,0.9548686482974275
ycsb_dserver,1.0,4800.0,0.9533202013960004,0.9533051101635206
ycsb_dserver,1.0,6400.0,0.9515700635279394,0.9520774304488304
ycsb_dserver,1.0,8000.0,0.9508849623685112,0.9516483336671865
ycsb_dserver,1.0,8800.0,0.9516356978601693,0.9517564669420294
ycsb_dserver,1.0,12800.0,0.9513260360257614,0.9520027570478586
