workload,Channel,PRAC_WO_Mitigation,Benchmark_Types
MIX56,8.0,0.9361360896325921,HHMM (15)
MIX56,16.0,0.9452631068094286,HHMM (15)
MIX57,1.0,0.8658933469213179,HHMM (15)
MIX57,2.0,0.8704161180981251,HHMM (15)
MIX57,4.0,0.8839529001446029,HHMM (15)
MIX57,8.0,0.9036392564846509,HHMM (15)
MIX57,16.0,0.9184240354196611,HHMM (15)
MIX58,1.0,0.8807279972199488,HHMM (15)
MIX58,2.0,0.8542232281719713,HHMM (15)
MIX58,4.0,0.8615785245472084,HHMM (15)
MIX58,8.0,0.8803942958555568,HHMM (15)
MIX58,16.0,0.8950511300241305,HHMM (15)
MIX59,1.0,0.8809787049949399,HHMM (15)
MIX59,2.0,0.8844840075736056,HHMM (15)
MIX59,4.0,0.9034030275812542,HHMM (15)
MIX59,8.0,0.9198355443597623,HHMM (15)
MIX59,16.0,0.9270151261276718,HHMM (15)
MIX6,1.0,0.8651026031943513,HHHH (15)
MIX6,2.0,0.8565047548615573,HHHH (15)
MIX6,4.0,0.8803663347825391,HHHH (15)
MIX6,8.0,0.8997935079992072,HHHH (15)
MIX6,16.0,0.9027124392843401,HHHH (15)
MIX60,1.0,0.9236545205000709,HHLL (15)
MIX60,2.0,0.9354378081671537,HHLL (15)
MIX60,4.0,0.9439922877577078,HHLL (15)
MIX60,8.0,0.9546866039290253,HHLL (15)
MIX60,16.0,0.9615903989989424,HHLL (15)
MIX61,1.0,0.9465286915920404,HHLL (15)
MIX61,2.0,0.9459025586152883,HHLL (15)
MIX61,4.0,0.949980316537685,HHLL (15)
MIX61,8.0,0.9524567172478181,HHLL (15)
MIX61,16.0,0.955320498471302,HHLL (15)
MIX62,1.0,0.9094522292833619,HHLL (15)
MIX62,2.0,0.922192585310652,HHLL (15)
MIX62,4.0,0.9343599251462884,HHLL (15)
MIX62,8.0,0.9412015411693607,HHLL (15)
MIX62,16.0,0.9497086956912807,HHLL (15)
MIX63,1.0,0.9480938199663603,HHLL (15)
MIX63,2.0,0.9490529787346857,HHLL (15)
MIX63,4.0,0.959087647705567,HHLL (15)
MIX63,8.0,0.9616455387859453,HHLL (15)
MIX63,16.0,0.9630589301312434,HHLL (15)
MIX64,1.0,0.9401454767466345,HHLL (15)
MIX64,2.0,0.9558620131041782,HHLL (15)
MIX64,4.0,0.9601969550953143,HHLL (15)
MIX64,8.0,0.9680968113888195,HHLL (15)
MIX64,16.0,0.9732856599622982,HHLL (15)
MIX65,1.0,0.9482132515087958,HHLL (15)
MIX65,2.0,0.954197810786928,HHLL (15)
MIX65,4.0,0.9614975745613876,HHLL (15)
MIX65,8.0,0.9669050967781895,HHLL (15)
MIX65,16.0,0.968714413404095,HHLL (15)
MIX66,1.0,0.9430714899841337,HHLL (15)
MIX66,2.0,0.9424438669064076,HHLL (15)
MIX66,4.0,0.9524835747462803,HHLL (15)
MIX66,8.0,0.9578381675464708,HHLL (15)
MIX66,16.0,0.9606225635833269,HHLL (15)
MIX67,1.0,0.8950896122499474,HHLL (15)
MIX67,2.0,0.9110027486709786,HHLL (15)
MIX67,4.0,0.9310479606561665,HHLL (15)
MIX67,8.0,0.9402775792885664,HHLL (15)
MIX67,16.0,0.9469568652711703,HHLL (15)
MIX68,1.0,0.9554177024668586,HHLL (15)
MIX68,2.0,0.9529488433168107,HHLL (15)
MIX68,4.0,0.9542644046140851,HHLL (15)
MIX68,8.0,0.9589947117396854,HHLL (15)
MIX68,16.0,0.9591594884473519,HHLL (15)
MIX69,1.0,0.9423166888384572,HHLL (15)
MIX69,2.0,0.941015396246204,HHLL (15)
MIX69,4.0,0.9574946001589029,HHLL (15)
MIX69,8.0,0.9766803916123645,HHLL (15)
MIX69,16.0,0.983111168452996,HHLL (15)
MIX7,1.0,0.874219361725389,HHHH (15)
MIX7,2.0,0.8292940228020701,HHHH (15)
MIX7,4.0,0.8171856699102986,HHHH (15)
MIX7,8.0,0.8395477532286475,HHHH (15)
MIX7,16.0,0.850963098673916,HHHH (15)
MIX70,1.0,0.9524339461009861,HHLL (15)
MIX70,2.0,0.9449647139624947,HHLL (15)
MIX70,4.0,0.9476126148227052,HHLL (15)
MIX70,8.0,0.9501800603315399,HHLL (15)
MIX70,16.0,0.9493618694157064,HHLL (15)
MIX71,1.0,0.9489045878957993,HHLL (15)
MIX71,2.0,0.9406707381282151,HHLL (15)
MIX71,4.0,0.9411323986612633,HHLL (15)
MIX71,8.0,0.9446274632458282,HHLL (15)
MIX71,16.0,0.9477403610093106,HHLL (15)
MIX72,1.0,0.9325342625630322,HHLL (15)
MIX72,2.0,0.9335701965426898,HHLL (15)
MIX72,4.0,0.9424293027971948,HHLL (15)
MIX72,8.0,0.9502444750030078,HHLL (15)
MIX72,16.0,0.9546980547346373,HHLL (15)
MIX73,1.0,0.9246391425074487,HHLL (15)
MIX73,2.0,0.9314410022168738,HHLL (15)
MIX73,4.0,0.9454328258800784,HHLL (15)
MIX73,8.0,0.9569839806894385,HHLL (15)
MIX73,16.0,0.9625345427156893,HHLL (15)
MIX74,1.0,0.9395563957902755,HHLL (15)
MIX74,2.0,0.9449677455939653,HHLL (15)
MIX74,4.0,0.9492819789509428,HHLL (15)
MIX74,8.0,0.9497965659578981,HHLL (15)
MIX74,16.0,0.9519174626057354,HHLL (15)
MIX75,1.0,0.9437200032757687,MMLL (15)
MIX75,2.0,0.9601320014191954,MMLL (15)
MIX75,4.0,0.9565883912415533,MMLL (15)
MIX75,8.0,0.9592624524981945,MMLL (15)
MIX75,16.0,0.9728469698011188,MMLL (15)
MIX76,1.0,0.9346220809039336,MMLL (15)
MIX76,2.0,0.9497299134570013,MMLL (15)
MIX76,4.0,0.9669207045247904,MMLL (15)
MIX76,8.0,0.975647293788949,MMLL (15)
MIX76,16.0,0.9794048990114242,MMLL (15)
MIX77,1.0,0.9360428808201432,MMLL (15)
MIX77,2.0,0.9556131169065881,MMLL (15)
MIX77,4.0,0.9707166545920033,MMLL (15)
MIX77,8.0,0.9821667417284075,MMLL (15)
MIX77,16.0,0.9877616136502078,MMLL (15)
MIX78,1.0,0.9611200002811667,MMLL (15)
MIX78,2.0,0.9586075080953015,MMLL (15)
MIX78,4.0,0.9755065205108516,MMLL (15)
MIX78,8.0,0.9697750371509132,MMLL (15)
MIX78,16.0,0.9808054752852381,MMLL (15)
MIX79,1.0,0.9528105042304856,MMLL (15)
MIX79,2.0,0.964610754949643,MMLL (15)
MIX79,4.0,0.9696335444800639,MMLL (15)
MIX79,8.0,0.9766707729248773,MMLL (15)
MIX79,16.0,0.983736156894748,MMLL (15)
MIX8,1.0,0.8586151479609884,HHHH (15)
MIX8,2.0,0.8386365226134364,HHHH (15)
MIX8,4.0,0.8538391842362841,HHHH (15)
MIX8,8.0,0.8709180668492574,HHHH (15)
MIX8,16.0,0.8806544662802832,HHHH (15)
MIX80,1.0,0.9505473888184306,MMLL (15)
MIX80,2.0,0.9619057525399889,MMLL (15)
MIX80,4.0,0.9704981391749563,MMLL (15)
MIX80,8.0,0.976766814601121,MMLL (15)
MIX80,16.0,0.9814923185409691,MMLL (15)
MIX81,1.0,0.9233169771909671,MMLL (15)
MIX81,2.0,0.938174701052177,MMLL (15)
MIX81,4.0,0.9598152094722684,MMLL (15)
MIX81,8.0,0.9718432705546522,MMLL (15)
MIX81,16.0,0.9780018640035703,MMLL (15)
MIX82,1.0,0.9594222717039358,MMLL (15)
MIX82,2.0,0.9655971403893903,MMLL (15)
MIX82,4.0,0.9614393781690542,MMLL (15)
MIX82,8.0,0.9717776633112765,MMLL (15)
MIX82,16.0,0.9820463667216892,MMLL (15)
MIX83,1.0,0.8858119480452968,MMLL (15)
MIX83,2.0,0.9067130697595006,MMLL (15)
MIX83,4.0,0.9212525663529421,MMLL (15)
MIX83,8.0,0.9404178034049708,MMLL (15)
MIX83,16.0,0.9584878768937186,MMLL (15)
MIX84,1.0,0.896737267826664,MMLL (15)
MIX84,2.0,0.9170665636597358,MMLL (15)
MIX84,4.0,0.9307748690716726,MMLL (15)
MIX84,8.0,0.9465485095070859,MMLL (15)
MIX84,16.0,0.9605229436969343,MMLL (15)
MIX85,1.0,0.9261202826585216,MMLL (15)
MIX85,2.0,0.9372531715381892,MMLL (15)
MIX85,4.0,0.9482096489307643,MMLL (15)
MIX85,8.0,0.9607773143341971,MMLL (15)
MIX85,16.0,,MMLL (15)
MIX86,1.0,0.9407507492014141,MMLL (15)
MIX86,2.0,0.9524438506220831,MMLL (15)
MIX86,4.0,0.9660705050833627,MMLL (15)
MIX86,8.0,0.9723172960655669,MMLL (15)
MIX86,16.0,0.9791621109089598,MMLL (15)
MIX87,1.0,0.9605167578356566,MMLL (15)
MIX87,2.0,0.9590082878569145,MMLL (15)
MIX87,4.0,0.9697381752569155,MMLL (15)
MIX87,8.0,0.9774038740819371,MMLL (15)
MIX87,16.0,0.9798163390634844,MMLL (15)
MIX88,1.0,0.9275415582553932,MMLL (15)
MIX88,2.0,0.9497174595868071,MMLL (15)
MIX88,4.0,0.9681326188743941,MMLL (15)
MIX88,8.0,0.9784634214295963,MMLL (15)
MIX88,16.0,,MMLL (15)
MIX89,1.0,0.9144511067876749,MMLL (15)
MIX89,2.0,0.9324877861092987,MMLL (15)
MIX89,4.0,0.9562611582141334,MMLL (15)
MIX89,8.0,0.9718121738275651,MMLL (15)
MIX89,16.0,0.9776438608763244,MMLL (15)
MIX9,1.0,0.8689131124473908,HHHH (15)
MIX9,2.0,0.8491171138700973,HHHH (15)
MIX9,4.0,0.8626545473693732,HHHH (15)
MIX9,8.0,0.8725865635219946,HHHH (15)
MIX9,16.0,0.8833400903728091,HHHH (15)
HHHH (15),1.0,0.8654370021031302,
MMMM (15),1.0,0.8844693378154461,
LLLL (15),1.0,0.9799820769539143,
HHMM (15),1.0,0.8781754383919381,
HHLL (15),1.0,0.9365255235922264,
MMLL (15),1.0,0.9339767557083839,
HHHH (15),2.0,0.8417128790691256,
MMMM (15),2.0,0.9028019492598149,
LLLL (15),2.0,0.9847890207957272,
HHMM (15),2.0,0.8740299361079864,
HHLL (15),2.0,0.9403035387990769,
MMLL (15),2.0,0.947115661371146,
HHHH (15),4.0,0.8511870927570528,
MMMM (15),4.0,0.925180436679432,
LLLL (15),4.0,0.9891530921177121,
HHMM (15),4.0,0.8904601072637104,
HHLL (15),4.0,0.9486448688617356,
MMLL (15),4.0,0.9593200630002147,
HHHH (15),8.0,0.8690613803588074,
MMMM (15),8.0,0.9393835953680381,
LLLL (15),8.0,0.9932176497072905,
HHMM (15),8.0,0.9073989333744521,
HHLL (15),8.0,0.955324005636974,
MMLL (15),8.0,0.9687066478512426,
HHHH (15),16.0,0.8791368561307554,
MMMM (15),16.0,0.9533484378458679,
LLLL (15),16.0,0.9952904120722329,
HHMM (15),16.0,0.9197727988327076,
HHLL (15),16.0,0.9591352567960003,
MMLL (15),16.0,0.977021464662313,
All (90),1.0,0.9122115309568243,
All (90),2.0,0.9138666788680879,
All (90),4.0,0.926188618940033,
All (90),8.0,0.9379503456756555,
All (90),16.0,0.945860621027498,
